,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.147259018488908,0,0.0622116078319556,0,0,0,0,0,0,0.374054459313693,0.136140094827978,0,0,0,-0.15824420436127,0,0,0,0,0,0,0,0,0,0,0,0.0277747313633716,0,0,0,0.142646734045002,0,0,0,-0.0017452592076642,0,0,0,0,0,0,0.161428611049522,0,0,0.0459018762596729,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.156262020095209,0.0975772096504323,0,0.0247804218301554,-0.168113928022933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176478012629079,0,0,0,0,0,-0.17911555635484,0,0.36311503305235,0.15946798426394,0.0518940510226626,0,0,0,0,0.172233729028211,0,0
X601939.CH.EQUITY,0.480878797255458,0,0,0,0,0.177274700621577,0,0,0,0,0,0,0,0.0587698334383802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372926321774748,-0.118423703432835,0,0.0491271223573206,0,0,0,-0.0461002010032473,0,0,0,0
X601288.CH.EQUITY,0.547342766616371,0.0311813848810413,0.156463288294221,0,0.0650056941581824,0.149622715776265,0,0,0.0270820033119446,0,0,0,0,-0.156223159113647,0,0,0,0,0,0,0,-0.0437317015276131,0,0,0,0,0.0062953347301388,0,0,0,0,0,0,0.133673103377609,0,0,0,0,0.026951825733765,0,0,0,0,0,0,0,0,0,0.2577592593434,0
X5.HK.EQUITY,0,-0.0721240957979092,0.132406909164382,0.0583476838709752,0,0.105013975387605,0,-0.149489088228173,0,0,0,0.285772438373808,0,0,0,0,0,0,0.681583741866976,0,0,0,0,0.0413707294634823,0,0,-0.146472232422226,0,0,0,0,0,0,0,0.00481676596303558,0,0,0,0,0.0342911215150874,0,0,0,0,0,0.0885315265632102,0,0,0,0
X601988.CH.EQUITY,0.203921680686099,0,0.0198394149253094,0.0444088663655281,0,0,0,0,0.047788011593289,0.0533666055013087,0.114057010868693,0,-0.400516706624714,0,0,0,0,0,0,0,0.525185509342146,0.0338713852784244,0,0,0,0,0.02931459694173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540689178088973,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0908874869753647,0,0,0.0528057728983909,0,0,0.160483242931011,0,0,0,0,0,0.257917819693163,0,0.0810484656758111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183251082005683,-0.0199850888521516,0,0,0,0.0988561044408823,0,0,0,0,0.0576150536394017,0,0,0,0.0784135173602988,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0162536429675813,0.0159280785585051,0,0,0.207193363826537,0,0,0,-0.150420336239056,0,0,0.312518451683297,0,0.259215803928303,0,0,0.0507511063834749,0,0,0,0,0.118889283500143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316309544878937,0,0.12621453228938,0,0,-0.0236788947260541,0
X601628.CH.EQUITY,0.359676476031327,0.290015064711964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0533332518157202,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.180896325408146,0,0.0499463549891495,0,0,0,0,0,0,0,0,0,0,-0.107331989708656,0.190341576983728,0,-0.182849060995336,0,0
X601166.CH.EQUITY,0.000757352724260087,0,0,0,0,0,0.543937181733594,0,0,0,0,0,0,0,0,0.10181669792918,0,0,0,0.11802055265318,0,0,0.0404123726093434,0,0,0,0,0.0364756518414564,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.163514446034268,0,0,0,0,0,0
