,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002142.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.6732074179197,0,0,0,0,0,0.00869210770901867,0,0.0497257289300285,0,0.100144316548881,0,0,0,0,0,0,-2.16840434497101e-19,0.0272832699093061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266461049832289,0,0.0564810298412299,0,0,0,0,0,0,0,0,0,-0.00870920113032237
X601939.CH.EQUITY,0.265022409836784,0,0,0.337128199390798,0,0.0797789243558022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496910209004598,0,0,0,0,0,0.0372974230624626,0.214443436907275,0,0,-0.0605126084217693,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0491651221396169
X601318.CH.EQUITY,0,0.0175147572538635,0,0.0917758842216957,0,0,0,0,0,0,0,0,0,0,0,0.00884796346132371,0,0,0.192522149395803,0.00916996383960907,0,0,0,0,0.0104296405611583,0.0468507252718999,0,0,0,0,0,0,0,0.214086139649407,0.0165907399704181,0.0441250005774413,0,0,0,0.235099139237926,0,0,0,0,0,0.0861970698025421,0,0,0,0
X601288.CH.EQUITY,0.289341249983719,0,0,0,-0.0270941599384765,0,0,0,0,0.11519155894102,0,0,0,0,0,0,0,0,0.0633155145640714,0,0,0.0566817439264277,0,0,0.030494228936037,0.259796937661233,0,0,0.0354495903251097,0.0699957038229933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733507030826196,0,0,0,0
X5.HK.EQUITY,0,0,1.73472347597681e-18,0,0,0.159065724496902,0.0654997324085177,0,0,0,0.453757493863078,0,0,0,0,0,0.255118529381476,0.014327230390169,0,-0.35275859045823,0,0,0,0,0.351428203801189,0,0,0,0,0.183291975111041,0,-0.00308966425774823,0,0,0,0,0,-0.251241558398797,0,0,0,0,0,0,-0.185715760875471,0,0,-0.057668250655871,0,-0.313591836899705
X601988.CH.EQUITY,0.0871730283910537,0.0666501971831108,0,0,0.0351734141884392,0,0,0,0,0,0,0.044811367434339,0,0,0,0,0,0,0.0383632945398137,0,0,0,0.597620692018356,0,0,0,0,0,0,0.097531043946007,0,0,0,0,0,0,0,0,0,0.060018686091486,0,0,0,0,0,0,0,0,0.037257720705691,-0.0887599038114392
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0967557812405603,0,-0.0544349253813217,0,0.045953522118613,0,0,0,0,0.239329265487745,0,0,-0.0467564922262585,0.205915325023024,0,0,0,0.0921927339184416,0,0,0,0.0425686216392916,0,0,0,0,0,0,0,0,0.0491762797606151,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.00964237628267038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788177062673077,0,0.00558458684052283,0,0.0709540482925764,0,0,0,0,0,0,0,0,0,0,0,0,0.015094313811834,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.12495976472682,0.091791651660318,0,0,0,0,0,0,0,0,0,0,0,0.0241766706818163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35502076269781,-6.93889390390723e-18,0,0.0424531983172648,0,0,0,0.0862601075221479,0,0,0.115909614425788,0,0,0.0327772897304475,0
X601328.CH.EQUITY,1.73472347597681e-18,0.00244358720163933,0,0,0,0,0,0.189044382648984,0,0,0,0,0,0.113131728340249,0,0,0,0,0,0,0,0.322237094521479,0,0,0,0,0,0.0403263452548278,0,0,0,0.0047905534225148,-0.00123425502819363,0.0164178969536136,0,0,0,0,0.0724733641441223,0.236265020279128,0,0.0566903264971624,0,0,0,0,0,0,0,-0.0186717221377841
