,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.257841338429374,0,0.247920963191551,0,0,0,0,0,0,0,0,0.284042861871768,0,0,0,0.0555816750092286,0,0,0,0,-0.138447983594366,0,0,0,0,-0.0622398120571309,0,0,0,0,0,0,0,0,0,0.00611654066622278,0,0,0.0721054215862846,0,0,0,0,0,0,0,0.0711755596158036,0,0,0
X601318.CH.EQUITY,0,0,-0.0560587413594644,0,0,0.0632172549383949,0,0,0.220609801983288,0,0,0,0.129842328114613,0,0,0,0,0.21002540932019,0,0,0,0,0,-0.01568784328745,0,0,-0.0964180692519086,0,0,0,-0.145330804182975,0,0,0,0,0.215669471624238,0,0,0,0.135490890786735,-0.239815280058416,0,0.285678475925791,0,0,0.244032593853601,0,0,0,0,0
X601939.CH.EQUITY,0.610681419146495,0,0,0,0.024279247573796,1.73472347597681e-18,0,0,0,0,0.136841775691581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351208200639843,0.00598901625097005,0,0,0,0,0.0435302915511041,0,0,0.259045604093044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321989151941999,0,0,0,0,0.405309437003876,0,0,0,0,0.0748753860273917,0,0,0,0,0,0.128919630477664,0.0450665845095129,0,-0.0701491661665,0,0,0,0,0,-0.0147586237882181,-0.0060588394945168,0,0,0,0,0,0,0,0,-0.0832150551899184,0,0,0,0,0.169829619858754,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.194718026067411,0.0540019338541339,0.158172527244465,0,0.0891045955859796,0,-0.0713662316256733,0,0,0,0.027781864718906,0.165428957683087,0,0,0,0,0,0,0,0.486815212110802,0.0121788127543408,0,0,0,0,0,0,0,0,0.322987259269736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20070404828363,-0.00898896032143439,0,-0.0981824303183926
X601988.CH.EQUITY,0.163377474165029,0.144733987380949,0.231008311253362,0,0,0,0,0,0.11050741612611,0,0,0.0748424700702453,0,-0.125549552593286,0,0,0,0,0,0,0.0323429175841352,0,0,0,0,0,0,0,0,0,0,0,0,0.150353053402656,0,0,0.141581882550927,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.179895939770075,0,0,0.0257254682103755,0,0.088012555668398,0,0.393055076763879,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0697028300899677,0,0,0.077412048070989,0,0,0,0.0623249771305907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449638522708357,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0462563545391443,0,0,0,0,0,0.242722177902796,0,0,0,0.0929794749207486,0,0,0,0,0.330357578186769,0,0.180087201041116,-0.0411316527597733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.287114062504894,0.207555720565441,0,0,0,0,0,0.110765311378395,0,0,0,0,0,0,0,0,0,0,0,0,-0.198384535897963,0.101764987725284,0,0,0,0.0472745069484073,0,-1.73472347597681e-18,0,0,0,0,0.0385910266468528,0,0.0727398155075836,0,-0.26623443333426,0,0,0,0,0.0615612761506835,0.179396414152332,0,0,0,0,0,0,0,0.00186384645021807
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.111821070372944,-0.438471825500685,0,0,0,0,-0.0496509793185195,0,0,0,0,0,0.77077379940324,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.616568511311582,0.196089510699954,0,0,0.13372157909143,0,0,0.219584922402929,-0.0905674917216013,0,-0.0134089876111041,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.458192801572263,0.0320353700083715,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0448520056211164,0.0965873911946556,-0.00539439032250568,0,0,0.363205924324457,0,0,0,0,0,0,0,-0.00270228425207178,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0848631670523846,0,0,0,0,0,0,0,0,0,0.54804665518382,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342296052576384,0,0,0,0,0,0,0.0548570916383446,0.14114293947457,0,0,0,0,0,0,0.0540237691310274,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.142719412309708,0.056575018669367,0.087468417543051,0,0,0,0,0.106971828952897,0,-0.00695508632777935,0.427530875475003,0,0,-0.0677055757806536,0,0,0,0,0,0,0,-0.0255745521257544,0,0,0,0,-3.46944695195361e-18,0,0,-0.0274027319727012,0,0,0,0,0,0,-0.0957782060432438,0,0,0,0,0.347969351217585,0,0,0,0,0
X000002.CH.EQUITY,0,0.0408265445291014,0,0.0548256557302363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951784028983753,0,0,0,0,0,0,0,0.496597076773109,0.0241346986400027,0,0,0,0,0,0,0.241759311273611,0,0,0,0,-0.155439966650031,0,0,0,0,0,0,0
