,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.0393459750371246,0,0.312755481466727,0.11318040447501,0,0,0,0,0,0,0,0,0,0,0,0.182105566885253,0,0,0,-0.0169516050210552,0,0,0,0,0.0294178959432035,0,0,0.0526526228403719,0,0,0,0,0,0,0,0,0,0,0,0.145003714859689,0,0.0434153248939526,0,0,0.014771015555319,0,0.0434521088673463,0.179275061284006,0.0861096019506468
X601318.CH.EQUITY,0,0,0,0.0820686004405125,0,0,0,0,0.154969039402718,0,0,0,0.113922300835035,0,0,0,0,0.0449588910582976,0,0,0.113528935662172,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.110482189404376,0,0,0,0.126061909623659,0,0,0,0,0,0,0,0,0,0,0,0,0.00849965536266678,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.215816707339649,0,0,0,0,-0.0372262193758153,0,0.151457132758527,0,0.0518376206940651,0,0,0,0,0.127620762208201,0.00836504751351003,0,0,-0.0205622421195239,-0.14774618642215,0.484076580740085,0,0.142662548123893,0,0,0.0283804414128006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437733706653651
X600036.CH.EQUITY,-3.46944695195361e-18,0.193897289350439,0,0,0,0,0.103301310147938,0.109680526414299,0,0,0,0,0.174469017176779,0.0708835080722766,0,0,0,0,0,0,0,0,0,0,0,0.255928783174878,0,0.060855097851275,0,0.0146661924433357,0,0,0,0,0,0,0,0,0,0.0344061462111606,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.118227253035521,0,0.16658509467749,0,0,0.140679363288503,0,0.199642890860963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949831219787479,0,0,0.0820681050592122,0,0,0,0,0,0,0,0,0,0.122109908856113,0,0,0.116527081451066,0,0,0,0,0,-0.0957265146386739
X601628.CH.EQUITY,0.168926315797974,0,0,-0.0750855342849791,0,0,0,0,0,0.0610620061579849,0,0,0,-0.0881829471121041,0,0,-0.0130675473221282,0,0.0442502577201956,-0.091228401260763,0,0,0,0.138808432579471,0,-0.0326355293389541,0,0,0,0,0,0,0,0,0,0.676804958086756,0,0,0,0,0,0,0,0,0,0,0,0.14401055949673,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.145265623658626,0,0,0,0,0,0,0,0,0,0,0,0,0.103743423517065,0,0,0,0,0,-0.267777843499572,0,0,0.00125899328659797,0,0,0,0,0,0,0.0780150661132334,0.301269304489624,0,0.160630390209518,0.068969951209904,0.106962732055119,0,0.0521506905615728,0,0,0,0,0
X601988.CH.EQUITY,0.0339564081077291,0,0,0.197252123031095,0.450764406550454,0,0,0,0,0,0,0,0.106727609650145,0,0,0,0,0,0,0.0995372037991099,0,-0.0582976240437154,0.169070415926555,0,0,0.249412252866422,0,-0.0864558412931435,0,-0.074715437265905,0.127994641153831,0,-0.105744678623231,0,0.085645255980961,0,0,0,0,0,0,0,0,0,0.0217346677410641,0,0,0,0.186086455700801,0,0
X5.HK.EQUITY,0,0,0,0,0,0.015873743275258,0,0.0406510863824923,0,0.0184192769053564,0,0,0,0,0,0,0,0,0,0,0.203902573347064,0.107845025530025,0.157782242548505,0,0,0,0,0,0,0.0311287128914674,0,0,0,0,0.00375106096630167,0,0,0,0.245037186068275,0,-0.0700386063186934,0,0,0.189356086877365,0,0,2.16840434497101e-19,0.0594179904584117,0,0,0
X388.HK.EQUITY,0,0,-0.124499238818117,-0.0158342029038936,0,-0.152782250259155,0.160183668323883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870208975568437,0.484849098422703,0,0,0,0,0,0,0,0,0.113863308401271,0,0,0,0,0,0,0,0.141496175893609,0,0,0,-0.00572040307256597,0.0730930205762676,0,0,0,0,-0.00989233937555756
