,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.480773157007005,0,0,0,0.142596154844871,0,0,0.103463458599462,0,0,0,-0.0247920313929739,0.188417015556934,0,0,0.0834772664859065,0,0,0,0,0,0,0,0,0,0,0,0,0.025156731449935,0,0,0,0,0,0,-0.0375593258421029,0,0,0,0,0.012468838357274,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00135344706665081,0.12976769654952,0.271203237411001,0,0,0,0.0358875255103617,0,0,0,0,0.319688968502879,0.0925557743273591,0,0,0.0655039776738473,0,0,0,0.0445972445931391,0,0,0,-0.0500013382104772,0,0,0,0,0,0,0,0,0,0.0706053669026632,0,0,0,0,0,0,0.00205208465352866,0,0,0
X601939.CH.EQUITY,0.157069402799468,0,0,0.485430433356255,0.0655292510257591,0.0887786961736872,0,0,0,0.0623934891527908,0,0,0,0,-0.0297272814697878,0,0,-0.0166873216774221,0,0,0,0,0,0,0,0,0,0.183195007080612,0,-0.00574444127427593,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0.0734367846035407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160818824020345,0,0,0.53369106177408,0,-0.0416395849959981,0,0.102671790544088,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0298685064918144,0,0,0,0.225101866987038,0,0.111461043659286,0,0,0.285930093392224,0,0,0,0,0.0409494213020754,0,0,0.026298287470405,0,0,0,0,0,0,0.0541229839234704,0,0,-0.103160861226052,0,0,0,0,0,0.141212253294843,0,0,0,0,0.0739752659580051,0,0,0,0,0,0,0.175314057164214,-0.154482845747832,0,0
X601988.CH.EQUITY,0,0,0,0,0.362029200820665,0,0,0,0.121112153932249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116862527674328,0,0,0,0,-0.248746309006998,0,0.0462099678367727,0.0629044308740755,0,0,0,0,0,0,0,0,0.0687170997425902,0,0,0,0,0,0,0,-0.150187844510147
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0139378779066224,-0.0107481870279056,-0.0899667491404177,0,0.0883891704106356,0,-0.15253969145806,0,0.0943992066998787,0,0,0,0.561190622797058,0,0,0.0174005317511659,0,0,0.0892773419739179,0,0,0,0,0,0.0450407063443252,0,0,0,0,0.0550897305225909,0.242279889209308,0,0,0,0.116942590185216,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.243785259757491,0,0,0,0,0,0,0,0,0,0.0904740351468339,0,0.115060559963315,0,0,0,0,0.0608222724564362,0,0,0,0,0.0738803535089515,0,0.167696790549712,0,0.0294631162758289,0.119356139246719,0,0,0.0581061141396609,0,0,0,0,0,0,0,0,-0.102659162320249,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.17562204477361,0,0.175335938708683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617956391329006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114276397127108,0,1.38777878078145e-17,0.38767292168274,0,0,0.0424649806208113,0.0117310241944672,0,0.126019873093626,0.0615671173218976,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.371295470208803,0,0,0,-6.93889390390723e-18,0,0,0,0,0.419978731371914,0,0,0,0,0,0,0,0,0.010397811217982,0,0.150832417412527,0,0,0,0,0,0,0,-0.0180514063135529,0,0,0.0271765087256239,0,0,0,0,0,0.0913424955574546,0,-0.0160793511279789,0.213486610855224,0,0,0,0.0812999845006813,0,0,0
