,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.341834514393194,0,0,0,0,0,0.154972511814217,0,0,0,0.222761029063894,0,0,0,0.0960749163116155,0,0,0,0,0,-0.0176002964103943,0,0,0,0,0,0,0,-0.0150466972696409,0.303880337451635,0,0,0,0,0,0,0,0,0,-0.0633444850057155
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0465421566361759,0,0,0,0.0620806195955616,0,0,0,0,0.160549207843071,0.0727324803607102,0.104991703724765,0,0.00889762025359371,0,0,0,0,0.101473067854883,0,0.0743670279202261,0,0,0,0,0,0,0,0.266105720494518,0,0,0,0.129708284111875,0,0.0345350532294686,0,0.109328743492691,0,-0.017236889737149,0,0,0,0
X601939.CH.EQUITY,0.575054871837581,0,0,0,0,0,0,0,0,0.0379006229098963,0,0,0,0,0,0,0,0.000837400821696517,0,0.310748410989462,0,0,0.000365908072744751,0,0,-0.0685746629869706,-0.583638242051827,0,0,-0.0254228701048255,0,0,0,0,-0.139137056204847,0,0,0,0,0,0.566152356071521,0,0,-0.0909402889566812,0,0.124583825794233,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0519931184707985,0,0.153721811650651,0,0.259789069338255,0,0.021502411005253,0,0.348592444327375,-0.103884620288895,0,0,0,0,-0.0726708902849661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,4.33680868994202e-19,0,0,0,0.145542175207195,0.395610743478695,0,0,0,0,0,0,0,0.170935223871952,0,0,0,2.16840434497101e-19,0,0,0,0.0897813108797739,0,0,0.0351280392376018,0.0436620806652818,-0.138094109230459,0,0,0,0,0,0,0,0,0.0535342770819301,0,0,0.131039513497278,0,0,0,0,0,-0.186028281735468,0,0,0.123725201255414,0
X601988.CH.EQUITY,0,0,0,0,0.274727584834337,0,0.00301438134194835,0,0.259017946466812,0,0,0,0,0,0.156014485739798,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0968851380033166,0,0,0,0,0,-0.120134342049293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00352740390520263,-0.117282238534097
X1299.HK.EQUITY,0,0,0,0,0.181202647396962,-0.0260877871762617,0,0,0,0,0,0,0,0,0,0.0810524147315036,0,0.138121810834445,0,0,0,0,0,0,0,0.0751684104301068,0,0,0,0.115560652882821,0,0,0.0643682218995671,0.0326954807984114,0,0,0.4544414907854,0,0,0,0,0,0,0,-0.187357931181255,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,-0.127037386836838,0,0,0.468924702984595,0,0,0.0848087937526472,0,0,0.0112479084409643,0.160950216197214,0,0,0,0.327621332578226,0,0,0,0,0,0,0,0.158667203036053,0,0,0,-0.160749290573459,0,0,0,0,-0.148105648616894,-0.0474545741928895,-0.0399698047597528,0,0,0,0.00863656997298642,0.194507995650809,-0.00977623025241391,0,0,0,0
X601628.CH.EQUITY,0,0.21415675589292,0.00433507819123806,0.0810255158098297,0,0,0,0,0,0,0,0,0,-0.034531396563583,0,-0.051307648517689,0.202412304771054,0,0,0,0,0,0,0,0,0,0,0.0385700518335831,0,0,0,0,0,0,0.159127126744412,0.0757435936348193,0,0,0,0,0,0.218631691233445,0,0.082717140017093,0.097578989323057,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.675226784037059,0,0,0,0,0,0,0,0,0,0,0,0,0.166529748835729,0,0,0,0,0,0.0729607868150298,0,0,0,0,0,-1.73472347597681e-18,0,-0.0114026023755844,0,0,0,-0.00494020973904705,0,0,0.0315209208952404,0,0,0,-0.172953409885587,0,0,0,-0.0733963717518972
X601166.CH.EQUITY,0.147344960487584,0,0,0.225676687442325,0,0,0,0.0839232584491671,0.0399182333113554,0,0,0,0,0.261713422313115,0.000476665829632967,0,0,0,0.0292153824348759,0,0,0,0,0,0.00983221536170372,0,0,-0.0140712136889504,0,0,0,0,0,0.170509884983714,0,0,0,0,-0.150528692739318,0,0,0,0,0,0,-0.0088084334790581,0,0,0,0
X601319.CH.EQUITY,0,0,-0.00351886257893975,0,0,0,0,0,0,0,0,0,0,0,-0.0726509045333413,0,0,0,-0.113884891796277,0,0,0,0,0,0,0,-0.0723405040212251,0,0,0,0,0,0,0,0,0.461760453319189,0,0,0,0,0,0,0.297127581927736,0,0,0.238223880690831,0,0,-0.0939738277070995,0.0143628783900477
