,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.192053862764059,0,0,0.320117587413475,0,0,0,0,0,0.299923976093605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107410886363969,-0.149818432552374,0,0,0,0,0.0158200992458774,0,0,0,0,0,0,0,-0.142238231688573,0,-0.0632038918765702,0.0456174164059945
X601318.CH.EQUITY,0,0,0,0,0,0,0.13338407130954,0,0,0,0.0210382133316573,0,0,0.154676919571023,0.0373804145285881,0.0391052220565833,0,0,0,0,0,0,0,0.0604862397799283,0,0,0,0,0.0478485454263779,0,0,0,0,0,0,0,0,0,0,0.556984750171382,0,0,0.0311411308704467,-0.0651606716571875,0,0,0,-0.0490663249382909,0,0
X601939.CH.EQUITY,0.197876856414487,0,0,0,0,0,0,0,0,0.0285954850127244,0,0,0,0,0,0,0,0,0,0.0719949027706928,0,0,0,0,0.0207830997260267,0,0,0,0,0,0,0,0,0,0.0414873391901219,0.353573692276388,0,0,0,0,0.0319815857474163,0,0,0,0.0747611587319581,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.24998175380594,0,0,0,0,0.00939326678673182,0,0.0378391871161321,0,0,0,0,0,0,0,0.0766713428283513,0,0,0,0,0.211480208992498,0,0,0,0,0,0,0,-0.0473908346391934,0,0,0,0.0790948771856888,0,0.312490211958501,0,0.066923569253638,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0605813247947139,-0.112965464608663,0,0,0,0,0,0,0,0.0579241801800627,0,0,0,0,0,0.264851588824267,0,0.340994296017034,0,0.16259575721581,0,0,0,0,0.325695852317988,0,-0.065361705922026,0,-0.192045813999531,0,0,0,0,-0.152291760863135,0,0,-3.46944695195361e-18,0,0,0,0.0669743760271215,0,0.272842077821181,-0.14715505057127,0,0,0,-0.167973189783475,0,-0.0273052839374092
X601988.CH.EQUITY,0.359512799142659,0,0,0.446068991038061,0,0,0,0,0,0.0938594901109701,0,-0.0954512230114988,0.05129879643045,-0.0059898626053913,0,-0.0276386778813964,0,0,0,0,0,0,0,0,0,0,-0.0158776247573806,0.129148160623224,0.0613844515064403,0.0847144396332976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133999286009796
X600036.CH.EQUITY,0,0.653980028315732,0.0371369890229777,0,0,0,0,0,-0.180454660938026,0,0,0,-0.0153914390592651,0,0,0,0,0,0.145170015562966,0,0,0,0,0,0,0,0.0390546160791786,0,0.0304034752432449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240137631491038,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.101100989367098,0,0,0,-0.0851128488896715,0,0,0,0.324150781358042,0.0730708509195775,0,0.176965915378005,0,0,0.16920082513301,0,0,0.212494497927551,-0.0568175033707044,0,0,0,0,0,0,0,0.00971870709005142,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400469,0,0.274386505311352,0,0,0,0,0,0.00729773329691667,0,0,0.163264317619431,0,0,0,0,-0.0518108030517946,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0
X601166.CH.EQUITY,0,0,0,0,0,0.310172534891854,0.197643939023542,0,0,0,0,0,0,0,0.416615351340995,0,0,0,0,0,0,0,0,0,-0.0198954964192592,0,0,0,0,0,0.318170956639365,0,0,-0.060704889635163,0,0.351965693077802,0,0,0,0,-0.135191159056094,0,-0.119276118777441,0,0,0,0,-0.0539616837038523,0,0
