,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.313804943626487,0,0.000437038369698977,0,0,0.354266835979292,0,0,0,0,0,0,0,0.020963546284936,0,0,0,0,0,0,0,0,0.173993662975202,0,0.0226104420694992,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.105801320371931,0,0,0,0,0,0,0,0,0,0,0,-0.0308026335720917,0
X601318.CH.EQUITY,0,0,0.123529880293712,0,0.0219130301127684,0,0.162856226779848,0,0.177833280235505,0,0,-3.46944695195361e-18,0.0871981123636409,0,0.128816707989407,0,0,0.0381429524815191,0,0,0.218649467643349,0,0,0,0,0,0,0,0.104858246957872,0,0.104706564874155,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0423057835777265,-0.120891196577698,0,0,0,0,0.0572676885474709,0,-0.0273178535434119,0
X601939.CH.EQUITY,0.506760861818576,0.256989512053184,0,0,0,0,0,0.124518797509538,0,0,0,0,0,0,0,0,0.0567264789345272,0,0,0,0,-0.106543249047864,0,0,0,0,0,0,0.204219330648807,-0.0326288685430312,0,0,0.127924756908356,0,0,0,0,0,0,-0.172869630825304,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.00344437143120138,0,0.527812482819674,0,0,-0.0785248346464355,0.0631073898805416,0,0,0,0,0,0,0,0,0,0,0.066621412330048,0,0.15217071490196,0,0,0,0.0994041677361269,0,0,0,0.0419368874572738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452837901726209,0,0.0166863979618324,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.23661185308918,0,0,0,0,-0.094397249609205,0.15668628434902,0,0,0.229343381696244,0,0.143502765039287,0,0,0,0,0,0.40900876542254,0,0.0140495911997126,0.00884553714398792,0,0.0325243292915729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215063431711221,0,0,0.127806155273569
X601628.CH.EQUITY,0.0497493967412484,0,0,0,-0.0134009271074776,0,0,0,0,0,0.00911181289607209,0,-0.0953649560068516,0,0,-0.224599182232649,0,0,0,0,0,0.190369699391398,0,0.13914864074886,0,0,-0.0658780141274308,0,0,0,0,0,0,0.0752683128412367,0.562906197238788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0519350243656281
X1299.HK.EQUITY,0,0,-0.0198478772008281,1.73472347597681e-18,0,0,0,-0.115204322440436,0,0,0.122782722835604,-0.0356279525112541,0,0,0.0396751726647882,0,0,0,0,0,0,0,0.125532982371736,0,0,0,0,0,0,0,0,0,0.0903352032549178,0,0,0.0102842933076112,0,0.103843789192988,0,0.10572554374033,0.156372118864063,0.0595789413284243,0.120504824239892,0,0,0,0,0,0,0.294975026583801,0
X601988.CH.EQUITY,0.171864714676092,0,0.0906729263535444,0.378692523643628,0,0,0,0,0,0,0,0,0.244356178754829,0,0,0,0.0704842132847459,0,0,0,0,0,0.0325052923886748,0,0,0,0,0,0,0,0.119033223635946,0,0,0,0,0,0.017094557455526,0,0,0,0,0,0.0181071066422658,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.107822513109503,0,0,0,0,0,0,0,0,0,0,0,-0.122150250896004,0,0,0,0,0,0,0.228558532583104,0,0.183820231075971,0,0,0.134664862119886,0,0,0,0,-0.0097910867874472,0,0.0800572498712807,0,0,0,0,0,-0.0406043049738868,0.0733570757028142,0.221453190686584,0,0.251976978725323,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.03915111350461,0,0.084366390290141,0,0,0,0,0,0,0.0161540131887515,0.223862552967424,0,0,0.128265659499175,0,0,0,0,0,0,0,0,0,0,0.0693230840456604,0,0.402792308975763,0.074109258802919,0,0,0,0,0.0877843918010989,0,0.0365227599544935,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.00408632237215286,0,-0.13308565529452,0,0.0237447773170336
X388.HK.EQUITY,0,0,0,0,-0.206782827152917,0,0.206543216442867,0,0,0,0,0,0,0,-0.0425454768370868,0,0,0,0,-0.0929323711347328,0,0.414034036823232,0,0,0,0,0,0.0560473470034099,0,0,0,0,-0.118154946150091,0,0,0,0,0,0.310552485830275,0.107906211692443,0,0,0,0,0,-0.199609326027704,0.0607200840114039,0,0,0.127542134769927,-0.0556372776517817
X601658.CH.Equity,0,0,0,0.409150968402867,-0.358728848614703,0.0875082812519468,0,0.0464948929780071,0,0.252333019683188,0,0,0.110156404746827,0,0,0.0399763080273714,0.312672411561827,0,0,0,0,0.213719107667572,0,0,0.0603739198901752,0,0,0,0,0,0,-0.283824808243126,0,0,0,0,0,0,0,0,0,0,0.0503400236038629,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.103548926738511,0,0,0.149798247596668,0,0,0.248105285004317,0,0.291148158744105,0.0487965350778726,0,0,0,0,0,0,0,0,0,0,0,0.184375803380896,0,0,0,0.179423537826585,0,0,0,-0.0934904476790949,0,-0.304969198391271,0,0,0,0,-0.0660114918359083,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0289438255329875,0.0413975747896396,0,0,0,0,0,0,0,0.263804417832983,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.032044758495587,0,0.0336542267675425,0.0369943743906822,0.258147871188329,0.182452415769012,0.00581175284774926,0,0,0,0,0,0.199642052597988,8.67361737988404e-19,0.052978170382688,0,0,0.0662674762649788,0,0
X601601.CH.EQUITY,0,0.00252217713603539,0,0,0,0,0,0.0591894609494736,0,0,-0.0151450791306893,0,0.378714922101033,0,0,0,0,-4.33680868994202e-19,0,0,0.161588997070721,0,0,0,0,0,0,0.0609845256039631,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053936989035558,0,0,0,0.280465419735225,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0259901033425923,0,0,0,0,0,-0.056412253855034,0.126361571809508,0,0,0,0,0,0,0,0,0,0,0,-0.162516774634908,0.341271585021977,0,0,0.480055659444026,0,0,0.069557061212163,0,0,0,0,0,0,0,-0.0197008454853785,0,0,0,0,0.059046858564212,0,0,0,0,0,0.0143261751707318,-8.67361737988404e-19
X601328.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.14255903215147,0,0,0,0,0,0.294949609931646,0,0,0,0,0,0.128074729962068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14947039766964,0,0.0199486699855415,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0270222778332736,0,0,0.142525235717291,0,0,0,0,0.00667172881316747,0,0,0,0,0.0193921262266446,0,0.507354210862673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626268257257362,0,0,0,0,0,0,0.0167648314516876,0,0,0,0,0
