,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0,0.30711358717242,0.288344263071667,0,0.0590391463603513,0,-0.0804700749550586,0,0,0.0520397229160905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122063907626652,-0.0178411354542038,0,0,0.0619282782119461,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,-0.031111004317851,0,0,-0.11747862924284,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201918179867628,0,0,0.268957311239908,-0.00207734669224351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601567947993978,0,-0.00964563335748262,0,0,0,0,-0.257311347195738,0.274494571106983,0,0,0.201544822061745,0,0,0,0,0,0.0623065714746434,0
X601939.CH.EQUITY,0.460123279866232,0,0,0.0444971985049337,0.101926799964404,0,0,0.0423029443800209,0,0,0,0,-0.00209829587183556,0.148303460213273,0,0,0,0,0,0.135859300413643,0.0322824123476197,0,0.0124030662579001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30071191973642,0,0,0,0,0,0,-0.13696844487057,0,0,0,0
X601288.CH.EQUITY,0.44109898588165,0.0708144673932636,0.0438408742225979,0,0.0598515618270795,0,0,0,0,0,0,0,0,0,0,0,0.00719860730465227,0,0,0.0532601687445318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703831369230415,0,-0.0384220064173834,0,0.133653731984757,0.133337516965398,0.0242895113283575,0,0,0.0701500903272447,0.157265083785941,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.227324627309533,0,0.128179996650723,0,0,0,0,-0.329051012621524,0,0.191376828992872,0,0,0,0,0,0,0,0,0,0.0704893936837763,0,0.613522199230853,0,0,0,-0.0813260627806993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0850302717187499,0,0,0,0,0,0,0,0,-0.279107528863582
X601988.CH.EQUITY,0,0,0.126779164594691,0.129118070573277,0,0,-0.0577403015426285,0.104665107827508,0,0.1645480622481,0.183744075700536,0,0,0,0,-0.103257592469382,0,0,0,0,0,0,0,0.484723359822677,0,0.012538860005096,0,-0.105165680339104,0,-0.0471488758905889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313300990322519
X600036.CH.EQUITY,0,0.23026719254837,0,0,0,0,0,0,0,0,0,0.0684783233805866,0,0.0871878938520414,0.0603659397983177,0,0,0,0.0255631013402862,0.0189075283163028,0,0,0.118411973991534,0,0,-0.00905321406506162,4.33680868994202e-19,0,0,0,0,0.329404976889186,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.116252655019986,0.118678572250821,8.67361737988404e-19,0
X601628.CH.EQUITY,0,0.021571445703501,0,0.523871842049084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755072715523894,0,0,0,0.0450917635996931,0,0,0,0,0,-0.0415135757013498,0,0.117466070519865,0,0,0,0,0,0,0.0510762574870973,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0295010489657175,0,0,0.00774878659386292,0.0106262800471737,0.16734689983074,0.114606548189995,0,0.179938405037445,0,0,0,0,0,0,0.410871501689454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637471531010947,0,0,0,0
X601166.CH.EQUITY,0.036491509232126,0,0,0,0,0.108471266143367,0,0,0,0,0,0,0,0,0.267207570139957,0,0,0,0,0,0,0,0,0,0,0.0461242757887853,0,0,0,0,0,0.538845034953365,0,0.215214064040972,0,-0.0567564271297815,0,0,0,0.172198817458921,0,0,-0.180064483165503,0,0,0,-0.0149914823565773,0,0,0
X601328.CH.EQUITY,0,0,0.00582259944641901,0,0,0.11139473916246,0,0,0,0,0,0.36004967318454,0.0866516943220364,0,0,0,0,0,0,-0.0142187138365561,0.222160358991602,0.162105418619412,0,0.0336251300261568,0.0998676317687398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116537680851274,0,0,0,-0.0610641753581655
X600000.CH.EQUITY,0,0.0935671361318535,0,0,0,0.0425527730316976,0.160252732285151,0,0,0,0.26676673719622,0,0,0.200178493846373,0,0,0,0,-0.0305266554770217,0,0,0,0,0.101106492677757,0,0,0,0.220431077689184,0,0,0,0.00339467574605645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0693216087221838,0,0,0,0
X601319.CH.EQUITY,0,0.081684898069605,0,0,0,0,0,0.151253565540488,0,0,0.0407056277975664,0,0,0,0,0,0,0,0,-0.0487798558433319,0,0,0,0.0345112151606196,0.144097216936944,0,0,0.0482524091008032,0,0,0.165155100215596,0,0,0.0887427589839115,0,0.223624270142477,0,0,0,0,-8.67361737988404e-19,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0911012797492246
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104747812315476,0,0,0,0,0.160827545722285,-0.225291802811473,0,-0.00915275406491814,0.240422495093018,0,0,0.112536979029516,0,-0.0430217292444403,0,0,0,0,0,0,0,0.248619503078666,0
X601601.CH.EQUITY,0,0.0762329316226435,0,0,0,0,0,0.209223507060198,0,0.0207482521928255,0,0,0,0.314942376735346,0,0,0,0,0,0,0,0,0,0,0,-0.017734706911713,0,0,0,0.0580421589095714,0,0,0,0,0,0,0,0,0.184119767045361,0,-0.103907324607348,0,0,0,0,-0.184615911204073,0,0,0.28667939769617,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209557986520194,0,0,0.207487735010565,0,0,0,0,0,0,0,0,-0.0995994803258193,0.0438403636821919,0,0,0,0,0.137073307672146,0.139697017983352,0.122639535956874,0,0,0,0,0,0,-0.164479247906935,0,0
X16.HK.EQUITY,0.0264121815256171,0,0,0,0,0,0,0,0.206173364126344,0,0,0,0,0,0,0,0,0,0,0,0,0.0693483461298437,0.208238947301774,0,0,0,0,0,0.0438421219142807,0,0,0,0,0,0,0,0,0,0,0,0,0.18160348662996,0,0,0,0,0,0.273893613986854,0,0
X11.HK.EQUITY,0.349434627987652,0,0,0,0.00879177975188605,0,0,0,0.204607400478711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521605799075448,0,0,0,-0.0367756799778445,-0.236680189915649,0,0,0,0,0,0,0.0187499292588494,0,0,0,-0.0788231555145577,0,0,0,0,0,0,-0.0811331880593598,0,-0.0569378277855106,2.16840434497101e-19,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0.542682741191859,0,0,0,-0.08440123156876,0,0.0304533017646517,-0.0192696267889181,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122218950957607,0,0,0,-0.0421142776990556,0,0,0,-0.284007773538673,0,0,0,0.165539892384669,0,0,0,0,0.477191143240126,0,1.73472347597681e-18,0
X267.HK.EQUITY,0,0,0,0,0.329806621611422,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.0799943442882066,0,0,0.154713712690484,0.0407973703434767,0,-0.0285956707097729,0,0,0,0,0,0,0,0.140571950204407,0.0750644588095212,0,0,0,0,0,0,0,0,0,-0.00476405944267727,0,0,0,0.122925991405651,0,0
X601998.CH.EQUITY,0.113067118180479,0,0,0,0.0243645643093208,0,0,-0.0705034584239555,0,0,0.153776142682823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338469049302897,0,0.0513807325594448,0.156196359026206,0,0,0,0,0,0,0,0,0,0.0366240255846673,0,0.0940391134566452,0.133557055987285,0,0.0720520001256879,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,-0.152253438971992,0,0,0.0782944477098336,0,0,0,0,0,0,0.262791634756621,0,0,0.265195697287689,0,0.0499060086026233,0,0,0,0,0.14015814007166,0,0,0,0,0,0,0,0,0,0.080805102794882,0,0,0,0.0955059481763528,0,0,0,0,0.205701939706047,-0.259533829341428,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.516103324661798,0,0,0.0586730711425601,0.0634187555512792,0,0,0,0,-0.0361844999223148,0,0,0.148470894519006,0.0813477603020668,0,-0.0603449051537125,0,0.393111974167288,0,0,0,0,0,0,0,0,0,0,0.0591678953490125,-0.0149480623550512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.119946818859618,0,0,0,0,0.18141897130285,0,0.0527495923464592,0,0,0,0,0,-0.0781550159571238,0,0,0,0,0,0,0,0,0,0,0.0235232173571879,0,0.0259117316008099,0,0,0,0,0,0,0.0695662942025087,0.238349056082473,0,0,0,0.364907024893296,0.0706747288062203,-0.0252278478897833,0,0,0.0981605385292079,-0.0122512583848018
X600030.CH.EQUITY,0,0.108141540549507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863512411884463,0.108205632008764,0.00814534421616687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198811741142116,0.106266044145808,0,0.317545487608642,0,0,0.138936654058779,0.0336100811485313,0,0,0,0.0425183460036501,0,0.146575691945232,0,0,0
X2007.HK.EQUITY,0,-0.0523081883182497,0,0,0,0.101814229579547,-0.122672528264561,0,0,0.091086797423855,0,0,0,0,0,0,0,0,0,0,0,0.0928740031905222,0.0938695013466337,0,0,0,0.00928535570457775,0,0,0,0,0,0.0629870717734363,0.246306199315324,0,0,0,0,0,0,0,0.443274814123798,0,0,0,0,0,0,-0.0385454604688776,0
X1109.HK.EQUITY,-0.0464033156644547,0,0,0,0,0,0.0765548806884843,0,0.0173840335098048,0,0,0,0.434824803061072,0.265039920462046,0.241138178347806,0.0273303246522049,0,0,0,0,-0.145632799194795,0.253045109770019,0,0,-0.164440421984709,0.180559779477067,0,0,0,0,0.139993244809582,0.00521363853615703,0,0,-0.172701375251555,0,0,0,0,-0.281405469823713,0,0,0,0,0,0.0145207979546339,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,-0.12951567782506,0,0,0,0,0.226398560034129,0.0588213427039625,0,0,0,0,-0.170077669877754,0,0.199125417349739,0,0,0,0,0,0,0,0,0.151482525393743,0,0,0,0,-0.105659428391309,0,0,0,0,0,-0.144514480413032,0,0,0.299018168506954,0,0.0844306313567171,0,0,0,0
X1113.HK.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.144523443027059,0,0,-0.0183245217171623,0,0,0.307551930087103,0.0567738838970946,0.48141558836579,0,0.0320472950585786,0,0,0,0,0,0,0,-0.110659459985325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121665779660439,0
X600048.CH.EQUITY,0,0,0,0,0.122742219554726,0,0,-0.382497011561551,-0.0375485396019767,0,0,0,0,0,0,0,0,0,0,0,0.140592793123396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446183975499913,0,0,-0.0751001676654806,0.0931979318148771,0.0477325493471951,0,0,0,0,0,0,0,0,0
