,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.103398426594937,0,0.178326851168851,0,0,0,0,0,0,0,0.127216569643708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168794851397787,0,0,0,0.149228963950434,0,0,0,0,0,0,-1.73472347597681e-18,0,0.162643191138312,0,0.130817854601289,0
X601318.CH.EQUITY,0,0,-0.135869433241446,0,0,0.0747587333649965,0,0,0.160572991166886,0,0,0,0.0953258042624427,-0.0286622861396079,0,0.288510242732876,0,0,0.00805239344717245,0,0,0,0.0512825959139173,0,0,0,0,0,0,0,-0.195354275414905,0,0,0,0.314938505940925,0,0,0,0.0294038667007779,0.236243309857927,-0.182822813512631,0,0.196982541944969,0,0.132063825203109,0,0,0,0,-0.0946618964702041,0
X601939.CH.EQUITY,0.521079974162753,0,0,0,0.0055510959129854,0,0,-0.0369520731219925,0,0,0,0.130888127149917,0,0,0.10913779604792,-0.0436733297104744,0,0,0,0,0,0,0,0.0377618023335433,0,0.217157627015786,-0.127939853079116,0,0,0,0,0,0,0,0,0,0,0.101673381520726,0,0,0.305831634159281,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.378174388791595,0,0.12077960892762,0,0,0.381834915953328,0,0,0,0,0.0667319218379145,0,-0.0303466989070184,0,0,0.0308819101717109,0.101613879208361,0,0,0,0.031633053246149,0.0102584990087384,0,0,0,-0.0275946943506194,0,0,0,0.0117177984926926,0,0,0,0,-0.182884615041756,0,0,0,0,0,0.223633384648185,0,0,-0.131614741974322,0,-0.0599460094530035,0,0.0781191554001756,0,0,0
X5.HK.EQUITY,0.0205743339688851,0,0.0180787017449306,0.188291968126475,0,0.037712734272301,0,0,0,0,0,0,0.0356657645421248,0,0,0,0,0,0,0,0,0.428956466165825,0,0,0,0,0,0,0,0,0.392895579673213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080579200610752,-0.16512076628713,0,-0.0595027433694379
X601988.CH.EQUITY,0.255420625601833,0.0835266434312489,0.0899027606051461,0,0,0,0,0,0.192998344156713,0,0,0.273088162728407,0,-0.114174147978138,0,0,0,0,0,0,0,0.0118367371353914,0,0,0,0.0506536347417618,0,0,0,0,0,0,0,0.192703625781795,0,0,0,0,0,0,-0.0401246400460658,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0472868988680163,-0.0740483794233142,0,0.294366424686049,0,-0.0541482993450995,0.0374821714717116,0,0.304105516029714,0,0.203907817074374,0,0,0,0,0,0.0520878951711634,0,0,0,0,0,0,0,0,0.026279034713824,0,0.00915513596382028,0.0261818277530993,0,0.108291384340621,0,0,0.0543992004380575,0,0,0,0.0308599244926667,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996743141611445,0,0,0,0.115781896675353,0,0,-0.106871641155944,0,0.0183026374666192,0.244243035538941,0,0,0,0,0.039206472371181,0,0,0.0623821085677288,0.0505829287307809,0.07965380312656,0,0,0,0,0,0.0250841992506852,0.220527005759462,0,0.023995831318853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.141974725241611,0.217213177758322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130079343718029,-0.104517703262121,0,0,0,0,0.21721199173163,0,0,0,-0.119139509541815,0,0,0,0,0,0,0,-0.00664142989766415,0,0,0,0,0,0,0,0,0.129802595809782,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.223994637921396,-0.501035373787025,0,0,0,0,-0.167821820806611,0,0,0,0,0,0.685281222472539,0,0,0,0.154406929306944,0,0,0,0,0.0780101464922746,0,0,0,0,0,0,0,-0.663875114792049,0.0617858468943156,0,0,0,0,0.603686486791487,0,-0.23733520308941,0,0,0
