,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.273743007572132,0,0,0,0,0,0,0,0,0,0,0.193505871210286,0.0506936806574183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112424761073623,0,0,0.183485388096498,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676647965307422,0.088987978986576
X002142.CH.EQUITY,0,0,0,0,0.327068039152266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109018771069394,0,0,0.191290159203521,0.0954124604030901,0.0901319107800273,0,0,0,0,0,0.026066535390838,0,0,0,0,0,0,0,-0.176479500160869
X600000.CH.EQUITY,0,0,0,0.0802287806402006,0.0516982927533579,0.610437818657356,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0423265084537538,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00711456808822235,0,0,0,0,0,0.00737772804143129,0,0,0,0,0,0,0,0,0.0109023983435258,0,0,0,0
X600016.CH.EQUITY,0,0,0.0525497096523234,0,0,0,0,0.0977650330161718,0.26774425314294,0,0,0,0.105822399773237,0.0160984123490272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651266949619877,0,0,0,0,0,0,0,0,0,-0.0109829204587252,0,0,0.00341928569361411,0,0,0,0.206983030613915,0,0,0,0,0
X600036.CH.EQUITY,0,0.246473627727565,0.109086852076751,0,0,0,0,0.164947226214821,0,0,0,0.280575713160368,0,0,0,0,0.0189663447774914,0.0608863707841613,0,0,0,-0.00620789389093832,0,0,0,0,0,-0.0136167798051083,0,0,-0.0997878281438822,-0.0712894485025279,0,0,0,0.0303618564455821,0,0.0805381256812412,0,0,0,0,0,0.0551843475552711,0,0,0,0,0,0.0552234878142147,0.0864557765294844
X601166.CH.EQUITY,0.111027706581928,0,0.467506330923254,0,0,0,0,0.0668127737117942,0,0,0,0,0.0504893150428183,0.0386141020683787,0.00981671599285842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0114445368878374,0,0.125052818505999,0,0,0,0,0,0,0.0111202574971521,0,0,0,0,0,0,0.0117181568835652,0,0,0,-0.0027947750311136
X601229.CH.EQUITY,0,0.132084300379221,0,0,0,0,0,0,0,0,0,0.422382345869863,0,0,0,0,0.00180123987152201,0.138340620113225,0,0,0,0,-0.00900896439592077,0,0,0,0,0,-0.115156918310447,0,0,-0.12602784366118,0,0,0,0,-0.52273172897539,0,0,0.195300405121037,0.0235670573527415,0,0,0,0,0.0474300085368366,0,-0.0384234249688023,0,0,0
X601288.CH.EQUITY,-0.0105356812648682,0,0,0,0,0,0,0,0.259644673504182,0.0242437469092101,0,0.756837072885351,0,0,0,0,0.0382188081101484,0,0,0,0,0,-0.045423356716575,0,-0.0622877618487401,0,0,0,0,0,-0.0417995917636858,0,0,0.122755268798485,0,0,0,0,0,0.0075379025583541,-0.104334926946955,0,-0.103696871164268,0,0,0,0,0,0,0,-0.024414874029528
X601328.CH.EQUITY,0,0,0.0364454467011982,0.330715214123297,0,0,0.0356593356653234,0.181770104175527,0,0.26458945385334,0,0,0,0,0,0,0,0,0,0,0,0,0.066365202798778,0,0.00987332526148358,0,0,0,-0.0156922582135107,0.0462107019146947,0,-0.00323572791553218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.190907304655582,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.152702253232234,0,0.358697623019278,0,0,0,0,0,0,0,-0.111933815009394,0,0,-0.206000013887126,0,0,0,-0.170009691891368,0,0,0,0,0,0,0,0.0038592199924686,0,0,0,0,0,0.0892312211879449,0,0,0,0,0,0.0994292138366608,0,0
