,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0.121524373012662,0.121134309128011,0,0,0.0115973368755683,0.12888454032207,0,0,0,0,0,0,0,0.019516374011859,0,0,0.0298110107556757,0,0.198347970798608,0,0,0,0,0,0,0,0.0475990208627205,0,0.0411910723915195,0,0,0,0,0,0,0,0,0,0.157138283005435,0,0,0,0,0.027164026914544,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0851291932657318,0,0,0,0.312680113343942,0,0,0.0215602037553373,0,0,0,0,0.204027833930617,0,0,0,0.0216304200097682,0,0,0,0,0,0,0,0,0,0,-0.0215076991404407,0,0,0,0,0,0,0,0,0.153467000560328,0,0,0.0847462691852227,-0.00738867969324099,0,0.277515874522665,0.00706168969684859,-0.0726964892866562,0
X600000.CH.EQUITY,0,0,0,0.0248238972320765,0,0.106201913211387,0.0980958172559791,0,0,0,0,0.485747465194578,0,0,0.240285534061786,-0.0154687448607986,0.0452287813500941,0.0326050014514279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.00323091529041843,0,0,0,0.0792808578775611,0,0,0,0.284294105823492,0.259320827408494,0,0,0,0,0,0,0,0.035046399431812,0,0,0,0,0.241583114996339,0,0.180274623638984,0.00956295330890243,0,0,0,-0.0506975154639366,0,0,0,0,0,0,0,0,0.0873678602276228,0,0,0.10851432013083,0,0,0,-0.130799343119899,0,0,0
X600016.CH.EQUITY,0.0956034012661192,0,0,0,0,0.0620523062369283,0,0,0,0,0,0,0,0,0,0.362374682790492,0.0621227958935044,0,0,0,0,0,0,0.257470153147243,0,0,0,0,0,0,0,0,0.0357007379407527,0.0337456823979815,0,0,0,0.0440450692475069,0,0.0397568904801225,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.486435101475431,0.0348600604406012,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883807073477597,0,0.20090634018139,0,0,0,0,0,0.289599422841896,0,0,0,0.0546926448283037,0,0,0,0.158775382820119,0,0,0,0,0,0.011102647908754,0,-0.0638062341194305,0,-0.111418076881661,0,0,0,0,0,0,0,0,0.0772661945827772,0
X600919.CH.EQUITY,0,0,0,0.118341987710905,0,0,0,0.463388185684519,0.137424112196411,0,0,0,0,0.120885910806557,0,0,0,0,0,0.0727165073226734,0,0,0,0,0,0,0,-0.0433598465776297,0.122551231986596,0,0,0,-0.141977656309669,0,0.0698387190893888,0,0,0,0,0,-0.0975596226907181,0,0,0,0,0,0.00695196503211375,0.0496924058519241,0,0,-0.00998502576420602
X600926.CH.EQUITY,0,0.299078615573296,0,0,0,0,0.4506916549011,0,0,0,0,0,0,0.0956617433738244,0,0,0,0.175348559197375,0,0,0,0,0,0,0,0,0,0.00855449186616054,0.111669824831662,0,-0.00194139274785367,0,0,0,0,0,0,-0.0126029838568458,0,0,0,0.0201489176056131,0,0,0,-0.0596258686965615,-0.136839548911141,-3.46944695195361e-18,0,0,0
X601009.CH.EQUITY,0.0961448717241189,0,0,0,-0.258024423689022,0,0,0.280484273198788,0,0,0,0,0.100339434891122,0,0,0,0,0,0.315915803964131,0,0,0,0,0,0,0,0,0.0461731858817366,0.321768454109041,0,0,0,0,0,0,0,0,0,0,0.215848648349162,0.263154937221487,0,0,0,0,0,-0.012920357581143,0,0,0,-0.321870577148727
X601166.CH.EQUITY,0.00147874617969902,0.291658366023946,0.207049952966014,0.0590419533597358,0,0,0,0,0.0309939218536091,0,0,0,0,0,0,0,0,0,0,0,0.127935301071433,0,0,0,0,0,0,0,0,0.0675510538906223,0,0,0,0,0.177243524528367,0,0,0,0,2.77555756156289e-17,0,0.0305448397147004,0,0.0782267426764088,0,0,0,0.0573831046819817,0,0,0
