,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.0396151604858992,0,0,0,0.206959925149736,0.079327785693405,0.0860986743868371,0.0617767622211043,-0.0994340233186104,0,0,0,0,0,0.0908574861910848,0.215416066190792,0,0,0,0,0,0,0,0.246960649409496,0,0,0,-6.93889390390723e-18,0,0,0,0.111393476777364,0,0,0,-0.0786454597958274,0,0,0,0.122898704976861,0,-0.0526687403858943,0,0,0,0,0,-0.203151716222278,-0.00335969839872491
X002142.CH.EQUITY,0.315780827258492,0,0,0,0,0.280014745307702,0,0,0,0,0,0,0,0,0.147254355980905,-0.241697111699781,0,0,0,0,0,0,0,0,-0.177946534174777,0,0,0.0144720355355211,0.0207472101223119,0.176931286885295,0,0.24642403889285,0,0,0,0,-0.102102259130254,0,-0.0827011932645737,0,0,0.0654367933840204,0,0,0,0,0,0,0,-0.0641153998191038
X600000.CH.EQUITY,0.10651424249014,0,0,0,0.0323605925937177,0.251331864385682,0,0.227285238807139,0,0,0.252830012243657,0,0.0867334579898797,0,0,0,0,0,0,0.15300169214852,0,0,0,0,0.0628962906484804,0,0,0,0,0,0,0,-0.0884376992382438,0,-0.0675987670448211,0,0,0,0.0208206899434752,0.0317690335159757,0,-0.0308317957265774,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0.00988545901878481,0,0,0.0385874185172179,0,0,0,0,0.15007211458005,0.149619578102952,0,0.0732502793996366,0,0,0.0190296938178962,0,0,0.0117152602268841,0,0.0909865325964003,0,0.10592297535786,0.00311960545425494,0,0,0,0,0.276957654397194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0245931873968581,0.150774957916639,0,0.36274964933413,0,0,0,0,0,0,0,0,0,0.11389260637197,-3.46944695195361e-18,0,0,0.365820223427782,0,0,0,0,0,0,0.0171512832538379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.273353076231392,0.123239273402552,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0869918003584633,0,0,0,0,0,-2.16840434497101e-19,0,0.128117088184988,-0.00200187834535142,0,0,0,0.00707309275454127,0,0,0.174122244673058,0,0.111980981439177,0,0,0,0,0,0,0,0,0,0.0983880294630518,0,0,0,0,0.0196202969181157
X601166.CH.EQUITY,0,-6.93889390390723e-18,0,0.163514446034268,0,0.543937181733594,0,0,0,0,0,0.000757352724260087,0.0364756518414564,0,0,0.0404123726093434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11802055265318,0,0.10181669792918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0310301845975939,0.263515926790896,0.449742065775177,0,0,0.0804133214714439,0,0,0,0.160548986575429,0,0,0,0.140924613495947,0,0,0,0,0,-0.0690618374420485,0,0,0,0,0,0,0.0466064093593831,0,0.0197758452711972,0,0.0524683288448164,0,0,0,0,0,0,-0.0371003087984118,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.205164718887003,0,1.38777878078145e-17,0,0.261392434384973,0,0,0,0,0.0376449047647266,-0.125853515843087,0,0,0,0,0,0.360467232554454,0,0,0,0,0,0,0.0823563044780795,0,0,0,-0.0715400100249789,0,0,0.171895997235349,0,0,0,0,0,0,0,0,0,-0.103985217722574
X601288.CH.EQUITY,-0.156209494727713,0,0,0,0,0,0,0,0.0269760140266653,0,0,0.547354800420365,0,0.156407960493299,0.149633979594166,0,0,0,0.0649855296174857,0,0,0.257770787802725,0,0,0,0.133662016744917,0,0,0,0.0311977260244008,0,0,0,0.0270797001061562,0,0,0,0,0,0,0,0,0,0,0,0.00628920052677979,-0.0437191499732569,0,0,0
