,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.316399776169555,0,0,0,0.271446341032003,0,0,0,-0.0211762624205388,0,0,0.278204490711391,0,0,0.254307293770903,0,0,0,0,0,0,0,0,0,0.167367753014337,0,0,0,0.0524000786186719,0,0.143900994291284,-0.0483868968451429,0,-0.150938925716822,0,0,0,0,0,0,0.17781954929017,0,0,0,0,0,0,-0.0360926612228261,-0.149724408022536,0
X002142.CH.EQUITY,0.148802038730471,0,0,0,0,0.541041068861157,0,0,0,0,0,0,0,0,0,-0.104125418909865,0,0,0,0,0,0,0.141070372331772,0,0,-0.0642986431713539,0,0,0,0,0.175816384449181,0,0.0964426190678162,0,0,0,0,-0.144832380899516,0,-0.108813611091084,0,0,0,0,0,0,0,0,0,0,-0.0655440555541829
X600000.CH.EQUITY,0.0635711868095977,0,0,0.279306166272299,0,0.263351123613959,0,0,0,0,0.325926460526962,0,0,0,0,0,0,0,0,0.0410934590854611,0,0,0,0,0,0.109703156843231,0,0,0,0,0.124179271846833,0,0,0,0,-0.0922840540641493,0,0.020165010367272,0,0,0,0,0,0,0,0,0,-0.0281044649900047,0,0,0
X600015.CH.EQUITY,0,-0.0784364173432624,0,0,0.26264997400467,0,0,0.107100681822589,0.0162068925688335,0,0,0,0.217412098536485,0,0,0,0,0,0.0274117939983309,0,0,0,0.085262106518056,0,0,0,0,0,0,0,0,0,0.194494803712907,0,0,0,0.0842306534674539,0.0179773408344225,0,0.0516327429866507,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.178317572462328,0.172880463039386,0,0,0,0,0.111231275369496,0,0.474631271077528,0,0,0,0,0,0.0653431274047665,0,0,0,0,0,0,0,0,0.171316527125784,0,0,0,-0.186705406410891,0.0392628866578683,0,0,0,0.0529761515257388,0,0,0,0,0,0,0,0,0.161576152716229,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.278557413103906,0.0954267508179272,0.236893505108668,0,0,0,0.0316310347434132,0,0,0,0,0,0,0,0,5.42101086242752e-20,-0.03293983949202,0,0,0,0,0,0.00133558457464359,0,0.034356606193767,0,0.0463582942620635,0,0.0347877302696245,0,0,0,0,0,0,0.202987200127591,0,0,0,0,0,0,0.0820960106035995,0,0,0,0,0,0,-0.000725328526257828,0
X601166.CH.EQUITY,0,0,0,0.0176422808074742,0,0.464387176305031,0,0,0,0,0,0,0.280003238585765,0.0356417869764728,0,0,0,0,0,0,0,0,0,-0.00458279817057699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114155712516196,0,0,0
X601169.CH.EQUITY,0,0,0.251401767254584,0.0996456276123757,0,0,0.201250642133651,0,0,0,0,0,0,0,0.357279318176546,0,0,0,0,0,0,0.0368272370473305,0,0,0,0,0,0,0,0,0.0642236189127044,0,0.123707143250821,0.0812302732958518,0,0.0113987138168512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,-0.20841966386291,0,0,0.441361896048888,0,0,0,0,0,0.024982067406366,0,0,0,0.11831982108707,0,0,0.0954864540104867,0,0,0.102031779705638,0,0,0.427111131302406,0,0,0,0,0.0277871268973191,0,0,-0.0595523389459799,0,0,0.118113872703775,0,0,0,-0.367011980776532,0,0,0,0,-0.032976249426083,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,-0.126016200519892,0,0,0,0,0.121306002688048,0,0.205211652894309,0,0,0.276585721065855,0,0.055256437228394,0.369846612597336,0,0,0.0301207514470178,0,0,0,0,0,-0.0538936930697321,0,0,0,0,0,0.0965973470091814,0,0,0,0,0,0,0.0866620552706124,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0601777164238379,0,0,0
