,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.315487294556384,0,0,0.0835771714006457,0,0,0,0,0,0,0,0,0.0291248168786383,0,0,0,0,-0.0823777359674403,0,0,0,0,0,0,0,0,0,-0.0238108586471876,0,0,0,0.163032030601796,0,0,0,0.00344201283196167,0,0,0,0,0,0,0,0,0,0.259410600009014,0,-0.0568259508873593,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.176819928663928,0.0104786797379493,0.0166072421622645,0.0996133352605997,0,0.0879532117171679,0,0.0443090576177643,0,0,0,0,0,0.0702071265873388,0.401599847857253,0,0,0,0,0,0,0,0,0,0,0,0.120676500479631,0,0,0,0,0,0.0155704992228151,0,0,0,0,0,0,0.0717757234868377,0,0,0.0640162327479667,0,0,0,0,-0.128819237576405
X601939.CH.EQUITY,0,0.00991851192080442,0,0.204722750447956,0,0,0,0,0,-0.0219177300260734,0,0,0,-0.0104968683136041,0,0,0,0,0,0,0,0.812739019925435,0.0604855861224194,-0.257683271358467,-0.134321836165718,0,1.38777878078145e-17,0,0,0,0,0.0482157330991142,0,0,0,-0.0456556802395917,0,0,0,0,-0.103383178858249,0,0,0,0,0,0,0,0,0,0,-0.0431773397177502,0.0584652591125251
X601288.CH.EQUITY,0.221901824691914,0,0.0325756638168443,0,0.0550639413820814,0,0.322502598750742,-0.100405460533777,0,0,0.0584687083983943,0,0,0,0,0.0688621115630653,0,0.00259100264486417,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156293861392515,0,0,0,0,0,0,-0.112668243161585,0
X601628.CH.EQUITY,0.141243063222581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130445011914945,0,0,0,0,0.0312204398425529,0.307019346697458,-0.0615121223867556,0,0,0,0.0912131335764921,0,0,0,0.343582078946805,0,0.154526798364159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00618497256674583,-0.138158804037988
X600036.CH.EQUITY,0,0.173334136434369,0,0,0.113173474711765,0,0.0838700095327481,0.0362088766410127,0,0,0,0,0.250234319045095,0,0,0,0,0,0,0,0,0,0,0,0,0.304696142521617,0,0,0,0,0.101178210509787,0,0,0,0,0,0,0,0.0847039682457446,0,0,0,0,0,0,0,0.0482514811046467,-0.0499878894590765,0,0,0,-0.0159218493427649,0
X601988.CH.EQUITY,0.0672478589271019,0.103548991494741,0.0769058251113898,0.0287461470043316,0,0.447811453763908,0,0,0,0,0,0,0,0,0,0.152755787311521,0,0,0,0,0.0352770538994582,0,0,0,0,0,0,-0.0325193579823908,0,0,0,0,-0.182641429095645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881499230987158
X1299.HK.EQUITY,0,0,0,0,0,0.0258031408626681,0,0,0,0.317084955013019,0,0,0,0,0,0,0.0801919051608172,0,0,0,-0.0141619239967433,0,0,0,0,0,0.128378233804523,0.0403154359747698,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0421532647199483,0,0,0.12821337620085,0,0.117863201558525,-0.0794595838487158,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358960650902907,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.574868528949972,0,0.0761109467111454,0,0.0853147600983176,0,0.0855219147863889,0,0,0,0,0,0,0,0,0,0.23008933268302,0.0693098208275209,-0.0811094107196616,0,0,0,0.178092166950334,0.180311060095641,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.16532266591315,0,0,0,0,0,0,0,0,-0.011810431301232,0,0,0,0,0,0,0.15542066150855,0,-0.0834687889029696,0,0,0,0,0.131004015091256,0,0.132729383250172,0,0,0,0,0.220474650536818,0,0,0,0,0,-0.30602873385794,-0.0367472257537079,1.38777878078145e-17,0.0915465459091754,0.0719591537455912,0,0.548538091257821,0.181631441082067,0,0
