,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.219121591268425,0,0.406415691871283,0,0,0,-0.0118000263886858,0.162468981389887,0,0,0.0731493031323418,0,0,0,0,0,0,0,0,0,0,-0.0780876050478355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567714960113132,0,0.00658497130806761,0,0.12228983438164,0,0
X601939.CH.EQUITY,0.352676846001911,0,0,0.28582338740008,0,0,-0.0959221694581315,0,0,0,0.00277791166359462,0,0.139754637032936,-0.0642844636639997,0,0,0,0,0,0,0,0,0,0,0,0.0315928624957842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.201211111881941,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0,0,0,0
X601288.CH.EQUITY,0.463465987300158,1.73472347597681e-18,0,0,0.251214825004945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0994150782995722,0,0,0,0,0,0,0,0,0,0,0.0244471815427231,0,0.0318090260552134,0,0,0,0,0,0.0136120793465079,0,0.0720896634053861,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0871004913568844,0,0.414254193703668,0,0,0,0,0,0.266483404006109,0,0,0,0,0,0.111652415264608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152931183964528,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026394348339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471613361653239,0.203737081478407,0,0,0.0586808798482308,0,0,0,0.195132690797827,0,0,0,0,0,0,0,0,0,0,0,0.197601857918507,0,0,0,0,0
X5.HK.EQUITY,0,-0.256417484224905,0,0,0,0,0,0,0,0,0,0,0,-0.0287098751874395,0,0,0,0,0,0,0,0,1.1447155962308,-0.742973718989737,0,0,0.50119347631274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420735348014978,0,0,0,0,0,0,0,0,0,0,-0.0717595997440175,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.221211631485417,0,0,0,0,0,0.0714615906287882,0,0,0,0.266294682450934,0,0,0,0.0865897236338608,0,0,0.0405148948480143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0871597164688397,0,0,0,0,0,0,0,0.0344557175944147,0,0
X601658.CH.Equity,0,0,0,0.098473478634889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324947578742279,0,0,0,0,0,0,0.364285010885313,0,0,0,0.132485292117307,0.0594009907022196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
