,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.409904128547157,0.032293004810649,0.0633786776929849,0,0,0,0,0,0,0.188091679367084,0,0,0,0,0,0,0,0,0,0,0.0593794018603325,-0.0266192341840233,0.0590616947327071,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00925869769356439,0,0,0.00281701063802586,0,0,0.0629012062401804,0.0507620058585448,-0.100693367299436,0
X601939.CH.EQUITY,0.396348373547035,0,0,0.18643259565195,0,0,0,0,-0.0372830687138271,0,0.143199591444431,0,0,0,-0.0803413939599782,0,0,0,0,0,0,0,0,0.178541126151718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00598856471688626,0,0,0,0.0969415867555282,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.304738784913059,0.0831699950297301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18194567148926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760916599528725,0.10838344611901,0,0,0.0119512319558201,0.14347595220323,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.37707630890872,0,0,0,0.214156096034609,0,0,0,0,0,0,0,0,0.146981983659348,0,0,0,0,0,0.0914073421497412,0.0343192215048624,0,0,0,0,0,0,0,0,0,0,0,0.0843518431618401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.535059396921034,0,0,0,0,0,0.268497714149127,0,0,0,0,0,0.091256168012387,0.110720286363204,0,0,0,0.032562725034311,0,0,0,0,0,0.0788621391580428,0,0,0,0,0,0,0,0,-0.538717396902685,0,0,0,0,0,0,0,0.176704851600624,0,-0.0588465961782024,-0.0828765698117705,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0453335613819803,0,-0.036959601150115,0,0,0,0,0,0,0.286364588234508,-0.0497750020875296,0,0,0,0.0710647847289258,0,0,0,0,0.175753046731658,0.0114384718735373,0,0,0,0,0,0,0,0,0.208542062158225,0,0,0,0,0,0,0,0.109872238699954,0.00663158652838448,0.0865567229203256,0,0,0,0.074963538152649,0,0.0614110968723124,0,0,-0.0391720618290122,0,0
X1299.HK.EQUITY,0,0,0,0,0.0353277512124477,0,0,0,0,0,0.0348056624530853,0,0,0.187236767928805,0,0,0.0341621640180616,0.502059303802243,0,0,0,0,0.115532317636472,0,0,0,0,0,0,0.017368502258114,0,0,0,0,0,0,0,0,0,0.0849993824866011,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.00791775689371587,0,0,0,0,0,0,0,0,0,0,0,0,-0.153382166860608,0,-0.185038205803866,0,0,0,0,0,0.515424372910133,0,-0.259004410531759,0,0,0.760371465082246,0,0,0,0,0,0,0,0,0,0.399913758328149,0,0,0,0,0,0,-0.263940869978742,0,0,0,0,0,0,-0.0155458088970745,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.130761763773701,0,0,0,0.00502838264127674,0,0,0,0,0.36809015579816,0,0,0,0,0,0,0,0,0,0,0,0.0300207592158383,0,0,0.0741465724132545,0,0,0,0,0.247531450156193,0.0491748909932798,0,0,0,0,0.039064431061778,0,0,0.165099990337198,0,-0.0276910085071227
X601658.CH.Equity,0,0,0,0.135820972613427,0.154333621007511,0,0,0,0,0,0,0,0,0.125618253585649,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.175537334438553,0,0,0,0,0,0,0,0,0.219612382005046,0,0,0,0,0,0,0,0,0,0,0.352432396150126,0,0,0.0285822303573326,0
