,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.103398163374872,0,0.178313627609613,0,0,0,0,0,0,0,0.127208254237345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168805688406307,0,0,0,0.149216155610653,0,0,0,0,0,0,0,0,0.162646324122719,0,0.130824025988685,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0574828788916382,0,0,0.191327479382544,0,0,0,0.184818890044675,-0.0100520829942835,0,0.257769146651067,0,0,0,0,0,0,0,-0.0426930017408221,0,0,0,0,0,0,-0.161008173906457,0,0,0,0.286356564587258,0,0,0,0.0380840219590011,0.199015093869959,-0.232197103889282,0,0.142110405115531,0,0.131374370599507,0,0,0,0,-0.0435649861119693,0,0,0
X601939.CH.EQUITY,0.521073393384572,0,0,0,0.00555342599956216,0,0,-0.03695005779088,0,0,0,0.130888334302442,0,0,0.109135385996098,-0.0436775889214261,0,0,0,0,0,0,0,0.0377656835886348,0,0.217154692259213,-0.127937695340848,0,0,0,0,0,0,0,0,0,0,0.101675125760731,0,0,0.305835060756748,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.311610965177864,0,0.121277760791249,0,0,0.33999581393038,0,0,0,0,0,0,0,0,0,0,0.08924405660929,0,0,-0.0481944221607595,0.0202393140662247,0,0,0,0,-0.0752725642381626,0,0,0,0,0,0,0,0,-0.0497108670646522,0,0,0,0,0,0.21877233824579,0,0,0,0,0,0,0.0791772034288299,0,0,0,0,-0.0416599247062109
X5.HK.EQUITY,0.0205729101375211,0,0.0180823323116541,0.188291502017267,0,0.0377121968976566,0,0,0,0,0,0,0.0356668593282752,0,0,0,0,0,0,0,0,0.428956783963043,0,0,0,0,0,0,0,0,0.392892608826148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080580174317236,-0.165120550416944,0,0,-0.0595016021697986,0
X601988.CH.EQUITY,0.255431661485381,0.0835273921147178,0.0899101899320376,0,0,0,0,0,0.192987109960188,0,0,0.273083981370453,0,-0.114175954007201,0,0,0,0,0,0,0,0.0118293644086216,0,0,0,0.0506452340001214,0,0,0,0,0,0,0,0.192712955571186,0,0,0,0,0,0,-0.0401569296582769,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,-0.0508832274427755,0,0.230224456389208,0,-0.0443350743762444,0.0217275579796693,0,0.295516199324989,0,0.21864984597502,0,0,0,0,0,0,0,0,-0.0114952802873662,0.100984504039321,0,0,0,0,0.0292417503820082,0,0.0260230591855852,0.0516355554250491,0,0.137624342749087,0,0,0.0254802572807873,0,0,0,0.0322361165546119,0,0,0,0,0,0,0,0,0,0,0.0418463141404352
X1299.HK.EQUITY,0,0,0,0,0,0,0.0996736195434895,0,0,0,0.115783829664484,0,0,-0.106872661462026,0,0.0182985645442726,0.244243212796499,-3.46944695195361e-18,0,0,0,0.0392055389861232,0,0,0.0623792190325939,0.0505835440707338,0.0796566815932239,0,0,0,0,0,0.0250844628997726,0.220528720633552,0,0.0239966816470478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.113868783252158,0.349068895072806,0,0,0,0,0,0,0,0.0466282629366409,0,-0.0484231360144977,0,0,-0.0822382158165567,0,0,0,0,0,0.0263652715365925,-0.0120087504470121,0,0,0,0,0.1707373208355,0,0,0.0141181097632477,0,0,0,0,0,0,0,0,-0.052487386449175,0,-0.0371987739586017,0,0,0,0,0,0,0.202231852889276,0,0,0,0,0.202199121422581
X601658.CH.Equity,0,0,0,0,0,0,-0.105366948824564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293653295503383,0,0,0,0.175692733220048,0,0,0,0,0,0,0,0,0.592408002118755,0,0,0,-0.492403531743086,0.345894236661817,0,0,0,0,0.0510888613397953,0,-0.127979122860977,0,-0.276135275577274,0,0,-0.326763170934162
