,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.19479787410657,0,0,0,0,0,0,0,0,0,0,-0.132130168228777,0,0.489838340799817,0.685881660642479,0.0593246400436245,0,0,-0.124276751428828,0,0,-0.0556241076100056,0,0.0668266046117615,0,0,0,0,-0.159326015923212,0,0,-0.3378415542902,0,0,0,0,0,0,0,0,0,0,0,-0.0247049006537361
X601318.CH.EQUITY,0,0,0,0,0,0.140410498785483,0,0,0,0,0,0,0,0,0,0,0,0,0.358917453187771,0,0,0,0,0,0,0,0,0,0.083535448368858,0,0,0,0,0,0,0,0.42286347434167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.819843678664486,0.0238773806365602,0.0159143169685679,0,0,0,0,0,0,0,0,0,0.000651639046242311,0,0,0,0.0593636994654279,0,0,0,0,0,0,0,0,0,0,0,0.0164310243107056,0.0456731384235896,0,0,0,0.00527471208370348,0,0,0,0,0,0,0,0.0671297279868499,0,0,0,0.0229594975620344,0,0,0,0
X601288.CH.EQUITY,0,0,0.922617501526127,0,0,0,-0.0678436125909294,0,0,0,0,0,0,0,0,0,0,0.116156239303421,0,0,0,0,0,0,-0.0148066428202431,0,0.0589715919386145,0,0,0,0,0,0,0,0,0,0,-0.104339056643848,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476909780717499,0,0
X601988.CH.EQUITY,0.0693904128425971,0,0,0,0,0,0,0,0,0,0,0,0,1.25804103449208,0,0,0,0,-0.213954513858697,0,0,0,0,0,0,0,0.0672579688838945,0,0,-0.12072556547837,0,0,-0.149191292915899,0,0,-0.202861803564252,0,0,0,0,0,0.0112117298642198,0,0.0228378267244671,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.382620464288431,0,0,0,0,0,0.0167355574055417,-0.0229640948094044,0,0,0,0,0,0.136097514642431,0,0,0.0223549033965658,0,0,0,0,0,0,0,0.151438369551227,0,0,0.0750086495635399,0,0,0.186880430698489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057952466888287,0,0.0120543722161853
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.915163524033831,0,0,0,0,0,0,0,0,0,0.10110159418489,0,0,0,0,0,0,0,0,-0.114176620387549,0,0,0,0,0,0.0798442797414474,0,0,0,-0.0832513331443515,-0.0587142112333647,0,0,0,0.0165193691910936,0,0,0.0379822234531508,0,0.0582538123107161,5.42101086242752e-20,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.268615753827324,0,0,0,0,0,0,0,0,0,0,0,0.0637578936861421,0,0,-0.217584886403492,0,0,0,0,0,0.048837338021606,0.259515753336159,0,0,0.14043336859061,0,0,0,0,0,0,0,0,0,0,0,0.49955661856656,0,0,0.0201595989236276,0.0339653525163972,0,-0.0692680108499811,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.115062911624011,0,0,0,0,0,0,0,0,0,0.16253201419307,0,0,0,0,0,0.249581581252135,0,0,0.206554204722379,0.163427921923954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140638479901562,0,0,-0.0555858449211052,0,0,0,0,0,0.0828868685221127,0,0.258621774605849
X388.HK.EQUITY,0,0,0,0,0,0,0.243646831665003,0,0,0,0,0,0,0,0,0,0,0,0,-0.237939810480051,0,0,0,0,0.374866203826962,0,0,0.028767953345422,0.11043244798751,0,0,0,0,0,0,0,0,0,0,0,-0.00108009436716534,0,0,0,0.192142308956944,0.0188544536893934,0,0,0.0798642283504538,-0.243795577914704,-0.0347888134875306,0,0
X601658.CH.Equity,0,0,0.0873025145159543,0.130395061436393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312681285828275,0.0154730912051271,0,0,0,0,0,0,0,0,0,0,0,0.0125772309235941,0,0,0,0,0,0,0,0,0,0,0,0.201427561105543,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0.15932721213398,0,0,0.0141650342520476,0,0,0.0296260098655239,0,0.0764914940480756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107880316231101,0,0,0,0.661855511166787,0,0,0,0,0,0,-0.0298787973399832,0,0,0.0128813289188186,0.0118400948103267,-0.0210951825062385,0.00471651508319312,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,-6.93889390390723e-18,0.21281009772027,0.0105541253983718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327667785762178,0,0,0,0,0.00468455234840233,0,0,0,0,0,0,0,0,0,0,0.0260245591337147,0,0,0,0,0,0.248325992165057,0,0,0.0473758992435356,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.061662466019859,-3.46944695195361e-18,0,0.540157606315877,0,0,0,0,0.0134578934463307,0.0628850381396552,0,0,0,0,0.0736306750603124,0.0456314995540972,0,0,0.0605557420691998,0,0.0592594993617319,0,0.0610557361772165,0.0713066037316314,0,0,0,0,0,0,-6.93889390390723e-18,0.00799693815767014,0,0,0,0,0,0,0,0.0183733356903586,0,0,0,-0.0376078919633965,0,0,0,0,0,0,0,0
