,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.130892119408078,0,0.0682002877254207,0,0,0,0,0,0,0,0.369813127736564,0.0771923347029188,0,0,-0.113532493217159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126212130867531,0,0,0,0,0,0,0.185989544358399,0,0,0,0,0,0.125967196199121,0,-4.33680868994202e-19,0,0.0492920705210285,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.112384657048505,0,0,0,0.00140128761979491,-0.176399245516877,0,0.0931261730853916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230403605174746,0,0,0,0,0,0,-0.254203247682005,0,0.448081286209129,0.0493989003328802,0.130399206241509,0,0,0,0,0.187094491479391,0,0,0,0
X601939.CH.EQUITY,0.221128525471738,0,0,0.255976366640341,0,0.148196019587939,0,-0.0489886441860369,-0.0289581110017488,0,0,0,0,0,0.0320318672671371,0,0,0,0,0,-0.0097591013017541,0.0635269873005143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487389853137331,-0.0956187279251998,0,0,0.0178310947862209,0,-0.0385403241621463,0,0,0.0344959047203727,0,0,0,0
X601288.CH.EQUITY,0.529150547058714,0,0.197072149313239,0,0,0.155296071603037,0,0,8.67361737988404e-19,0,0,0,0,0,-0.154682282742255,-3.46944695195361e-18,0.00723249160171582,0,0,0,0,0,-0.0263304471625352,0,0,0,0,0.0455583981052334,0,0,0,0,0,0,0,0.0287098195043812,0,0,0.0575043524361871,0.0665684513487266,0,0,0,0,0,0,0.0122867840815894,0,0,0.171042353452335,0,0,0.0974065330097033
X5.HK.EQUITY,0,-0.0446529126018776,0.0403318804803706,0.241476137540287,0,0.0458883666452877,0,-0.139086765091818,0,0,0,0,0.131992719319527,0,0,0,0,0,0,0.690359484123711,0,0,0,0,0.117923215465602,0,0,-0.0900640771635976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184984308318045,0,0,-0.100437691248733,0,0,-0.025561841461672
X601988.CH.EQUITY,0.140615719685673,4.33680868994202e-19,0.125677387390758,0.149470999659536,0,0,0,0,0.100397736486327,0,0.102014150353465,0,0,-0.241921314526455,0,0,0,0,0,0,0,0,0.0697296632517694,0.250603488795286,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.113200599378185,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00985375017357421,0,0,0,0,0,0.11333940435547,-0.00292731344072862,0,0,0,0,0,0.274410658448487,0.181173690610222,0,-1.73472347597681e-18,0,0.089009678323359,0,0,0,0,0,0,0,0,0,0,0,0,0.116924424949344,0,0,-0.00245725721122273,0,0,0,0,0,0,0.0946612642522621,0,0,0,0,0.126475639319158,0,0,0.0197552051983647,4.33680868994202e-19,0
X1299.HK.EQUITY,0,0,0,0,0,-0.00308461025199695,0.0103275242583571,0,0,0,0.20982963684701,0,0,0,-0.141523846735719,0,0,0,0.335576249116061,0.2390068937353,0,0,0.0201944286277804,0,0,0,0,0.153082707382804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607825812690187,0,0.121179693907592,0,0,0,0,0,0
X601628.CH.EQUITY,0.139963276563165,0.359514101808012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1379846336729,0,-0.107146180813699,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.091850453608126,0,0,0,-0.044803819100191,0,0.0667826526021219,-0.148411177712329,0,0,0,0,0,0.318777425914188,0,0,-0.0549176411740622,0.00849149612133715,0,0,0,0,0,0.176739672593075
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0335349872215881,0,0,0,0.46257681920532,0,0,0,0,0,0,0,0,0.241861617503244,0,0,0,0,0,0,0,0,0,0,0,0,0.0312536678488156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190209053558848,0,0.0126175224772705,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0349414271905081,0,3.46944695195361e-18,0.0463045425344084,0,0,0,0,0,0,0.274160540852905,0,0,0,0,0,0,0,0,0.170255351655628,-0.113569953024062,0.129220088407682,0.169159371591682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424458349348651,0,0.156740491515738,0,0,0,0,0,0,0,-0.0405242644739898,0
X600000.CH.EQUITY,0,0.0716788213739585,0,0,0,0.0852143328049321,0.202380246261854,-0.0660272120017918,0,0,0,0.290186544784403,0,0,0.0832256373531206,-0.0670270007799797,0,0,0,0,0,0,0,0,0,0,0,0,0.216807453891799,0.00452356100414869,0,0,0,0.0233262372926821,0,0,0,0,0,0,0,0,0,0,0,0,0.00754997785249725,0.0511348291918784,0.182114467053706,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.115566523601542,0,0,0,0,0,0,0,0,0,0.0270076021781192,0,0,0.318491664720311,0,0.0647395163680459,0,0,0,0,0.00555539114150696,0.028328012483877,0,0,0.383315729226346,0,0,0,0,0,0.171486327711495,0,0,0,0,0,0.00826226252484803,0,0,0,0.106238924900254,0,0,0.0676973231483737,0,0,0,0
X000001.CH.EQUITY,0,0,0.0762993492700475,0,0,0,0.0206491892450551,0,0,0,0.0627093904235215,0,0,0,0,0.194451405270846,0,-3.46944695195361e-18,0,0.22813464221302,0,0.0180628537332726,0,0,0,0,0.20077699103593,0,0,0,0,-0.0706197814994421,0.0746762449581043,0.113673953814068,0,0,-0.30555565585141,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.119170613676737,0,0,-0.0280054569899369,0,0.176778209938455
X601601.CH.EQUITY,-0.0649603436573108,0,0,0,-0.0373561611884139,0,0,0,0.494304894191663,0,0.0999266181963315,0,0,0,0.241918380819416,0,0,0,0,0,0,0,0.0656939927617908,0,0,0,0,0.279624660286021,0,0,0,0,0,0.0375668072369175,0.0168106650498507,0.162305723823515,0,0,0,0.108566113423026,0,0,0,0,0,0,0,0,-0.0398883537341364,0,0,0,0
X16.HK.EQUITY,0,0,0,0.242107173523543,0,0,0,0.160834245816877,0,0,0,0,0,0,0,0,0,0,0.103254921320082,-6.93889390390723e-18,0,0,0,0,0.375058970951284,0,0,0.0789752432469563,0,0.0319473536120394,0.151430450571409,0,-0.0911694852466803,0,0,0,0.17249221460821,0,0,0,0,0,0.0941218191885989,0,0,0,0,0,0.0161286045822575,0,0,0,0.0801824325941542
X688.HK.EQUITY,0,0,0,0.206613575382594,0,-0.307216254739552,0,0,0.0663192302372819,0.187926108232565,0,0,0,0.100422413589106,0,0,0,0,0.157199966847444,0,0,0,0,0,0.285546609995586,0,0,0.38928069199031,0,0,0,0,0,0,0,0,-0.266237232554671,0,0,0,0.37065979030522,0.0270614431131679,0,0,0,0.0518734073505658,-0.211178208297969,0,-0.120458697319654,0,0,0,0
