,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.071765299236268,0,0.643318357611333,0,0.0426656421668028,0,0,-0.0314541529121961,0,0,0,0,0,0,0,0,0.122137295249133,0,0,0,0,0,0,0,0,0,0,0.0318275636158795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249400209645547,0,0,0,0,0,0,0,0.0399530935696567,0
X601318.CH.EQUITY,0,0,0,0,0,0.00735921672691142,0,0,0.0208674803901149,0,0,0,0,0.160760790521398,0,0,0,0,0,0.457462980907268,0,0,0,0,0,0,0,0,0,0,0,0.0515432074160213,0,0,0,0,0,0.0611098430495281,0,0,0,0,0,0,0.130213284312842,0,0,0,0.00567528893607476,0,0,0,-0.157434590316177
X601939.CH.EQUITY,0,0,0,0,0.53837085939144,0,0,0,0,0,0.20984457773667,0,-0.102381949095284,0,0,0,0,0,0,0,0.060412316751835,0,0,0,0.295299807130076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977577462811169,0.0236794391920921
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0,0,0,0
X601288.CH.EQUITY,0.052655986858093,0,0.106316226308606,0,0,0,0.233416394990046,0,0,0.048969889216948,0,0,0,0.0596115142013757,0,0,0.0845513091323175,0,0,0,0,0,0,0,0.178425030100359,0,0,0,0,0,0,0,0,0,0,0,0.25293329548508,-0.001019152618543,0,0,0,0,-0.0835288081092793,0,0,0,0,0,0,-0.0543162758352769,0,0,0
X600036.CH.EQUITY,0,0.258611312941863,0,0,0.0101816105205388,0,0,0.0702479093879132,0,0,0,0,0,0.275731490397683,0,0,0,0,0.11841358359539,0,0,0,0,0,0,0.257486208952565,0,0.0562296943692246,0,0.0739366656236196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015072412467807,0
X601988.CH.EQUITY,0,0,0,0,0.260351495818061,0.306898285775982,0,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0.0205419155074423,0,0,-0.0303204646625515,0,0.115545749677812,0,0,0,0,0,0.208877694982318,-0.0547131259676074,0,0,0,0,0,0,0,0,0,-0.0287091306471207,0,0.112788033002153,0,0,0,0,0,0,0,0.0783291471762024
X1299.HK.EQUITY,0,0,-0.0130284910923616,0,-0.111354645909196,0,0,0,0,0.318014528213056,0,0,0,0,0.0206691256341266,0,0,0,0,0,-0.0724903783924847,0,0,0.105653425409998,0,0,0.32807108195605,0.074266675921783,0,0,0,0,0,0,0,0,0.0693734499607273,0,0,0,0,0.0709525281902648,0.0773964622024581,0.136060089021194,-6.93889390390723e-18,0,0,0,0,1.38777878078145e-17,0,0,-0.144282406943455
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178805576175467,0,0,0,0,0,-0.159637294772436,0,0,0,0,0.205581830669172,0,0,0,0.069268533958646,0,0,0.399887441361468,0.0599739633038662,-0.0492549937756405,0,0,0,-0.0386955376786281,0,0,0,0,0,0,0.215334568641817,0.181164274806323,0,0,0,0,0,0.125325577645839,0,0,0
X388.HK.EQUITY,0,0.092207447343759,0,0.122428100922445,0,0,0,0.0472530781418151,0,0,0,0,0.0104670271435059,0,0,0,0,0,0,0,0.0683265897232645,0.135209437829375,0,0.0617799484296198,0,0,0,0,0,0,0.150839873556429,0,0,0,0,0,0.144138619566785,0.0929171319149267,0,0,-0.244560053311606,0,0,0.0279810540412413,0,0,0.281653201771405,0,0,0,0,0,0
