,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.205534299052657,0,0.073471149683015,0,0,0,0,0.282181955216301,0.0559678833009692,-1.38777878078145e-17,0,0,0,0,0,0,0.168148178146256,0,0,0,0,-0.0041631518942228,0,0,0,0,0,0,0,0.124313238928569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370075012627683,0,0,0,0,0.0163843087714139,0,0
X601939.CH.EQUITY,0.458481060102548,0,0,0.0178379197913176,0,0,-0.0321410249564001,0,0,0,0.191761703747571,0,0.228188817846672,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861753622882269,0,0,0,0,0,0,0,0,0,0.000188166062119731,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.14816451182442,0,0,0,0,0,0.00573460084819226,0.287472823480299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241653507378286,0,0,0,0,0,0,0.00686959858051907,0,0,0.0738477717429958,0,0,0.0691909860722673,0,0,0,0,0,0
X601288.CH.EQUITY,0.424711158808266,-4.33680868994202e-19,0.0177800622192664,0,0.209125721517205,0,0,0,0,0,0,0,0.0162727578881466,0,0,0,0,0,0,0.0720391455181272,0.119482986122352,0.0417531503223136,0,0,0,0,0,0,0,0,0.0183984463495234,0,0,0,0,0,0,0,0,0,0.0307871004967403,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0585718540487376,0,0.228755701916005,0,0,0,0,0,0,0.162903245288102,0.223923106976528,0.125272160400977,0.082817594423434,0,0,0.0248299208890458,0,0,0.0555888021915008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565129047229814,0,0,0,0,0,0,0,0,0,0,-0.0942186310730809,0,0
X600036.CH.EQUITY,0,0,0.0196609344102839,0,0,0,0,0,0,0,0,0.409571068856041,0,0,0,0,0,0,0,0,0,0,0.0527905766034461,0.0138072110035432,0.126798096259507,0,0,0,0,0,0,0,0,0,0,0.0863293017559446,0,0,0,0.0580437570259459,0,0,0,0,0,0,0,0,0,0.265162483595709,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.117635429939635,0,0,0,0,0,0,0,0,0,0,0,0.00564785077614251,0,0,0,0,0,0,0,0,0.074373379882204,0,0,0.158495730657838,0,0.0455335466453391,0,0,0.1984930811111,0,0,0,0,0,0,0,0,0,0,0,0,0.199582869779804,0,0,0,0,0
X5.HK.EQUITY,0,-0.164289380360894,0,-0.11234204080687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21878820928183,-0.793133386817377,0,0,-0.0083296825275431,0.491407252542344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422790085042415,0,0,0,0,0,0,0,0,0,-0.0878342764413046,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.147082164059747,-6.93889390390723e-18,0,0,0,0,0.0896155653116527,0,-6.93889390390723e-18,0.186060017449011,0.116843433812749,0,0,0,0.163600637055333,0,0,0,0.0394886939193496,0,0,0,0,0,0,0,0,0,0,0.0327969465473074,0,0,0,0,0,0,0,0,0,0.0505435087891979,0,0
X601658.CH.Equity,0,0,0,0.286593456758742,0,0,0,0.124942166621502,0,0,0,0,0,0,-0.222791099969165,0,0,0,0,0,0,0,0,0,0,0,0,-0.184409551394065,-0.0271442522207807,0.87122516931648,0,0,0,0,0,0,0,0,0,0,0,-0.113296222000764,0,0,0,0.602840952165143,0.0124831735878893,0,0,-0.151429909559182,0,0,0.202549504549295
