,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.282535742760663,0.0432711492281185,0.0108582049165514,0,0,0.431385619639639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102313392028918,0,0,0,0.0488237221752457,0,0,0,0.0184703901248192,0,0,0,0,0,0,0.0747083548272268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.229056856813903,0,0,0,0,0,0.178108510288138,0,0,0,0.0125380847584893,0,0.125174534501295,0,0,0,0,0.139620150707603,0,0,0,0,0,0,0,0,0.0317532881371222,0,0,0,0,0,0,0.0873631435053888,0,0.0850595472661144,0,0,0,0,0,0,0,0,0,0.0189502559244252,0,0,0,-0.0337131775730735,-0.0777344701702118
X601939.CH.EQUITY,0.447062411798999,0.172029028201443,0,0,0,0,0,0.235655634199345,0,0,0,0,0,0,0,0,0.0123657324739502,0,0,0,0,-0.115519923361316,0,0,0,0,0,0,0.143527136848135,0,-0.0413333918964111,0,0.139394840351856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112492566681923,0.12693530185144,0,0
X601288.CH.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0.529694403040471,0,-0.0776551661749308,0,0.0708252688547076,0,0,0,0,0,0,0,0,0,0,0.14767667297548,0.0634065630008612,0,0,0,0,0.121147826093595,0,0,0,0.0331942727338965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429463424616747,0,0,0,0,0
X600036.CH.EQUITY,0,0.143191566274485,0,0,0,0.0256517573544533,0,0.00407619294735548,0,0,0,0,0.121058933279213,0,0,0.0292883955209167,0,0,0,0,0,0,0.0944673336256838,0,0,0,0.0767457517941553,0,0,0,0.0252874211292808,0,0,0,0,0,0,0.0585982322667919,0,0,0.0645302201562388,0,0,0,0,0,0,0,0,0.360602997822853,-0.288854559080568,0,0
X1299.HK.EQUITY,0,0,-0.161861435816103,0,0,0,0,0,0,0.167493301683977,0,0,0,0,0,0,0,0,0,0,0,0,0.0451194376068061,0.169354635535793,0,0,0,0,0,0,0,0,0.173586473714115,0,0,0.0966558812719165,0,0,0.0891945252989569,0,0,0.0553316905713391,0.311761120281448,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.115886381513408,0,0,0,0,0,0,0,0,0,0,0,-0.0191553938768611,0,0,-0.127119990846038,0,0,0,0,-0.0161762072670726,0.161293970674746,0,0,0,0,-0.120760438960436,0,0,0,0,1.73472347597681e-18,0,0,0.571608940009156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100056308474078,0
X601988.CH.EQUITY,0.0791670715107848,0,0.0900600351355409,0.341771864774001,0,0,0,0,0,0,0,0,0.231924420586582,0,0,0,0.112600863711557,0,0,0,0,0,0.0384903799522289,0.0168023777232324,0,0,0,0,0,0.128817315243174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.318297793805127,0,0,0,0,0,0,0,0,0,0,0,-0.22381955777694,0,0,0,0,0,0,0,0,0,0.276309810754275,0,0.135605257179549,0,0.0457195083176791,0,0,-0.00546723895242596,0,0,0,0,0,0,0,0,0,0.231198865121124,0,0.140231501905366,0,0,0,0,0.128140504891211,0,0,0.0373396020414705,0,0
X388.HK.EQUITY,0,0,0,0,-0.123646093051095,0.260218647645825,0,0,0,0,0,0,0.0485533999753174,0,-0.0489711250559882,0,0,0,0,0,-0.13827889781758,0.457459436766429,0,0,0,0,0,0.073769023076453,0,0,0,0,0,0,0,0,0,0,0.0473112136715402,0.136885588350714,0,-0.06561906422252,0,0.144175260742515,0,-0.347837429356181,0,0.0237397307675679,0,0,0.179139780247745,0,0
X601166.CH.EQUITY,0,0,0.0165171147917422,0,0,0,0,0,0,0,0,0.0522683433279679,0.172184687409882,0,-8.67361737988404e-19,0.147000068683585,0,0,0,0,0,0,0,0,0,0.011687180814443,0.204998092322414,0,0.367169269110607,0,0,0,0,0,0.0143880486615151,0,0.0120648186841156,0,0,0,0,0.0121541304285328,0,0,0,0,-0.0175393507902915,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.359758909228217,-1.0842021724855e-19,-0.0338144097212512,0,0.127340425491563,0,0,0.271168271645953,0,0.0409623298121356,0,0,0,0.422563966099026,0,0,0,0,0.258483960068557,0,0,0,0,0,0.0342035550923695,0,0,0,-0.291826301786972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.335835223599045,0,0,-0.0823661092927756
X000001.CH.EQUITY,0,0.12164466905256,0,0,0.174653211333174,0,0,0.199044044533377,0,0.0903147836770061,0.234907277489428,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.128820063872716,0,0,0.282194950119879,0,0,-0.0116749892828423,-0.00401351978982447,0,-0.269177649819794,0,0,0,0,-0.101001721729847,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0738810246533036,-0.0877854232826748
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.061722003178642,0,0,0,0,0,0,0,0.161720442477734,0,0,0.11561779470243,0,0,0,0,0,0,0,0,0,0.0720160920699071,0,0.298598603148863,0.0835420132389994,0.000651632492137343,0,0.0532189667404968,0,0,0,0,0,0.348354808551043,0.0120839993572212,0.0255061025425005,0,0,0.0150093256979095,0,0,0,0
X601601.CH.EQUITY,0,0.377623403451853,0,0,0,0,0.0867532820303006,0.0465590321148666,0.0730828420465937,0,0,0,0.108808811569097,0,0,0,0,0,0,0.188218828880875,0,0.160323587743421,0,0,0,0,0.065865585070594,0,0,-0.0266942775589522,0,0,0,0,0,0,-0.0907608469395317,0,0,0,0,0.186263666961182,0,0,0,0.0546558955238159,0,0,0,0,-0.0768764077430051,0,0
