,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.266927096237595,0,0,0,0,0,-0.134548838681121,0,0,0,0,0,0,0,0,0,0,0.489837140542967,0,0.502366434066785,0,0,0.173160068411365,0,0,0,-0.00715955519248879,0,-0.147722836118757,0,0,-0.288891938006972,0,0,-0.830067736773767,-0.0673645711057651,-0.00253860651285154,0,0,0,0,0,0,0,0,0,0.0888714933867164,0,0
X601939.CH.EQUITY,0,0,0,0.252731667151471,0,0,0,0,0.0823598364378528,0,0,0.0951240868452297,0,0,0.0311595390395961,0,0,0,0.0716907753180124,0,0,0,0,0.0418330806876783,0,0,-0.078797605027778,-0.0229826387735335,0,0,0,0,0,0,0,0,0,0,0,-0.0504713136130503,0,0,0,0,0,0,0.0816504465244296,0.443638773955157,0.0612960339965145,0,-0.120588732032901,0,1.0842021724855e-19
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0,0
X601288.CH.EQUITY,0,0.354063625662932,0,0,0.276007946361597,0,0.0715256463802187,0,0,0,0,0.186082343787647,0,0,0.0359840189365496,-0.0406592363237308,0,0,0,0,0,0,0.159605415220874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045696814864474,0,0,-0.0959876822936769,0,0,0,0,0,0.0200568868714651
X601988.CH.EQUITY,0,0,-6.93889390390723e-18,0.333013173860575,0,0,0,0,0,0.203270794256709,0,0,0,0,0,0,0.253278181250884,0,0.162453006135268,0,0,0,0.0419685555233538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.550227987365679,0,0,0,0.0723978444411886,0,0,0,0,0,0,0,0,-0.265307999091261
X600036.CH.EQUITY,0,0.0716634963835843,0,0,0,0,0.0810934773271991,0.0388744716431229,0,0,0,0,0.105506289296958,0,0,0,0,0,0,0.00102521925785367,0.141831500688192,0,0,0,0,0.0161116952093248,0,0,0,0,0,0,0,0.425246087557022,0,0,0.00595221372792564,0,0,0,0,0,0,0,0.0915928212044918,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.125817724437402,0,0,0,0.122638143173931,0,0,0,0.236590895097203,0,0,0,-0.0587006966782703,0,0.0219833896526348,0,0.0802976980516953,0,0,0.0368254962282835,0,0,0,0,0,0.134090498134868,0.0696232064364188,0,0,0.0431466470432738,0,0,0,0.247529813375888,0,0,0,0,0,0.0155458706239419,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.364528753965562,0,0,0,0,-0.142721001444227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101556553475616,0,0.059059032283951,0.234877479324923,0,0.112839576855111,0,0,-0.0674468252781352,0,0.117548788369246,0,0,0,0.0503498565915106,0,0,0,-0.0137554787938235
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0323115216469241,0,0,0.00809589556239964,0,0,0.0355038058412171,0.871629931007635,-0.620138305488443,0,0,0.644172195634566,0.120848610494227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122322598701633,0,0,0
X601658.CH.Equity,0,0,0,0.101952957593743,0,0,0,0,0,0,0,0,0.144925385486209,0,0,0,0,0.145611504905671,0.219004544548574,-0.343055715470362,-1.73472347597681e-18,-0.160386983304164,0.0638777285378044,0,0,0,-0.194768159104522,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.715207069957729,0,0,0,0,0,0,0,0,0,0,-0.0838580455907921,0
