,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.331998199555485,0.0169710334175595,0.337598208425541,0,0.0281640793739131,0,0,0,0,0.0410428086157037,0,0,0,0,0,0,0,0,0,0,0,0,-0.063966079318659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304401349871322,0,0.110689993305683,0,0.030054817200662,-0.0932372807103907,0
X601939.CH.EQUITY,0.411161245197922,0,0,0.197432814031696,0,0,-0.13873395023308,0,0,0.00621031575487026,0,0,0.16465600575094,0,-0.065261679730909,0,0,0,0,0,0,0,0,0,-0.00791569709134394,0,0,-0.0304152110517117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27287032735171,0.0131137192435651,0,-0.0863190524819227,0,0
X601318.CH.EQUITY,0,0,0,0,0.216548202182055,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260356148680814,0,1.38777878078145e-17,0,0,0,0,0.181052997352427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258934327253735,0,0,0,0,0.218581635230313,0,0,0,0,0,0,0.110925815828168,0,0,0
X601288.CH.EQUITY,0.500258158070253,0,0,0,0.198586555919508,0,0,0,0,0,0,0,0.0747118538077591,0,0,0,0,0,0.0129427615281133,0,0.117480218730996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508031542173702,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,6.93889390390723e-18,0,0.381082419822867,0,0,0,0,0,0.264320128920081,0,0,0,0,0,0.355040787166666,0.0873494494684595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.367511270820645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.00225682971411699,0,0,0,0.325081363051901,0,0,0,0,0.0671360318128172,0,0,0,0,0,0,0.00715740332206069,0,0,0,0,0,0.0464748537484672,0.174025954074193,0,0,0.0705208345254607,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0,0.10650602912839,0,0.0171091437510876,0,0,0,0
X1299.HK.EQUITY,0.0759525004970689,0,0,0,0,0,0,0,0.134435622418569,0,0,0,0.101289689006163,0,0,0,0,0,0,0,0,0,0.0102364284811176,0,0,0,0.225814723678518,0,0,0,0,0,0,0,0,0.178415555879343,0,0,0,0,0,0,0.0718939836479591,0,0,0,0.106829930759755,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.053843606642027,0,-0.123704227565572,0,0,0,0,0,0,0,0,0,0,-0.00819481375545555,0,0,0,0,0,0,0,-0.592437281138039,1.04203527888139,0,0,0,0,0.499963300467236,0,0,0,0,0,0,0,0,0,0.420848880748182,0,0,0,0,-0.103840803097035,0,0,0,0,0,0,0,-0.0724941791449541,0
X601628.CH.EQUITY,0.0693307526295911,0,0.0510305740354666,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.175186837957565,0,0,0,0.0724705975555821,0.134417867497245,0,0,0.0182352152596806,0,0.0965666375748379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406321829768432,0.0814236922554456,0,0,0,0,0.016569610240441,0.0307096051891427,0,0.0868257648032336,0,-0.0162003984218139
X601658.CH.Equity,0,0,0,0.050870132158554,0.15881115852326,0,0,0,0,0,0,0,0.27132467640338,-0.043045236790256,0,0,0,0,0,0,0,0,0,0,0,0,0.109610374729745,0.203050911117203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374056033964796,0,0,0,0,0
