,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.060927907246005,0.0853613470411559,0,0,0,0,0,-0.0132519310671191,0,0,0,0,0,0,0,0,0,0,-0.124057572809074,0,0.0220856206903305,0.516606566210035,-0.297947327001532,0,0.431872223362361,0,0,-0.0485340742027797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119786159805543,0
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.213710945951523,0,0,0,-0.071714788861025,0,0,0.0999489377112247,0,0,0,0.0842972367906913,0,0,0,0.0120958599973794,0,0,0,0,0,0,0,0,0.015129329213969,0.153610017232648,0,0,0,0,0.244672234729226,0,0.068624835871644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462212230057811,0
X601939.CH.EQUITY,0,0.0819447786999702,0,0.801939100337056,0,0,0,0.00154088245032559,0,0.0440740500594253,0,0,0.0144668642859931,-0.0105023231336423,0,0,0.0805644973102157,0,-2.71050543121376e-20,0,0,0,0,0,0,0.0255472508672856,0,0,0,0,0,0,0,0,0,0,0,0.0707105376145386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0347277166572476,0,0.934445418870011,0,0,0,-0.110237132113857,0,0,0.0361525441443893,0,0,0,0,0,0.0196086234655413,0,0,0.0107957329969608,0,0,0,0,0,0,0.0890925312163063,0,0,0,0,0,0.0550524460895758,0,0,0,0,0,0,0,-0.056896679612447,-0.0816611259947604,0,0,0,0,0,0,0,0,0,-0.0879382136513844,-0.0330424986003644,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.273194383890271,0,0.0825605522051767,0,0,0,0,0,0,0,0.419599435630352,0,0,0,0,0,-0.0504647347751435,0,0,0,0,0,0,0,0,0,0.10864261453875,0,0,0,0,0,0,0,0,0,0.109105815904641,0,0.189739892273228,0,0,0,0.03943935604062,0
X600036.CH.EQUITY,0,0,0.0439241228688901,0.279062989446906,0,0,0,0.00493100897313505,0.0288348449121485,-0.00473868464876689,0,0,0,0,0,0,0,0.178267126958934,0,0.0323478062995857,0,0,0,0,0,0.0437764447565105,0,0,0.18372320603896,0,0.129554348568322,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518295726114543,0,0,0,0,0.0342078287851034,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285495435485782,0,0,0,0,0,0,0,0,0,0.140253841415969,0,0,0,0.163672989916003,0,0.246670011808717,0,0,0,0.0403887982554231,0.0148824422738902,0,0,0,0.0413267251723143,0,0,0,-4.33680868994202e-19,-0.0882379758634407
X601988.CH.EQUITY,0,0,0,0.0871907563368536,-0.0454924343829097,0,0,0,-0.0202910774557383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175720976313744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.125540805966755,0,1.00116216045504,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0254888325872459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0770433481464477,0,0,0,0,0,0,0.142315631085599,0.327418769754551,0,0,0,0,0,0,0,-0.155711844186268,0,0,0.0181446016872759,0,0,0,0,0.135097433676841,0.0257330018461435,0,0,-0.177001288463726,0,0.0904136246865365,0.140482362360087,0.0347168791211191,0
X388.HK.EQUITY,0,0,0,0,0.224167823712096,0,0.108702023138521,0,0,0,-0.0130100222620239,0,0,0,0,0,0,0,0,0,0.134837564948423,0,0.271146320903609,0,0.129806288908015,0,0,0,0,0,0,0,0.0801265236326601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249308657482259,0,0.185782615110304,0
X601658.CH.Equity,0,0.00861130784311546,0.263628052621423,0,0,0,0,0,0,-0.0509030015564074,0,0,0,0,0,0,0,0,0.111818550472476,0,-0.142472473304455,0,-0.0135588488162155,0,0,0,0,-0.038736030239456,0,0.210390181768397,0,0,0,0,0,0,0,0,-0.116967073881046,0,0,0,0.744323262892233,0,0,-0.22212208380103,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0727526099473126,0,0,0,-0.00356833260339294,0.06746731616742,0,0,0,0.361602311549518,0,0,0,0,0,0,-0.0300405841894138,0,0,0,0.0265173232046831,0,0,0,0,0,0,0,-0.0250067743544335,0,0,0.14275172284104,0,0,0,0.175550895190019,0,0.0265270734464931,0,0.0903251707137541,0,0,0,0.126910281913669,0,0,0,0,0.108568495521266
X601166.CH.EQUITY,0,0.0746181949523273,0,0,0,0.11073274852356,0.0246003982840097,0.288844445238219,0,0,0.0502509168427072,0,0,0,0,0,0,0.0585734161667604,0,0,0,0.0872659204910842,0,0.04005895211241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304230279601296,0,0,0,0.017393417450144,0,0,0,0,0,0.317324784510809,0,0,0,0
