,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.258835163758138,0,0,0,0.262722316691311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170048162509786,0,0,0,0.0915985926001937,0.0353425635880637,0,0.00978762093455302,0.0601999703131431,0,0.0800734585319764,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325338057265283,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.157734386447097,0,0,0,0,0.0854886532489698,0,0,0,0.206972847286861,0,0,0,0,0,0,0.23370904196489,0,0.045503577107106,0,0,0,0,0,0,0.172982446447046,0,0,0.0155177147128619,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0824365784329407,0,0,0.0458344093462715,0,0,0.141755641216363,0,-0.00233612183246067,-0.0563312678340432
X600036.CH.EQUITY,0,0,0,0,0,0.175467983457284,0,0,0,0,0,0,0.21654186909386,0,0.0467068253475826,0,0,0,0,0,0,0,0,0,0.103666236264976,0,0,0.0504174432387657,0.0445397271490859,0,0,0,0.10218952051213,0,0,0,0,0,-0.0960272355192828,0,0,0,-0.0762821244856031,0,0,0,0,0,-0.0597784721949265,0.374026763197295,-0.0548344002206454,0,0
X601939.CH.EQUITY,0.62722285988436,0.175493748107812,0,0,0,0,0,0,0,0,0.0911129685740957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078216748348312,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.17624346811504,0,0,0,0,0,0,0,0,0,0,0.0946423536124048,0.0114064277633033,0,0
X601288.CH.EQUITY,0,0.0370049557460169,0,0.12489873853467,0,0,0,0.527628935826271,0,0,0,0,0,0,0,0,0,0,0.0456558646818213,0,0,0,0.0400232345882074,0,0.117879537342539,0,0,0.0565830934867089,0,0,0,0,0,0,0,-0.0320254378011175,0,0,0,0,0,0,0,0,0,0,0,0.0427506710168394,0,0,0,-0.0181484882002169,0.0698864491932859
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.110472055754703,0,0.145911455195838,0,0,-0.00721969806118251,0,0,0,0,0,0,0,0,0,0.167779627749125,0,0,0,0,0,0,0,0,0,0.0505043755834594,0,0,0,0.0317662832007049,0,0,0.250710386253194,0.0940062482333218,0,0.0575387032068522,0,0,0,0,0.282771534914714,0,0,-0.111410475069827,0,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.246689004057992,0,0,0,0.346306779299957,0,0,0,-0.00590118786104738,0,0,0.0835504900433377,-0.0263390247290153,0,0,0,0,0.0913181544815763,0,0,0,0,0,0,0.0636560764326152,0,0,0,0,0,0,0,-0.199055060844441,0,0,0,0,0,0,0,0.0903499714644557,0,0,0,0,0.123421435045689,0,0,0,0,0,0,0.0140630081554911
X5.HK.EQUITY,0,0.240847901138863,0,0.0325102606635556,0,0,0,0,0,-0.121299942312032,0.0376354092378291,0.0828495073791218,0,0,0,0,0,0,0,0,0,0,0.295080928143829,0,0,0,0.144684496994234,0,0,0,0,0,0.0489807343880648,0,0.0605901883798347,0,0,0,0.225160756318918,0,0,0,0,0,0,0,0.0439674085237095,0,0,0,0.0590173890781116,0,0
X388.HK.EQUITY,0,0,0,0,0,0.120483601540067,0,0,-0.108328885165467,0,0,0,0,0,0,0,0.268197318034533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.308326751125901,0,0,0,-0.100106012197218,0.290842480297989,0,0,0,0,0.00827451778367826,0,0.0209636526223935,0,0.102435645696001,0,0,0,-0.0642512725491596,-0.51062321369244,0
