,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.239052472988835,0,0,0,0,0,-0.206485759124926,0,0,0,0,0,0,0,0,0,0,0,0.459754459377697,0.455520890793221,0,0,0.111304332515722,0,0,0,0,0,-0.0830380289303109,0,-0.180454084970529,0,0,0,-0.617183356207187,0,0,-0.0895828826969033,0,0.0320221711414794,0,0,0.0317608263339089,0,0,0,0.00784380870499907,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0,0
X601939.CH.EQUITY,0.061859021494209,0,0,0.175967260013043,0,0,0,0,0.0716817450966161,0,0,0.373526386890002,0.117095636452981,0,0,0,0,0,0,0,0,0,0,0.00360543618714951,0,0,-0.00695409266718529,0,0,0,-0.0404351459242442,0,0,0,0,0,-0.0407419655814549,0,0,-0.0339588971112848,0,0,0,0,0,0,0.0541402663495946,0.32282136355143,0,0,0,0.0357278722665129,-0.0733709943867811
X601288.CH.EQUITY,0,8.67361737988404e-19,0.219307938074138,0,0.401027543773331,0,0,0.0619961903938656,0,0,0.0169941267840762,0,0.140337411425999,0,0.0540072910900292,-0.0150771842119429,0,0,0.0592970605525739,0,0,0.0183499769624317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073557448602121,0,0,0,0,0,0.0263657239413554
X601988.CH.EQUITY,0,0,0.35293902827085,0,0,0,0,0,0,0.221686901951472,0,0,0,0,0,0,0.205910727666178,0,0.0616173219618906,0,0,0.0439903033319729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.407389197949493,0,0,0.0374136860434513,0,0,0,0,0,0,0,0,0,-0.139571756301211
X600036.CH.EQUITY,0,0.00736172494964268,0.0911481565002698,0,0,0,0.0312480958990556,0.0622508076369554,0,0,0,0.105217340744766,0,0,0,0,0,0,0,0.127944608008728,0,0,0,0,0.00975774527771649,0,0,0,0,0,0,0,0,0.390263984234076,0,0,0,0,0,0,0,0,0,0,0,0.0782657631553363,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.293151498115181,0,0,0,0,-0.0677914587230955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698852678785,0,0,0,0,0,0,0,0,0,0,0.0820835418789768,0.189207089174859,0,0,0.140728198191716,0.0510234826338215,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0380681052002678,0,0,-0.0528172212674765,0.0409429692385527,0.0407753087495106,0,0,0,0,0.186398742484791,0,0,0,0,0,0.155860796498864,0.139914832213024,0,0,0,0.186371589221975,0,0,0,0.317114469738662,0,0,0,0,0.135418342638527,1.38777878078145e-17,0
X5.HK.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0405310538560389,0,0,0,0,-0.452889767609225,0.652313198260749,0,0,0.121503512291776,0.614410509205886,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497981767896841,0,0,0,0,0,0.181873534120948,0,0,0
X601658.CH.Equity,0,0,0,0.0294806488820941,0.00542790324844772,0,0,0,0,0,0,0,0,0,0,0,0,0.254891952480061,0.120303680911847,0,-0.0850712117551767,0,-8.67361737988404e-19,0,0,0,-0.00595986142485369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270126332336285,0,0,0,-0.0321676288149616,0,0,0,0,0,0,0
