,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.216789763985247,0.0229860013449926,0,0,0.401134891087432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197233661871277,0,0.056056941703444,0,0,0.0445158434768943,0,0,0.0640947004458388,0.0251550778417122,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838721322186931,0.0497446665078848,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431026,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,-0.00870765467018783,0,0.163521455155111,0,0,0,0,0,0,0.111183296960755,0,0.069936875509586,0,0,0,0,0,0,0,0,0,0.0743430374095867,0.182848444045395,0,0,0.0745108888934241,0,0,0,0,0,0,0,0,-0.12781947805691,0,0,0,0,-0.0808244486093869,0,0,0,0,0,0,0.23400863502753,-0.0330595672180234,-0.0624690331346003,0
X601939.CH.EQUITY,0.623269994998656,0.0188874916362955,0,0,0,0,0,0,0.104844493054408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184374266554381,0,0,0,0,0,0,0,0,0.148483450217973,0,0,0,0,0,0,0,0,0,0,0,0.129076024326196,0,0,0
X601288.CH.EQUITY,0,0,0,0.0878970229987495,0,0,0,0.398370623890489,0,0,0.110476068637082,-4.33680868994202e-19,0.029673255962871,0,0,0,0,0,0.0773465463118203,0,0,0.0436502166412296,0,0,0.171077138900582,0,0,0,0.00980710434216366,0,0,0,0.159321342204771,0,0,-0.0576824294621047,0,0,0.00543698646848138,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143784291053386,0.0178029005595249
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0828624144560143,0.0167294032297577,0.291531322239238,0,8.67361737988404e-19,0,0,0,0.0566639110466874,0,0,0,-0.0549820743201715,0.0236171288678511,0,0,0,0,0,0,0,0,0.157198834022459,0,0,0.000713116358039327,1.0842021724855e-19,0,0,0,0,0,0,0.204066249176531,0.243378728926873,0,0,0,0,0,0.153445656939966,0,0,0,0,0.180715130499271
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.145333537919896,0,0,0,0.415499415842703,0,0,0,-0.0151511877266507,0,0,0.0417067346040446,-0.0936820673404788,0,0,0,0,0.167917467187382,0,0.0585614336197791,0,0,0,0,0.0948807260950968,0,0,0,0,0,0,0,-0.187891460702734,0,0,0,0,0,0,0,0.0388431317051453,0,0,0,0,0,0,0,0.0786200978494744,0,0,0,-4.33680868994202e-19
X5.HK.EQUITY,0,0.193222511098997,0,0.0843442023632577,0,0,0,0,0,-0.145694963413769,0.0281213553618084,0.0542286889565498,0,0,0,0,0,0,0,0,0,0,0,0.166214974217421,0,0,0,0.142215097094138,0,0,0,0,0,0,0,0,0,0.282970719163847,0,0,0,0.0603575601532993,0,0,0,0,0.019989414497731,0,0,0,0,-0.0688374123093469,0
X388.HK.EQUITY,0,0,0,-4.33680868994202e-19,0,0.0712501167078605,0,0,0,0,0,0,0,0,-0.0424956422644027,-0.0995605440763261,0.353649330716782,0,0,0,0,0,0,-0.0504453937422685,0,0,0,0,0,0,0,0,-0.198247562171735,-0.0647840480595397,0,-0.164104837758798,0,0,0.167931513116963,0,0,0,0.0547723661535186,0,0.0682976694126396,0,0.134944285356055,0,0,0,0,-0.51549951671334,0
