,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,-2.77555756156289e-17,0,0,-0.138130390129724,0,0,0,0,0,0,0,0,0,0,-0.096123692299056,0,0.431542318115479,0.689430792070073,-0.1292035156895,0,0.0392713981992882,0,0,0,-0.0831093966893488,0,0.107990750241417,0,0,0,0,0,0,-0.341905225901212,-0.133820528400734,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.315678904895045,0,0,0,0,0,0.0967412555399779,0,0,0,0,0,0.159059939374121,0,0,0,0,0,0,0,0,0,0.0469018084187852,0.0193231308806639,0,0,0,0,0,0,0.317231625045606,0,0,0,0,0,0,0,0,0,0.0100805839989721,0,0,0,-0.0592958563089862,0,0
X601939.CH.EQUITY,0,0,0,0.805700344986426,0.0269515134692902,0.001354636678967,0.0571574074126574,0,0,0,0,0,0,0,0,0.0289450597094622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427248464148369,0,0,0,0.0436983586550182,0,0,0,0,0,0,0.0456825691219737,0,0,0,0,0.00142082862449207,0,0,0,0
X601288.CH.EQUITY,0,0,0.914892663350229,0,0,-0.0746208455032789,0,0,0,0,0,0,0,0,0.00126640868412826,0,0.0141809985210111,0.12662464271628,0,0,0,0,-2.16840434497101e-19,0,0,0,-0.0288382970375144,0.0538996544543436,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.106047825477872,0,0,0,0,0,0,0,0,0,-0.0417607778580658,0,0
X601988.CH.EQUITY,0,0,0,0.0491350899075967,0,-0.00661271205860248,0,0,0,0,0,-0.00991467829496624,0,0.0349129519979547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164138347942615,0,0,0,-0.178508516679524,0.971535767454526,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.87606737679139,0,0,0,0,0,0,0,0,0,0.0679247798790066,0,0,0,0,0,0,0,0,-0.0820824131807141,0,0,0,0,0,0.0481373147648728,0,0,0,0,0,-0.0373826497370362,0,0,0.0396752935469436,0,0,0.0649692350075132,0,0.148580772801279,0.108128207618258,0
X600036.CH.EQUITY,0,0.0499625677275833,0.352164086148905,0,0,0,0,0,0,-0.000512020532983994,0,0,0,0,-2.16840434497101e-19,0.157182212520456,0,0,0,0,0,0,0,0,0,0,0,0.198588733509296,0,0,0,0,0.226621927831152,0,0,0,0,0,0,0,0,0,0,0,0.0549644228681534,0.00171149865460805,0,0,0,0,0,0,0.0562298181836175
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30559091896855e-05,0,0,0,0,0,0.298684198134491,0,0,-0.232631247999143,0,0,0.109090263149028,0,0.215777672800934,0,0.283523657467772,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0069000391486454,0,0,0,0,0.31929890251945,0,0,-5.42101086242752e-20,0,0.144061015256541,-0.0456885559815703,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262182882296,0,0,-0.0482987878685513,0,0,0.264198437888117,0,0,0.12643798127151,0,0.223052824175825,0,0,0,0,0,0,0,0.0189429324541412,0,0,0,0,0,0,0.106650654034555,-0.133791621406933,0,0,0,0,0,0,0.149697075373633,0,0.227528211487179
X388.HK.EQUITY,0,0,0,0,0,0.280713358919814,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.241361372625312,0,0,0,0,0,0,0.483504792310605,0,0,0,0,0,0.00251330213465308,0,0,0,0,0,-0.0598890803956637,-0.0415269768239538,0,0,-0.13017854014038,0.25364092968798,0,0.0265368496580164,0,0,0,0,-0.117892641063835,0,0
