,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.221924341895756,0,0.404745964937518,0,0,0,-0.0104854698987754,0.146853425193386,0,-3.46944695195361e-18,0.0936892882993632,0,0,0,0,0,0,0,0,0,0,-0.0751332547643733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444390232689074,0.00698784034512005,0,0.122817941196182,0,0
X601939.CH.EQUITY,0.354078214992185,0,0,0.286127130943557,0,0,-0.0952258925441219,0,0,0,0.00279333040321345,0,0.140306979040211,-0.0648197941180507,0,0,0,0,0,0,0,0,0,0,0,0.0316905738976254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201853413307473,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0
X601288.CH.EQUITY,0.450008441756614,8.67361737988404e-19,0,0,0.209328429466263,0,0,0,0,0,0,0,0.0159886503237059,0,0,0,0,0,0,0,0,0.170207096487403,0,0,0,0,0,0,0.0199269281759447,0,0,0,0.0264193130212218,0,0,0,0,0,0,0,0,0,0.0643297458573065,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.105368660937831,0,0.356177475955542,0,0,0,0,0,0.283050407109912,0,0,0,0,0,0,0.254467029699495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101071559071952,0,0,0,0,0,0,0,0,0,0,0,-0.108230737247711
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882474405379169,0,0,0,0,0,0,0,0,0,0.142078183933432,0,0,0,0,0,0,0,0,0,0,0,0.0135818200928294,0.176946865113335,0,0,0.0313440528588769,0,0,0,0.188425025254685,0,0,0,0,0,0,0,0.0234699298009127,0,0.225270638503012,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.187281376237342,0,-0.088635965919542,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,1.1970424767337,0,-0.776200924884219,0,0.492399454443411,0,0,0,0,0,0,0,0,0,0,0,0,0.4334779233776,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0833581008442382,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0
X601658.CH.Equity,0,0,0,0.165440261952286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138374717608237,0,0,0,0.141137855188135,0,0,0,0.294852732742961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0845901019676216,0,0,0.323600833886359,0,0,0,0,0,0,0,0,0.193556471580915,0,0,0,0,0,0,0,0.0200866530146462,0,0,0,0,0,0,0,0,0.0495228106183929,0,0,0,0,0.0411598233592611,0.0630529915476509,0.0514179609602032,0,0.14054834598681,0,0,0,0.0972464515575894,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0376417142421445,0.0704396769234163,0,0,0,0.270270981094919,0,0,0,0,0.098880138630261,0,0,0,0,0,0,0,0.124064658911169,0,0.0442558967752766,0,0,0,0,0,0,0,0,0,0.149979866853213,0,0,0,0,0,0,0.0250669753270922,0,0,0,0.00280233973933619,0,0,0.101095223752342,0,0,0.0643933036846318,0.032726793587165,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.332125898548814,0,0,0,0,0,0,0,0,0,0.165451616122364,0,0.00896704390504437,0,0,0.213540937766264,0,0,0,0,0,0,0.0221816186082891,0,0,0,0,0,0,0,0,0,0.123048484784451,0,0,0,0.113671885925881,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.110333704090071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.442413273187609,0,0.225756872105149,0,0.030441788238862,0,0.136575006893181,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0
X388.HK.EQUITY,0,0,0.221441602619316,0,0,0.00556467112233044,0.465630492146608,0,0,0,0,0,0,0,0,0,0,0,0.0314464484401,0,0,0,0,0.0363938779594224,0,0,0,0,0.00854434427599214,0,0,0,0.0154812872404748,0,0,0,0,0,0,0,0,0,0,0.00179798593424365,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.153979857294624,0,0,0.0342246323973892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251081456937766,0.258420012021379,0,0,0,0,0,0,0,0.0680884787786044,0,0,0,0,0,0,0,0,0,0,0.119291099941115,0,0,0,0,-0.102136320082586
