,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.243670071535954,0,0.178339234915122,0,0,0,0,0,0,0.198887545676097,0,0,0,0,0,0,0,0,0,0,0,0.0492032811984695,0,0,0,0,0,0,0.129536869245008,0,0,0,0,0,0,0,0,0,0,-0.0640437720484839,0.0398900590794232,0,0,0,0,0,0,0.0232951629687006,-0.0109071077947383,0,-0.209680096845984,0
X601939.CH.EQUITY,0.453944504694288,0,0,0.0808948555470986,0,0,0,0,0,0,0,0,0,0.103453542833217,-0.149120011394717,0,0,0,0,0,0,0,0,0,0,0.269585814061393,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0210412489027372,0,0,0,0,0,0,0,0,0,0.142315687599459,0.0714807004812927,0,-0.0749546608232234,0,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296449475077647,0.0946441444592516,0,0,0.174295400165665,0,0,0,0,0,0,0,0,0.185012763014281,0,0,0,0,0.0447953084675865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119212723114615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.483225550198201,0,0,0,0,0,0.309389673711162,0,0,0,0,0,0.190099107705603,0,0.142576872768735,0,0,0.0540870201633844,0,0,0,0.0378391768212717,0,0,0,0,0,0,0,0,0,0,0,0,-0.528307340674089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258397186609681
X600036.CH.EQUITY,0,0.0497620349126576,0,0,0,0,0,0,0,0,0,0,0.169950890512536,0,0,0,0,0.0286607286456121,0,0,0,0,0.207903533686414,0.0133017313836068,0,0,0,0,0,0,0,0,0.357865476308932,0,0,0,0,0,0,3.46944695195361e-18,0,0.112163372157805,0,0.142510161150579,0,0,0,0.00283659317594646,0,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0282956363905445,0,0,0,0,0,-0.103988435832065,0,0,0,0,0,0,0,0,0,0,0.302882613004481,0.147965351584409,0,0,0,0,0,0,0,0.100284943564162,0,0,0,0,0,0,0,0,0.0457040442141632,0.180897938426318,0,0,0,0,0,8.67361737988404e-19,0,0,0.147050582364859,0,-0.0373560030193604
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0780723622423049,0.0729960055377456,0,0,0,0,0,0,-0.0453937885656005,0,0.0980945252842176,0,0,0,0.14378478036165,0,0,0.289182497059537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318551213073778,0,0.109525417899268,0,-0.150136128962598,-0.154211407218942,0,0,0,0,0,0,0,0,0,0,0,0
