,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.436665887788695,0,0,0,0,0,0,0,0,0,0,0.334716694914647,0,0,0,0,0,-0.0398932492459442,0,0,0,0,0,0,0,0,0.0648677859552331,0,0,0,0,0,0,0.00484421562510333,0,0,0,0,0,0,0,0,0.00985641053235859,0,0.127459342397301,0,0,0,0,0
X601939.CH.EQUITY,0.280452211337724,0,0,0,0,0,0,0,0,0,0,0.13653405378619,0,0.383893351228471,0,0,0,0,0.0691513875291087,0,0,0,0,0,0,0,0,0,0,0.0173209389615923,0,0,0,0,0.0749431330164482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521,0,0,0
X601288.CH.EQUITY,0.320722861886181,0.124964462779596,0,0,0.381544842503501,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.096332511230031,0.0373016161097015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177200444677344,0,0,0,0,0,0,0.238542295507749,0,0,0.0933691412867148,0,0,0,0,0,0,0,0.0235141660032723,0,0,0,0.0979659687379477,0,0,0.0741619526924826,0,0,0,0,0.101488951520693,0,0,0,0,0,0,0,0.0650711454092634,0,0,0,0.0492437781095514,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.285088184026981,0,0,0.166353942710384,0,0,0,0,0.583499988545891,0,0,-1.73472347597681e-18,0,0.586856301963237,0,-0.647360441148151,0,0,0,0.114379490691739,0,0,0,0,0,0,0,0,0,0,0.00846921800406459,0,0,0,0,0,0,0,0,-0.213655901829196,0
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0357060223354967,0,0,0,0,0,0,0,0,0,0.0258167899285786,0,0,0,0,0.168476811519667,0,0,0.055203421035134,0,0.096701057947649,0,0.10751145450719,0,0,0,0,0,0,0,0.0541719446707138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369869225478662,0,0,0
X601628.CH.EQUITY,0,0.284699711756669,0,0.136422510660191,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0154893206103736,0,0,0.0582693593724198,0.0294378002334119,0,0,0,0,0,0,0,0,0,0.193246466159093,0,0,0,0.016396078814115,0,0,0,0,0,0,0,0,0.112270789094897,0,0,0,0,0,0,0.012658259921054,0,0
X601658.CH.Equity,0,0,0,-0.0203850650469388,0,0,0,0,0,0,0,0,0.226167295917547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394911249902999,0.172667881211177,0,0,0,-0.079453606628012,0,0.43267955317495,-0.310345119462151,0,0,0,0,0.912132448700628,0,0,-0.544119565956979,0,0,-0.151424646976243
