,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.113833005111379,0,0.0858264006499965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412291566632719,0,0.499637359551192,0,0,0.15118663882852,0,0,0,0,-0.148870038585295,0,0,0,0,-0.166670379536623,0,0,0,0,-0.808355653330718,0,0,0,0,0,0,0.0905765514327701,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.269584857193177,0,0,0,0,0.189487174312985,0,0,0.00596249599815999,0,0.160504760958278,-0.00443917850482299,0,0,0,0,0.0453374538889106,0,-0.0203772999834909,0,0.015496141315304,0,0,-0.0510733688480471,0,0,0,0,0,0,0,-0.0903096838847573,0,0,-0.0655893006835289,0,0.0494985451178901,0,0,0,0,0,0.45075804735698,0,0,0,0,-0.134122757049142,0,0
X601318.CH.EQUITY,0,0,0,1.73472347597681e-18,0.0666042971926443,0.295227985586818,0,0,0,0,0,0,0,0,0,0,0,0,0.0494320888387505,0,0.129325706754132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328769269963805,0,0,0,0.026416964607932,0,-8.67361737988404e-19,0.0745015036197217,0,0,0,0,0
X601288.CH.EQUITY,0,0.615294628497557,0,0,0,0,0,0,0,0.0459156425211325,0,0.0138976309651985,0.125893387152958,0.0479065437323536,0,0,0,0,0,0,0,0.036088929317827,0.182160387237489,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.10278160597249,0,0,0,0,0,0,0,0,0,-0.0566863205659563,0,0,0,0,0,-0.0727586076753632,0,0,0
X601988.CH.EQUITY,0,0,0,0.388654165152807,0,0,0,0,0,0,0.23003644070794,0,0,0,0,0,0.224297788335147,0,0,0.137458295729603,0,0,0,0,0,0.0656347644902254,0,0,0,0,0,0,0,0,0,0,0,-0.542426985244248,0,0,0,0,0,0.0881238900117278,0,0,0,0,0,0,0,0,-0.29215754123055
X600036.CH.EQUITY,0,0.123264837979613,0.0087593416412047,0,0,0,0,0.121277561089295,0,0,0,0,0.0788228341396419,0,0,0,0,0,0.0359077991825233,0.0418766877991546,0.0841741782494773,0,0,0,0,0,0,0,0,0,0,0,0,0.361254262696892,0.103607272184164,0,0,0,0,0,0,0,0,-0.0614489314767195,0.0450459430940638,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0222660675284931,0,0,0,0,0,0,0,0,0,0.153296741751526,0,0,0.118442314186262,0,0,0,0.302345262015793,0,0,0,0,-0.114745275176917,0.0467235996304016,0,0,0,0,0.0397025566192606,0,0,0,0,0.0493454845838473,0,0,0,0,0.0261641404378598,0,0,0,0,0.33775923671074,0.0360931555919143,0,0,0,0.0345389700398218,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.339586617052824,0,0,0,-0.161410214137757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0339328882020955,0,0,0,0,0,0,0,0,0.0678669243507686,0.168503411828539,0,0.0973728774040024,0,0.130085921906768,0.0707587616479733,0,0,0,0.138541259522991,0,0,0,-0.0605993284530193,0,0,0,-0.00439727614340878
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457142835824988,0,0,0,0,0,0,0.041926011281568,0.536717069687146,-0.338878550142696,0,0.593093729754761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469934008747961,0,0.21374276262233,0,0,0
X388.HK.EQUITY,0,0,0.27387226876815,0.0279674157132434,0,0,0,0,-0.0291758200052258,0,0,0.0103714276202554,0,0,0,0,0,0,0,0,0,0.196089937337632,0,0,0,0,0,0,0,0,0,0,0,0,0.142216918307177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
