,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.203935819851383,0,0.00957841408655048,0,0,0.393990084584295,0,-2.16840434497101e-19,0,0.0179132194385525,0,0,0,0,0,0,0,0,0,0,0,0,0.248991540809693,0,0,0,0.0199617609684657,2.16840434497101e-19,0,0,0.093086401575278,0,0.0641192135383352,0,0,0,0,0,0,0,-0.00413773092381217,0,0.0281180619857522,0,0,0,-0.0987260438313605,0,0,0,0
X601318.CH.EQUITY,0,0,0.131029330920796,0,0,0,0,0,0.134727966478961,0,0,0,0,0,0.209532615558861,0,0,0,0.00391713659488663,0,0,0,0,0,0,0,0,0.163789079415824,0.212919077964255,0.117554052261217,0,0,0,0,0,0,0,0,0.14496339282512,0,0,0,0,0,0,-0.0662016592887241,0,0.0261803227539775,0,0,0.039148866349679,0,-0.12628864421506
X601939.CH.EQUITY,0.535744385301416,0.136904701172784,0,0.0718564192945171,0,0,0,0,0.108009624732215,0,0.100571495559144,0,0,0,0,-1.73472347597681e-18,0,0.0906385051603214,0.0942172993169296,0,0,0,0,0,0,0,0,0.12961609752291,0,0,0,0,0.138365643009853,0,0,0,0,0,0,0,-0.0367430443791122,0,0,0,0,0,0,-0.0282913708783103,0,0,0.0899836965656627,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.208557192399506,0,0,0,-0.0713849960368123,0.126737386047781,0,0.0174157805939106,0,0,0.136731989116907,0,0,0.0931558317816299,0,0,0,0,0,0,0.391298237864894,0,0.0438532197630357,0,0,0,0.0017187832680875,0,0,0,0,0,0,-0.0616868720414575,0,0,0,0,0,0,0,0,0,0,0,-0.055320979731017,0,-0.0967055947121886
X601288.CH.EQUITY,0,0,0.044042847609364,0,0,0,0,0.544953209997168,0,-0.0519631670806468,0,0,0,0,0,0,0,0,0.0750285909172484,0,0,0,0,0.0900958418467174,0.0961576627400617,0,0,0.107974939808469,0,0,0,0,0.0315274350763446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028511408504547,0.0200059505300615,0.052755848503801,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0986783228340269,0,0.182785206807103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196651495358388,-6.93889390390723e-18,0,0,0,0,0,0,0,0.125365897688322,0,0.00933085670957906,0,0,0,0.0812780879313414,0,0.125480819541851,0,0.154874918333679,0,0,0,0,0,0.210123193560694,0,-0.139053721601386,0,0
X601628.CH.EQUITY,0,0,0,-0.0297558780139335,0,0.0272407695420764,0,0,0,0,0,0,0,0,0,-0.0229804759673901,0.127151095396295,0,0,0,0,0,-0.129634412440506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450638568934435,0,0,0,0,0,0.00413026944540408,0,0,0,0,0,0,0,-0.0414147616845314,0
X601988.CH.EQUITY,0.271877637191467,0,0,0,0.307238335338104,0,0,0,0,0,0,0.0855737068250914,-0.00516752932686599,0,0,0,0,0.111440595496777,0,0,0,0,0,0,0.0820610437385671,0,0,0,0,0,0,0,-0.211132994460889,0,0,0,0,0,0,0,0.0610925731266879,0,0,0.0800133467103887,0,0,0,0,0,0,0,0,0.0169038182100908
X5.HK.EQUITY,0,0.183470996237836,0.118081227624085,0,0,0,0,0,0,-0.2185513391845,0.0523906615716661,0,0,0,0,0,0,0,0,0,0,0,0,0.256238329022206,0,0,0.120574002972858,0,0,0,0,0,0.0231600648664685,0,0.0293800527179378,0,0,0,0.258445905381658,0,0,0,0.157127410580311,0,0,0,0,0,0,0,0.0183555068741279,0,0
X388.HK.EQUITY,0,0,0,-0.0463347535884844,0,0,-0.110091793407746,0,-0.24552720961357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553318571578846,0,0,0,0,0,0,0,-0.162509752294471,0,0,0,0,0.271973368794308,0,0,0,0,0,0.0229474753796002,0.344562862257642,0,0,0,0.0858563490479409,0,0.0665196687706935,0,0
