,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.412139596701979,0.114576515819587,0.0748649201838639,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0.0872384778719728,0,0,-0.0649658215225205,0,0,0,0,0.0604141810041969,0.0388669890036238,0,0,0,0,0,0,0,0.0529831331016899,0,0,0,0,0,0.0986846941669813,0,0,-3.46944695195361e-18,0,0,0,0.244127703433099,0,-0.110585599986684,0,0
X601318.CH.EQUITY,0,0,0,0.148187495365942,0,0,0,0,0.153256295738671,0,0,0.105427293460963,0.0244604744531478,0,0,0,0.00835985332594739,0,0.117731525179214,0,0.258062397898232,0,0,0,0,0,0,0,0,0,0.120517959366197,0,0,0,0,0.0224490085443287,0,0,0,0,0,0,0,0,0.0158227405804562,0,0,0,0,0,0,-0.0186696219802141,-0.15732624629108
X601939.CH.EQUITY,0.00797749424799027,0,0,0,0.228089518736775,0,0,0,0,0,0,0.194351986647263,0,0.0394614784982258,0,0,0,0.0667358897243217,0,0.0439090224823634,0,0,-0.0588279015566886,0.374732129802131,0.224522776065762,-0.0506692743836331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,8.67361737988404e-19
X600036.CH.EQUITY,0,0.124652439819679,0,0,0,0.0490152413575454,0.133287484538702,0.116704510783447,0,0,0,0,0.168620336936393,0.107872067649815,0,0,0,0,0,0,0,0,0,0,0,0,0.283628128168156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124166398088052,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0973849375722382,0,0.145390453348179,0,0,0.057489540774262,0,0.293429671225408,0,0,0,0,0,-0.0537453357366739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905449479943165,0,0,0.0866941115029646,0,0,0,0,0,0,0,0,0.11593914688539,0,0,0.18611394392647,0,0,0,0,0,0,-0.0694240568580018,0
X601628.CH.EQUITY,0.0222265950933764,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.101634793781055,0,0,0,0,0,0.179269786644189,0,0,0,-0.109245161328679,0,0,0,0,0.298153031003047,0,0,0.566419527540643,0,0,0,0,0,-0.0244603616099503,0.106220864384733,0,0,0,0,0,0,0,0,0,0,-0.0187823964242343
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0359078666083281,0,0.277658391407019,0,0,0,0,0,0.106969872735266,0,0,0,0,0,0,0,0,0,0.00997408644858176,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0563974452687992,0.00386070873898603,0,0.118783089557272,0,0.184429330637262,0.167742353056857,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0200455497395491,0.0945180033074669,0.216619506461113,0.107248602001443,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3052646158286,0,0,0,0,0.021581268050869,0,0.229904176688444,0.0933612194554127,0,0,0,0.162065188012346,-0.129599565526125,0,0,0,0,0,0,0,0.0748033741938591,2.16840434497101e-19,0,0,0,0.0147219471784262,0,0,0,0,0,0,0,-5.42101086242752e-20
X5.HK.EQUITY,0,0,0,0,0,0.114520283950697,0,0.0808655386121818,0,0,-0.0402480596163296,0,0,0,0,0,0,0,0,0,0.0909174501034566,0.127461224489976,0,0,0,0.197016961576467,0,0,0.0151523551797024,0,0,0,0,0,0,0.0277469558093509,0,0,0.322832119888549,-0.0501042347316649,0,0,0,0.134274887757141,0,0,0,0.0885955388382495,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.15657724753991,-0.0808817297027346,0,0,0.0618482259737202,0,0,0,0,0,0,0,0.347092101073338,0,-0.0831954812411318,0,0,-0.131152430283479,0,0,0.174639518844242,0,0,0.295225814879727,0,0,0.0828173240312628,0,0,0.204823260321393,0,0,0,0,0,0,0,0.0603036095191211,0,0,0,0,0,0.0614161024525846,-0.327244132325232,-0.0479546418470328,0,0,0.188313634221931,0,-0.0876643061007092
