,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.221315580256746,0,0,0.104636360310172,6.93889390390723e-18,0,0,0,0,0,0,0.116709225056208,0,0,0,0,0.0247988331673282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120585280195411,0,0.0811453808632523,0.0918505484433737,0,0,0,0,0,0,0,0.0810851876731123,0,0.0442541701792077,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.181649507756311,0.486116386964211,0,0,0,0,0,0,0,0,0,0,0.185063646597663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458550483796574,0,0,0,0,0,0,0.167726452845853,3.46944695195361e-18,-8.4815313074075e-05,0,0,0,0,0,-0.105294060108454,0.0392332145187652
X600000.CH.EQUITY,0,0,0,0,0.081765469967344,0.465249517349739,-0.0112247866852876,0.0301588866623956,0.173670604398023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197505927582064,0,0,0,0,0.0640291763606676,0,0,0,-8.67361737988404e-19,0.0259768020286846,0,0.0244615509693679,0
X600016.CH.EQUITY,0,0.0555411834196109,0,0,0,0.19635415924799,0,0.0102131892216274,0.160830655382604,0,0.0573245617752187,0,0,0,0,0,0,-0.16785427379915,0,0,0.176453393468029,-0.419252255079585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168233518306629,0.0789754477742092,0,0,0.00725781478589988,0.217899821224324,0,0,0,0
X600036.CH.EQUITY,0,0.431991260301721,0,0,0,0,0.0788722132388663,0,0,0,0,0.386912426973734,0,0,0,0,0,0.0780899870883394,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319724441402817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036856975103444,0,0,0.0994329975639813,0
X601166.CH.EQUITY,3.46944695195361e-18,0.0444455251886501,0.122483483382894,0.0475772967395375,0,0,0,0,0,0,0,0,0.520577715505688,0.0828892060983411,0.0560091981667934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389386433662325,-0.0297944641000735,0,0.0123100501035095,0,0.012715115469879,0,0,0,0,0.026305305770114,0,0,0.0684004448860336,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.823987260006169,0,0,0,0,0,-0.0159795707329493,0,0.212023787418331,0,0,0,0,0,0,0,0,0,0,0.339336559067178,-0.13333988461374,0,0,-0.00408893683451004,-0.148502586089504,0,0,0,0,0,0,0,0,-0.131981102847388,0,0,0,0,-0.202607063577047,0,0,0
X601288.CH.EQUITY,0,0,0.0405341327573856,0,0,0,0,0,0.0153025552300511,0,0.0054222571756879,0.880783610105889,0,0,0,0,0.030368485829672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126317050884825,0,0,-0.0676615883968847,0,0,0.0326454206577197,-0.0993117296211816,0,-0.123953009289678,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0859527516476228,0.330060756498475,0,0,0.14523836690813,0.10868149600687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489750988634864,0,0,0,0,0,0,0,0,0,0,0,0.0129440282879806,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.0043215187968807,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.843908089943845,0,0,0,0,0,-0.0628309328508011,0,0,-0.113665047667334,0,0,-0.34513888908462,0,0,0,0,0,-0.130602557865491,0,0,0,0,0,0,0,0,-0.0864999202968456,-0.129932826763394,0.0550094908127362,0,0,-0.121323589886676,0,0,0.586988585963852,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.113052946696567,0.0323626740496484,0,0,0.1714234940885,0.0506769426757753,0,0,0,0,0,0,0.119275862482704,0,0.0531774950937447,0,0,0,0,-1.73472347597681e-18,0,0,0.0557472063205396,0.0262542264758714,-0.0125981502190524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934737770944393,0,0,0
X601939.CH.EQUITY,0,0,0,0.00385100690243283,0.0588630956088351,0.0298444999296124,0,0.787640003503478,0,0,0.0753540137504361,0,0,0.00692764296746897,0,0,0,0,0.0341042547413521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354613408216895,0,0.0698143645156848,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-0.0282219038301591,0,0,0,1.20915969065413,0,0,0,0,0,0,0,0.02995023041027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192270138789514,-0.0415222101333012,0,0.00952287606765288,0,0,0,0,-0.0902693626308132,0,-0.188904893072406,0,0,0,0,-0.0955534214135
X601998.CH.EQUITY,0,0,0,0,-0.0323212120749516,0.499816619829845,0,0,0,0.208912538904835,0,0,0.223201986894535,0,0,0,0.0106430782112333,0,0,0,0.379398804912155,0,0,0,0,0,0,0,0,-0.27459813854168,0,0,0,0,0,0,0,0,-0.0119765660939618,0,0,0,0,0,0.0526133236574085,0,0,0,0.0194583165273498,0,0
X601658.CH.Equity,0.0411975456587365,0,0,0,0,0.00410827885649138,0,0.237535505139771,0,0,0,0,0,0,0,0,0,0,-0.0279504845153238,0,0,0,0,0,0,0,0,0,0,0.0132094360103613,0,0,0,0.261952844697044,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.120008054615003,0,0.433096089014679,-0.122643862857434,0,0,0,-0.0924133790871631,0.0947975174992688
X11.HK.EQUITY,0,0.112821507742197,-0.15366853639069,0,0,0,0,0,0,0,0,0,0,-0.130395679153665,0,0,0.192898002646187,0.329199508229485,0.0519712327135645,0,0,0,0,0,0.0223013498232715,0,0.0189059052252064,0,0,0,0,-0.148427380332482,0,0,0.0819475151875769,0.12395288650507,0,0,0,0,0,0,0,0.043846822565022,0,0.301170169704532,0,0,-0.0451030616035588,0,0.050092011505913
X2388.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0,0,0.0524948978463074,0,0.0233650692346496,0,0,0,0,0,0.186738939722408,0,0,0,0,0,0,0,0,0,0.0398142494875609,0,0,0,0.0802036177264588,0,0,0,0,0,0,-0.0582132386533437,0,0,0,-0.00263557111807238,0,0,0.106654364288613,0,0.141994425136314,0,0,0,0.460330314429747,0
X5.HK.EQUITY,0,0,0,0,0,0,0.239489826390013,0,0,0,0.0474878746010055,0,0,0,0,0.541540462897724,0.0801437572702007,0,0,0,0,0,0,0,-0.122793125022919,0,0,0,0,0,-0.217788675269504,0,0,0,0,0,-0.0396931294231589,0,0,0.0792044759013518,0,0,0.0603562117067993,0,0,0,0,0.131422673979448,0.0787571777164332,0,0.0893684083978855
X2886.TT.EQUITY,-0.0944589214257832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870308817470646,0,0,0,0,0,0,0,0,-0.252400278409047,0,0,0,0.0709004628022899,0,0,0,0.148898276191271,0,0,0,0.470869220937465,0,0.0791884265210664,0,0,-0.0589781498592558,0,-0.173780235986798,0.304173514280479,0.0842335818407459,0,0.186164538608703,-0.0898328606623746
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00302741612567264,0,0,0,0,0,-0.035939373189049,0,0,0,0,0.112014771733352,0,0.365223125198126,0,0,0.0557858776499371,0.10386977724477,0.102585127477055,0.0547115006249448,0,0,0,0.187363029237315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432948819951618,0
X000776.CH.EQUITY,0,-0.103868026271144,0,0.221151984476718,-0.0700957616458609,0,0.0340905422998874,0,0,0,0,0,0,0,0,0,0,0,0,0.0300069175078058,0,0,0.0122910339880626,0,0,0.0558537178519787,0,0.1673864764412,0.174269885876477,0,0,0,0,0.445618651878709,0,0,0,0,0,0,0,0,0,0,0.0373496831203484,0,0.121430003297889,0,0.0043947576892845,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0.185390546574271,0,0,0,0.160352251974959,0,0,0,0,0,-0.00312564576018179,0,0,0,0,0,0,0,0.205720247343552,0.0776114946969482,0.357668053399242,0,-0.0234682573415456,0,0,0,0,0,0,0,-0.0584858028943652,0,0,0,0.0367950440282446,0,0,0,0,0,0,0,-0.031242148987264
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529668543951583,0,0,0,0,0.145507200713261,0,0.0874376619665493,0,0,0.178809456591827,0.110986345155262,0,0.187963400698215,0,0.0484051745888443,0,0.00660645282287471,0.131076318181146,0,0,0,0,0,0,0,-0.0115129805507297,0,0,0,-0.298656678137691,0.0616143679332509,0,0,0,0,0,-0.147670163266902
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0.0387384463842332,0,0,0,0,0,0,-0.0290468689750512,0,0,-0.0511521487946475,0,0,0,0.0189838670094698,0,0,-0.0704833644866675,0.160026075290877,0.0956774556167272,0.484083977884151,0.0520133720628023,0.0277364441726255,0,0,0,0,0,0.152700739257871,0,0,0,0,0,0,0,0,0,0.124052768767873,0,0,-5.42101086242752e-20,0
