,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0.0396164039954001,0.0091205236761011,0.350949575036104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22510912329741,0,0,0,0.0422296195738246,0.0428838398318079,0,0,0,0,0,0,0,0,0,0,0,0.113871059443578,0,0,0.0927183678223297,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.409263849019306,0,0,0.120219203255858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166573378680673,0,0,0.294402562505814,0,0,-0.295010866113025,0,0,0,0.178517418480631,0,0,0,0,0,0,0,0,-0.169924156195637
X600000.CH.EQUITY,0,0,0,0,0.106673761241547,0,0,0,0,0,0.00765776792721487,0,0.3855239655913,0,0,0,0,0.0168404605440387,0,0,0,0,0,0,0,0.279799161267993,0,0,0,0,0,-0.0196279707877334,0,0,0,0,0,0,0.0809164743104816,0,0.697152755042182,0,-0.0961304113362317,0,0,0,-0.0751313494003796,0,0,0.0819581511733873,0
X600016.CH.EQUITY,0,0.102137638383611,0,0,0,0.102610463379784,0,0,0.0574008634972359,0.110578589203848,0,0.101112205215083,0,0,0,0,0,0.0527694570612129,0,0,0.0780115261442503,0,0,0,0,0.058863500977411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485365486301471,0,0,0.0242766664072028,0
X600036.CH.EQUITY,0.0529112476190316,0.128314308950725,0.137349030851541,0,0,0,0,0.0115768974692652,0.353540210942774,0,0,0,0,0,0,0,0,0.096187385260098,0.0530344337260896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161314759518016,4.33680868994202e-19,0,0,0.00681467458587652,0,0,0,0,0,0,0,0,0.0445777308816192,0,0,0
X601166.CH.EQUITY,0,0,0.0467658335389779,0.0576550975019072,0.120107839586989,0,0.291148568320718,0,0.0175153111537303,0,0,0,0,0.315598805554067,0,0.0413988970446254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648726541510658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633129216310837,0,0.0294386900583032,0,0,0,0,0.0235996535689084
X601169.CH.EQUITY,0,-0.0387907734151672,0,0,0,0.0117837655254202,0,0,0,0,0,0,0,0.781106858739605,0.0663746355378858,0,0,0,0,0.0337544664917778,0.00659973803125381,0.0382989502825256,0.00981998827717691,0,0,-0.0300111233010374,0,0,0,0,0,0,0,0,0,0,0,0.0244939149002431,0,0.00792123097901371,0,0,0,0,0,0.0427964677274876,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.124075641890173,0,0,0,0,0,0.778254505271126,0,0,0,0,0,-0.0313981855455462,0,0.484932538978219,0,0,0,0,0,0,0,0,0,0.230158268345065,-0.0873712203835051,0,0,0,0,0,0,0,0,-0.189689366369079,0,0,0,-0.159002699895424,-0.15731145625259,0,0,0.0488583951051824,-0.141502930045682,0,0.0887659915661807,0.00946622742293035
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.950704085418565,0,0,0,0,0.0561058614596566,0,0,0,0,0,0,0.00649609117282469,0,0,0,0,0.0144573314320095,0,0,0,0.0457658304810017,0,0,-0.100313702470523,0,0,0,-0.0849520406201248,0,0,0,0,0.0383302274759286,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.148533900585576,0.299566948729959,0,0,0.00736897664437895,0.0960487010029661,0.0666114349994907,0,0.185418855883507,0,0,0,0,0,0,0,0,0,0,0.0174106237596223,0,0.0589635068001922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
