,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600926.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0.0461889364667123,0,0.176691461815388,0,0.108217107324334,0,0,0,0.0973786902264656,0.0269689479247455,0,0,-0.0264949393265474,0,0,0,0,0,-0.369927768052388,0,0,0,0,0.407473927592768,0,0,-0.00914966580688375,0.296866019790152,0,0,0,0,0,-0.0641503000295701,0,0,0,0,0,0,0.00284435320364278,-0.0372293640012631,0,-0.0632052214753383,0,0,0
X002142.CH.EQUITY,0.426589634500508,0,0,0,0.0250298058899007,0.160327858842808,0.107354999373022,0,0,0,0,0,0,0,0,0.103149388097181,0,0,0,0,0,0,0.0310686315093039,0,0,0.0392250335692469,0,0,0,0,0,0,0.063474145146072,0,0,0,0,0,0,0,0,0,-0.143703414148943,0,0,-0.0163797623284598,0,0,0,0,0
X600000.CH.EQUITY,0.0828546534681973,0,0,0,0,0,0.05650996913676,0.336610099451358,0.06499111713469,0,0.00596138256246253,0,0,0,0,0.291722525680145,0.00268544847144782,0,0.0962352917218759,0,0,0,0,0,0,0,0.0489599852373679,0,0.0995364442783397,0,-0.0778799565281484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129037811596667,0,0,0,0
X600016.CH.EQUITY,0,0,0.017872783227484,0,0.0158291641280898,0,0.141588963823347,0.41296814086835,0,0,0.206184558328902,0,0.0559767237685513,0.0686585482241221,0.0488437462161083,0,0,0,0.0951570975718115,0,0,0,0,0,0,0,0,0,0,0,0,0.098827758599377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.151510477519969,0,0,0.178419864112852,0,0.0361728947366361,0,0.294598818706549,0,0,0,0,0,0,0,0.0525774975238695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254370745135555,0,0,0.168335122638926,0,0.100663017931943,0.0825455941934888,0,0,0,-0.132352337227061,0,0,0,0,0.011841786638358,-0.0629641815228563,0
X600926.CH.EQUITY,0,0,0,0,0,0,0.563197744710429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242249884787785,0,0,0,0,-0.0890553256938788,0,0,0,0,-0.149387010813073,0
X601166.CH.EQUITY,0.199017248375394,0,0,0.012421630745217,0,0.256312080200028,0,0,0,0,0,0,0.308105131527133,0,0,0,0,0,0.00761356142094228,0.0166962985227723,0,0,0,0,0,0.0859259154500316,-0.0796176353774344,0,0,0,-0.0609766163811301,0,0,0,0,0,0,0.0104742654735979,0,0,0,0,0,0,-0.0768442588181034,0,0.0971526797975448,0,0.0538623084214806,0,0
X601169.CH.EQUITY,0,0,0,0.729432872922884,0.0649203456956528,0,0,0,0,0,0,0,0,0.135815217400507,0,0,-0.0301616245855669,0,0.025336908621517,0.0702957050392722,0,0,0,0,0,0,0,-0.0699806024376244,0,0,0,0.0543958611840339,0.0828443302863048,0,0,0,0,-0.170290468505227,0,0,0,0,0,0,0,0,0,-0.0440838641776851,0,0,0
X601229.CH.EQUITY,0,0,0,0.162979918150384,0.0717232651803783,0,0,0,0,0,0,0,0.0494991964611789,0.0819704333789302,0,0,0.045814563976776,0,0,0,0.0510563529324158,0,0.0262556189010897,0,0,0,0,0,0,0,0,0,0,0,0.104640087324989,0,0,0,0,0.052456366811614,0.0101389976874218,0,0.196122602668882,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0167643537809681,0,0,0,0.00291506716411055,0.101754815354378,0,0.0778955711257777,0,0,0,0.0400041273728934,0.171486989002018,0.428050113564852,0.0443069223983726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112954614217899,0,0
