,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2887.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0,0,0,0.121521843916354,0.121131797408372,0,0,0.0115951496915787,0.128890025179991,0,0,0,0,0,0,0,0.0195156947636999,0,0,0.0298118529807885,0,0.198349271690722,0,0,0,0,0,0,0,0.0475983048768486,0,0.0411870783003271,0,0,0,0,0,0,0,0,0,0.157139437914205,0,0,0,0,0.0271642213423078,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.0851291932657317,0,1.73472347597681e-18,0,0.312680113343942,0,0,0.0215602037553373,0,0,0,0,0.204027833930617,0,3.46944695195361e-18,0,0.0216304200097682,0,0,0,0,0,0,0,0,0,0,-0.0215076991404407,0,0,0,0,0,0,0,0,0.153467000560327,0,0,0.0847462691852227,-0.00738867969324097,0,0.277515874522665,0.00706168969684861,-0.0726964892866562,0
X600000.CH.EQUITY,0,0,0,0.0217671271945169,0,0.0861463638293837,0.106924578712015,0,0,0,0,0.464171312613143,0,0,0.259126284569685,0,0.0480129645541714,0.0347005499712046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162923051238758
X600015.CH.EQUITY,0,0,0.00323347009912256,0,0,0,0.0792772155471226,0,0,0,0.284283261260275,0.259322766214275,0,0,0,0,0,0,0,0.0350478317868023,0,0,0,0,0.241588419283626,0,0.180273541296551,0.00956162768357219,0,0,0,-0.0506957664986116,0,0,0,0,0,0,0,0,0.0873656949515544,0,0,0.10852318276985,0,0,0,-0.130796152346195,0,0,0
X600016.CH.EQUITY,0.0956313767058569,0,0,0,0,0.0620514570935463,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.362347334403106,0.0621231396709613,0,0,0,0,0,0,0.25746130544401,0,0,0,0,0,0,0,0,0.03568954696256,0.0337803204494005,0,0,0,0.0440466292941192,0,0.0397528839758581,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.489973822799925,0.0398944180440886,0,0,0,0,0,0,0,0,0,0,0,-0.00790365505171193,-0.0832415412857753,0,0.199672615476159,0,0,0,0,0,0.287926781265498,0,0,0,0.0511945638199652,0,0,0,0.160143428934551,0,0,0,0,0,0.0114775875789425,0,-0.0635136740544166,0,-0.112331565430593,0,0,0,0,0,0,0,0,0.0845620232485344,0
X600919.CH.EQUITY,0,0,0,0.117084968927571,0,0,0,0.455124969883501,0.148404024276897,0,0,0,0,0.125760408680206,0,0,0,0,0,0.0785372659385081,0,0,0,0,0,0,0,-0.037456370534917,0.127141776086638,0,0,0,-0.131022907020518,0,0.0735746086600096,0,0,0,0,0,-0.106701875394231,0,0,0,0,0,0,0.0436342409779016,0,0,0
X600926.CH.EQUITY,0,0.310049340651346,0,0,0,0,0.425848344351898,0,0,0,0,0,0,0.0724223301760341,0,0,0,0.210523313519234,0,0,0,0,0,0,0,0,0,0,0.117515925825346,0,-0.00463399030394632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00970583604436039,-0.0665452794730637,-0.128814124541978,0,0,0,0.0277527775156146
X601009.CH.EQUITY,0,0,0,0,0,0,0.337787220507377,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0251520129429068,0,0,0,0,0,0.00749193920919169,0,0,0.0824227765161413,0.0581902664205536,0,0,0.18571589748865,0,0,0,0,0,0,0,0,0.47222534020979,0,0,0,0,-0.367938777663974,0,0,0,0,0
X601166.CH.EQUITY,0.00147874617969902,0.291658366023946,0.207049952966014,0.0590419533597358,0,0,0,0,0.0309939218536091,0,0,0,0,0,0,0,0,0,0,0,0.127935301071433,0,0,0,0,0,0,0,0,0.0675510538906223,0,0,0,0,0.177243524528367,0,0,0,0,2.77555756156289e-17,0,0.0305448397147004,0,0.0782267426764088,0,0,0,0.0573831046819817,0,0,0
