,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.213194827939613,0,0,0.10120412449304,0.0102400550192609,0,0,0,0,0,0,0.108915910068666,0,0,-3.46944695195361e-18,0,0.0855677153360651,0.0513440003185183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081314483847295,0,0.0764333249519182,0.0867980552828279,0,0,0,0,0,0,0,0,0,0.0567547513479833,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.164740265427691,0.307875935714692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252862684392355,0,0,0.255450692692801,0,0,0,0,0.104420061483465,0,0,0,0,-0.0363149556202703,0,0,0,0,0,0.0731658794476219
X600000.CH.EQUITY,0,0,0,0,0,0.47935115406874,0,0.043193758274019,0.169175827623868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355328494671031,0,0,0,0,0.0381944802228146,0,0,0,0,0,0,0,0,0.0806040098883131,0,-6.93889390390723e-18,0,0
X600016.CH.EQUITY,0,0.10621181845637,0,0,0,0.153318859887869,0,0,0.156609704687359,0,0,0.0419333253956928,0,0,0,0,0,-0.128646701315303,0,0.34528788280482,-0.395731747864775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662035188817465,0.117224593024323,0,0,0.123972818244864,0,0,0,0,0
X600036.CH.EQUITY,0,0.317062961976334,0,0,0,0,0.0879167531717696,0,0,0,0,0.412892482291142,0,0,0,0,0.0701494729985336,0.0396285195896715,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361221216402153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425137976119423,0,0,0.140258546316593,0.0575979923455037
X601166.CH.EQUITY,0,0.0864257496339184,0.0970980043769955,0.0262892720717139,0.0110065548099246,0,0,0,0,0,0,0,0.576907647806663,0,0.0455718522627484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320358561225148,-0.0292900887913266,0,0,0,0,0,0,0,0,0.0724963757108526,0,0,0.0366771895768876,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0715646157647261,0,0,0,0,0.764511942904737,0,0,0,0,0,-0.0386340066586209,0,0.319192314955952,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.279290704563159,-0.134958352475144,0,0,0,-0.0752287803714916,-0.144700853813838,0,0,0,0,0,0.0134984073339604,0,0,-0.0945207080365229,0,0,0,0.132210006625658,-0.312898050476227,0,0,8.67361737988404e-19
X601288.CH.EQUITY,0,0,0.0257686351979334,0,0,0,0,0,0,0,0.00908498340986042,0.896352370226264,0,0,0,0,0.00828289441176236,0,0,0,0,0,0,0,0,0,0,0,-0.0252179667035101,0,0,0,0,0.1310202972499,0,0,-0.0606279651122884,0,0,0,-0.106208274953971,0.0149024832348696,-0.100438763720925,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0466642238894618,0.358195607273003,0,0,0.169788856941356,0.1143538007706,0,0,0,0,0.0131190232149438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035097587028521,0,0,0,0,0,0,0,0,0,0,0,0.00749395523708707,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.282459464958685,0,0,2.77555756156289e-17,0,0,0.175974375271581,0,0,0,0,0,0.205063603374954,0,0,0,0,0,0,0,-0.123574558649581,0,0,-0.162621966559045,0,0,0,-0.12534198361103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492870839072863,0,0,0,0,0,0.0782394929961968,0,0
