,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,macro_return_add
X000001.CH.EQUITY,0,0.338321903558454,0,0,0,0,0,0,0.0273460422148063,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.0328763879547141,0,0,0,0,0,0,0.113882571550484,0,0,0,0,0,0,0.0114137796519263,0,0.221822530174593,0,-0.182327339400426,0,0.0573822289779738,0,0,-0.00550660330954068,0.159386644220936,0,0,0
X002142.CH.EQUITY,0.219135287705823,0,0,0,0,0,0.142452290784936,0.00352030623815762,0.0380853631848115,0,0,0,0,0.276190243056112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134751824021982,0,0,0,2.16840434497101e-19,0,0.109749076660727,0,0.141396846220145,0,0,-0.175476766685373,0,0,0,-0.0112757757459069,0,-0.0269456223095367,0,0,-0.106697600517016
X600000.CH.EQUITY,0,0.162441824080154,0,0,0,0.256240185603573,0,6.93889390390723e-18,0,0,0,0,0.135008660791958,0,0.0452019701944722,0,0,0,0,0,0.0502250451096098,0,0,0,0.01495733188843,0,0,0,0,0,0,0,0,0,0,0,0.00822871710376815,0,0,0,0.435971754416397,0,0,0,-0.0253230957222313,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.214237679562669,0,0,0,0,0.470840865886438,0,0.100322305853522,0,0,0,0,0.0532597297056982,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0272929393081971,0,0,0,0,0,0,0,0,0,0,0.104282037258418,0,0.0517817184675179,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0734020661162778,0,0,0,0,0,0,0,0,0,0.0082007673473478,0,0.144368008935462,0,0.312604927598681,0,0,0,0,0,0,0,0,0,0,0,0.19349888680659,0,0,0,0,0,0,0,0,0,-0.00705064473980655,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0806227858760774,0,0,0,0.0386467122332874,0,0,0,0,0,0,-0.0963413557166715,0,0,0,0.108685829776319,0,0,0,0,0.606369920738743,-0.175393614273572,0,0,-0.0107586568029826,0,0,0.222151513622568,0,0,0.0224428872320001,0.0799001224444906,0,0,0,0,0,0,0,0.140319707458123,-0.0873862220737653
X601166.CH.EQUITY,0,0.211622684133769,0,0,0,0,0,0,0,0,0,0,0,0,0.328640354354925,0,0,-0.0206254502366642,0,0,0,0,0,0,0,0.117099276746664,0,0,0,0,0,0,0.223228697816735,0.243597444526054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222212715105975
X601169.CH.EQUITY,0,0,0,0.700407560055929,0,0,0,0,-0.0198909563660939,0,0,0,0.21948685430023,0,0,0.00393550071851048,0,0.0475322961966704,0,0,-0.0220308717144234,0,0,0,0,0.050430799289425,0,0,0,0,0.145485315505716,0,-0.0626359871587872,-0.485981747599228,0,-0.0479518296312309,0,-0.113085950726652,0.502577123438539,-0.080529962124478,0,0,0,0,0,-0.116404447459698,0.0438139077364359,0,0,0
X601229.CH.EQUITY,0.166471552463704,0.209039694406281,0.0165993160929051,0,0,0,0,0,0,0,0,0.528648419029968,-0.141997858150465,0,0,0.196810696507461,0,0,0,0,0,0.0430669318678689,0,0,0,0,0,0,0,0,0,0,0.0624879939491412,-0.13027844292489,-0.0595620479221857,0.30189697664283,0,0,0,-0.117225182597857,-0.0269312099404733,0,0,0,0,0,0,0,-4.33680868994202e-19,0.126667521954107
X601288.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0.0581245373580794,0,0,0.00631811114556693,0,0.144300476802906,0,0.283677652997351,0,0,0,0,0,0,0.000866929906399503,0,0.082165446453007,0,0,0,0,0,0,0.063243979571816,0.295915383628357,0,0,0,0,0.0337374948445705,0,-0.0692466447644976,0,0,0,0,0,0,0,0.12425534557231,0,0,0
