,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.258839313087683,0,0,0,0.262707550043599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170051707391133,0,0,0,0.0915993388399729,0.0353469669473274,0,0.00978580457622043,0.0601893037192633,0,0.0800756062084005,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325284515365675,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.157734386447097,0,0,0,0,0.0854886532489698,0,0,0,0.206972847286861,0,0,0,0,0,0,0.23370904196489,0,0.045503577107106,0,0,0,0,0,0,0.172982446447046,0,0,0.0155177147128619,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0824365784329407,0,0,0.0458344093462715,0,0,0.141755641216363,-0.00233612183246067,-0.0563312678340432
X600036.CH.EQUITY,0,0,0,0,0,0.163391369518213,0,0,0,0,0,0,0.159816795237178,0,0.0678429526753461,0,0,0,0,0,0,0,0,0,0.103866938908588,0,0,0.0447413449953813,0.0371800763718969,0,0,0,0.0744213935891015,0,0,0,0,0,-0.107591687677814,0,0.0257528571160652,0,-0.073354846351365,0,0,0,0,0,-0.0452455451012868,0.397636104708226,-0.0444854411971126,0
X601939.CH.EQUITY,0.615296621747344,0.148219326569037,0,0,0,0,0,0,0,0,0.135694248950199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00747008455306195,0,0.0764871750451547,0,0,0,0,0.0243913677150172,0,0,0,0,0,0.191772132454307,0,0,0,0,0,0,0,0,0,0,0.0938743954615651,0,0
X601288.CH.EQUITY,0,0.0370086018198226,0,0.124867995059677,0,0,0,0.527631430436824,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.045684629999365,0,0,0,0.0399936975199792,0,0.117914098355432,0,0,0.0566023989008092,0,0,0,0,0,0,0,-0.0320281553085009,0,0,0,0,0,0,0,0,0,0,0,0.0427449909859303,0,0,-0.0181575765584739,0.0698777396957735
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.074860367361798,0,0,-0.0787082352513914,0,0,0,0,0,0,0,0,0,0.0750438787646531,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105529749995292,0.102014594788619,0.152050015312472,0,0.184169782656104,0,0,0.0422557352273836,0,0.196380972364038,0,0,0,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.246721608108755,0,0,0,0.346265902639405,0,0,0,-0.00589576659425613,0,0,0.0835495426283171,-0.0263162113286787,0,0,0,0,0.0913252262081078,0,0,0,0,0,0,0.0636757822746056,0,0,0,0,0,0,0,-0.199078186962359,0,0,0,0,0,0,0,0.0903345711307731,0,0,0,0,0.123402662163542,0,0,0,0,0,0.0140681073313056
X5.HK.EQUITY,0,0.201272877783251,0,0.0199543717525432,0,0,0,0,0,-0.12479066108866,0.0535140372301136,0.0960662637626587,0,0,0,0,0,0,0,0,0,0,0.289272150573777,0,0,0,0.13690964151221,0,0,0,0,0,0.0833831327366311,0,0.0370713032272217,0,0,0,0.227632149728837,0,0,0,0.0894570907901849,0,0,0,0.0842920258443023,0,0,0,-0.0347980260093685,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0604221278532354,0,0,0,0,0,-0.149556759181833,-0.0508345578701315,0.314779820219186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273603235097918,0,-3.46944695195361e-18,0,-0.133949480520593,0.321862893421819,0,0,0.161513347427817,0,0.0575118959180127,0,0.0803524418491866,0,0,0,0,0,-0.413312874010838,0
X601166.CH.EQUITY,0,0,0,0.104896658813088,0,0,0,0,0,-0.153598476103092,0,0,0.495122597687464,0,0,0,0,0,0,0,-0.0438120674925589,0,0,0,0,0,0,0.142967623425898,-0.045711721411348,0,0.0995226551461006,0.0783552093702782,0,0,0,0,0,0.023724893815023,-0.0653265604808329,0,0,0,0,0,0,0,0.0909441130854355,0,0,0,0,0
X601658.CH.Equity,0,0,-0.0322042918518822,0,0,-0.0347288209187264,0.0967610421534747,0.44564876425613,0.0701738968906679,0,0,0,-0.0406870927531503,0,0,0.174989610753299,0,0,0,0,0,0,0,0,0,0,0,0.0794633197246228,-0.393171543059349,0,0,0,-0.0674142392341117,0,0,0,0,0,0,0,0.101562610506493,0,0,0.172390363040249,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.176286103783181,0.0842816318390994,0,0,0.111248933995813,0,0,0,0,0.347693814038989,0,0,0,0,0,0.121707074886104,0,0,0.00224058372711732,0,0,0,0.323410121540665,0,0,0,0,0,0,-0.0605249876834751,0,0,0,-0.137025555386578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140028909258763,0,0,-0.164185019307278
X600030.CH.EQUITY,0,0.0591808183843017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140270698034357,0.114063036918628,0,0,0.194945312513391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214685404804311,0,0.0313397617769293,0,0,0,0,0,0.135580772944416,0,0,0,0.1958790194255,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.140890277181087,0,0,0,-0.0551315332455566,0,0,0,0,0,0,0,0,0,0,-0.0236372840009004,0,0,0,0,0,0.00524069580987172,0.24620209896563,-0.175455000454013,0,0,0,0,0.022039515489361,0.712241171566093,0,0,0.0105077109254972,0,0,0,0.00520858263225792,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.37601104099296,0,0.139218959703214,0,0.185577260268314,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0563829845437804,0,0.126073824197588,0,-0.0659141162850818,0,0,0,0,0.196803070934857,0,0,0,-0.0688244653028166,0,0.276952097473782,0,0,0,0,0,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,-0.126906141685417,0.0709192754915347,0,0,0,0.247639740462688,0,0,0,0,0,0.192429891480399,0,0.106516962564824,0,0,0,0,0,0,0.368982108700252,0,-0.026362558724862,0,0,0,0,0.0747715669267133,0,0,0,0,0,0,0.0434931949798889,0,0,0.0110159262751224,0,-0.0697112945306559,0,0,0,-0.0233448545327391
X601328.CH.EQUITY,0.244849374149416,0,0,0.0541555960389915,0,0,0.0428465514030611,0.119374599569823,0,0,0,0.112949965794029,0,0,0,0,0,0,0.188070213780566,0,0,0,0,0,0,0.106826929370383,0,0,0,0,0,0,0,0,0.0373367696463528,0.0491516759176664,0,0,0,0,0.0162690608509586,0,0,0.0910819275713435,0,0,0,0.0987949314594335,0,0,0,0
