,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.375945031144266,0,0,0.0552179683772188,0,0,0,0,0,0,0,0,0.0356349588559845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420588885747319,0,0,0.182108527495252,0,0,0,0.0638052718362527,0,0,0,0,0,0,0,0,0.195003418470457,0.0305102012965402,0.0192303915058921,0.0126521408971259,-2.71050543121376e-20
X601318.CH.EQUITY,0,0,0,0,0,0.028733175777982,0.0497581779566296,0,0.1236717528037,0,0.0757523904287815,0,0.0373117867969156,0,0,0,0,0,0.208703875810529,0,0.273092849273052,0,0,0,0,0,0,0,0,0.0980530392282483,0,0,0,0,0,0,0,0.0533238902876118,0,0,0,0,0,0.0306379464807787,0,0,0,0,0,0,0,-0.124640392476124
X601939.CH.EQUITY,0,0.0235984261549092,0,0.196243811312555,0,0,0,0,0,-0.023669995194668,0,0,0,-0.00689574959539354,0,0,0,0,0,0,0,0.818728044541894,0.0486727709745504,-0.256632082547888,-0.139676837868129,0,0,0,0,0.0517124119707501,0,0,0,0,0,-0.0376617172705068,0,0,0,0,-0.103041806112501,0,0,0,0,0,0,0,0,0,-0.054466411537791,0.0644999256746001
X601288.CH.EQUITY,0.179999696733653,0,0,0,0.0558115162996145,0,0.363503252794256,-0.0613821771233918,0,0,0,0,0,0,0,0.0416707527756632,0,-1.38777878078145e-17,0,0,0,0.0805321576404221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197240056119202,0,0,0,0,0,0,-0.0964653553826859,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114391796306733,0,0,0,0,0.17152680469077,0.420362413521372,-0.030620682451764,0,0,0,0,0,0.0104327192551739,0,0.378769837461621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768434008249354,0,0,0,0,-0.0683223389204559
X600036.CH.EQUITY,0,0.173306352872948,0,0,0.100824656002552,0,0.0680499423000864,0.0816229181522708,0,0,0,0,0.267422729692106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258284403942414,0,0,0,0.0362570892397858,0.0885643677869095,0,0,0,0,0,0,0.105387028726176,0,0,0,0,0,0,0,0.0273826763654562,0,-0.0484653959654544,0,0,0
X601988.CH.EQUITY,0.323767479539169,0,0.00563630568839321,0,0,0.414568549933175,0,0,0,0,0,0,0.0200513856543467,0,0,0,0,0,0,0.0161315676603308,0,0,0,0,0,0,0,-0.0311411322357534,0,0.100238198784358,0,0,-0.0317437500614116,0,0,0,0,0,0,0,0,-0.0920370925022036,0,0,0,-0.14685235302911,2.16840434497101e-19,0,0,0.398112095739186,0.060737385752992,3.46944695195361e-18
X1299.HK.EQUITY,0,0,0,-0.0149070757259954,0,0.0240673933949844,0,0,0,0.301466639716341,0,0,0,0,0,0,0.095532403440167,0,0,-0.0296803774964528,0,0,0,0,0,0.1146065250169,0,0.0570059258363044,0,0,0.0106388878249287,0,0,0,0,0,0,0,0,0,0.136121235722843,0,0.119455542838646,0,-0.0720840674133945,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0837747635349542,0,0,0,0,0.153230810939385,0,0,0,0,0.641845789429403,0.063838361478184,0,0,0,0,0.0133733403115493,0.0704231377123208,0,0,0,0,0,0,0,0,0.141785000216671,0.0646248295398811,-0.156492604555418,0,0.119937164704518,0,0.0895069063811944,0,0.211208107418934,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.049464204320726,0,0,0,0,0,0,0,0,-0.0272388580466167,0,0,-0.128714580387596,0,0,0,0.452295461446794,0.291490812244777,0,0,0,0,0,0,0.177028163521716,0.306512068161656,0,0,0,0,0.207866188015098,0,0,0.0110416246553204,0,0,-4.04545110794657e-05,-0.431326934667956,0,0.0246904211361816,0,0,0,0,0
