,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.393109471977877,0.0479761497966062,0.134771409665426,0,0,0,0,0,-0.0165224941361208,0.212540586746162,0,0,0,0,0,0,0,0,0,0,0.0884791669207636,0,-0.0434611853863576,0.00197340181547354,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.039128769933019,0,0.0237003899426311,0,0,0.00514863760942505,0.0629407893221429,0,0,-0.160853004214955,0
X601939.CH.EQUITY,0.496429677694112,0,0,0.0884905557292714,0,0,0,0,-0.104822043083711,0,0.102066335076157,0,0,0.151809869242562,-0.0374876084592971,0,0,0,0,0,0,0,0,0,0.167112082330589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0467932023715247,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.224788711865036,0.117469268322905,0,0,0,0,0,0,0,0,0.0515834085436623,0,0,0,0,0,0,0.188867653030786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395607537104335,0,0,0,0,0,0,0.187273519154752,0,0,0,0,0,0
X601288.CH.EQUITY,0.376199930734695,0,0,0,0.214657597265172,0,0,0,0,0,0,0,0,0.146413654715054,0,0,0,0.0916265416975393,0,0,0.0341580477891305,0,0,0,0,0,0,0,0,0,0,0,0.0842789343824659,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.545496995233308,0,0,0,0,0,0.26933368292317,0,0,0,0,0,0.0901579550533959,0.0815737585452488,0,0,0,0.0496097817565433,0,0,0,0,0,0.0687361400715972,0,0,0,0,0,0,0,0,-0.547266994006496,0,0,0,0,0,0,0,0.157228699172257,-0.0586600010623726,0,-0.0767411739632733,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0723157288077063,0,0,0,0,-5.42101086242752e-20,0,0,0,0.33980802006367,0,0,0,0,0.0723294294242851,0,0,0,0,0.0659210568868917,0,0.00277888029172511,0,0,0,0,0,0.0715174261879716,0.0446297023214916,0.0600732112565101,0,0,0,0,0,0,0.0103813940655636,0,0,0,0.126980043361367,0,0,0,0.072809840029594,0.064408699588592,0,0,0.034619484986525,0
X1299.HK.EQUITY,0,0,0,0,0.0326547849821186,0,0,0,0,0,0,0,0,0.203592431270123,0,0,0.0437078044943722,0,0.479685001250963,0,0,0,0,0.135672245986558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864803205866943,0,0,0,1.38777878078145e-17,0,0,2.16840434497101e-19,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142315829835389,0,-0.16941505363803,0,0,0,0,0,-0.218883240493849,0.476224426505901,0,0,0,0.709702594895112,0,0,0,0,0,0,0,0,0,0.373196531396203,0,0,0,0,0,0,0,-0.23267972146627,0,0,0,0,-0.0165768544280497,0
X601628.CH.EQUITY,0.054768561445332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19677727997793,0,0,0,0.00460361526473801,0.0395093805822823,0,0,0,0,0,0,0.15610504162214,0,0,0,0,0,0,0,0,0,0,0,0,0.187516569824519,0,0,0.0721234285423536,0,0,0,0,0.0934843805955561,-0.0361908892990277,0
X601658.CH.Equity,0,0,0,0.058106134751652,0.154818198793077,0,0,0,0,0,0,0,0,0.15260689179338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22311965242274,0,0,0,0,0,0,0,0,0.146506774879868,0,0,0,0,0,0,0,0,0,0,0.312046359214624,0,0,0
X601328.CH.EQUITY,0.0518774442576691,0,0,0.599300247736201,0,0,0,0,0,-0.0367360138111375,0,0,0.0266741273765766,0,0.0361267391440133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127850264288434,0.0235103792456573,0,0,0.00485440719335261,0.090383172514157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112865922483703,0,0
X601166.CH.EQUITY,0,-3.46944695195361e-18,0,0,0,0.435532257229662,0,0,0,0,0,0,0,0.0326643102987761,0,0,0.0246449620900599,0,0,0,0,0,0,0,0,0,0,0,0,0.232691045824167,0.0266129054786878,0,0,0,0,0,0,0,0,0,0,0.0055073663679625,0,0,0,0,0.0313385143192509,0.0521462119254039,0.109303110516634,0,0,0
X388.HK.EQUITY,0,0,0.368361877107068,0,0,0,0,0,0,0,0,0.0280705072619163,0,0.0303722412211836,0,0,0,0,0.0906925098586391,0,0,0,0.0326765726208768,0,0,0,0,0,0,0,0,0,0,0.07588687380554,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0447948691709698,0,0,0,0,0,0
X600000.CH.EQUITY,0.303074225868687,0.0386923976772066,0,0,0.144575423120198,0,0.019489922667673,0,0.0663601051754045,0,0,0.0108768532164635,0,0,0,0,0.0476408866864469,0.00133676917027662,0,0,0.102112810045461,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0367966105123509,0,0,0,0,0,0,0,0,0,0
