,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.365861425993515,0,0.294245917923113,0.00377073878164363,0,0.181055308033516,0,0.126408096175435,0,0,0,0,0,0,0,0,0,0,-0.114497406554382,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104964888015189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211978876018216,0,0,0
X601939.CH.EQUITY,0.317505864903095,0,0,0,0,0,0,0,0.0584050576011494,0,0,0.093713849553455,0.330586037003469,0,0,0,0,0.0931323115011045,0.0852836089403931,0,1.38777878078145e-17,0,0,0,0,0,-0.116881026703672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129770158656353,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.155981879398989,0,0.114023862521182,0,0.0668758960094502,0.21618385165475,0,0,0,0,0,0,0,0,0,0,0,0.0243967993777455,0,0,0,0,0,0,0,0,0,0,0.0747682147036347,0,0,0,0.0820755752751366,0.230360831893101,0,0,0,0,0,0.00224282969347154,-3.46944695195361e-18,0,0,0,0,0
X601288.CH.EQUITY,0.369179819280867,0.0523011629209485,0,0,0.348650206103634,0,0,0,0,0,0.113121022045861,0,0,0,0,0,0.0606730079090056,0,0.032758778591635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329884777574919
X601988.CH.EQUITY,0,0,0,0.255124640121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194861669497893,0,0.19239890449587,0,0,0,0,0,0,0,0,0.00499615668735485,0.100017014687612,0,0,0,0.0183376631372443,0,0,0,0,0,0,0,0,0.133349863379831,0,0,0.0851212795428047,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352839785254811,0,0,0.0696303021315876,0,0,0.347464470681519,0,0.0321918127029196,0,0,-6.93889390390723e-18,0.621335016442709,0.130320835085604,-0.554043083277071,0,0,0,0,0,-0.0312791526123635,0,0,0,0,0,0,0,0.116324080077332,0,0,0,0,0,0,0,0,-0.16947079340654,3.46944695195361e-18
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.164311199952979,0,0.0772877504534064,0,0.290903498815514,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.00144407546527581,0,0,0,2.77555756156289e-17,0.189940652906597,0,0,8.67361737988404e-19,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.332783668130005,0,0.0113572809149797
X1299.HK.EQUITY,0,0,0,0,0,0.0419905369520454,0.0173357107350261,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.14021742222732,0,0,0.166622783699427,0,0.0573545400595574,0,0,0,0,0,0.100882850792243,0,0,0,0,0,0,0.184485257168382,0,0,0,0,0,0.0105603815258729,0,0,0,0,0,0,0,0,0.177950966214255,0,0
X601628.CH.EQUITY,0.156423865263079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124176352397422,0,0,-0.0327043566122492,0.286457886469312,0,0.0504940892823384,0,0,0,0,0,0.132358011057753,0,0,0,0,0,0.0276189453081475,0,0,0.086641314213502,0,0.00304585388888413,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0446298173171587,0,-0.286549549852051,-0.250706286675371,0,0,0,0,0,0,0,0,0,0,0,0,0.181845926873043,0,0,0.436230744904685,0,0,0,0,0,0,0.439323955466055,0,0,0,0,-0.212875595372864,0,0.422175767571624,0,0,0,0,0
X601328.CH.EQUITY,0.126676705803676,0,0,0.273267483348561,0,-0.00343887113546404,0,0,0,0,0,0,0.29906852844305,0,0,0,0,0,0,0,0.102841717410257,0,0,0,0,0,-0.00972197148490241,0,0,0,0,0,0.094247803525576,0.102766547017694,0,0,0,0,0,0,0,0.075326072704745,0,0,0,0,0,0,0,0,0.0183132543762451,0
