,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.226534927530762,0,0,0,0,0,-0.187339395747493,0,0,0,0,0,0,0,0,0,0,0,0.457917110079484,0.458584246270043,-0.0251072738720268,0,0.112387377815828,0,0,0,0,0,-0.0836187001035559,0,-0.18593367315818,0,0,0,-0.6163187166482,0,0,-0.0697932045219392,0,0.0301682869716239,0,0,0.0278171640104901,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0
X601939.CH.EQUITY,0.0618581860308012,0,0,0.175966142023898,0,2.77555756156289e-17,0,0,0.0716813351166303,0,0,0.373527631903396,0.117098431147846,0,0,0,0,0,0,0,0,0,0,0.00360517043093717,0,0,-0.00695398335844374,0,0,0,-0.0404354800856892,0,0,0,0,0,-0.0407428377318101,0,0,-0.0339568424242169,0,0,0,0,0,0,0.0541407797526877,0.32281878659759,0,0,0.0357268580395709,-0.0733703039788802
X601288.CH.EQUITY,0,0,0.219319587179155,0,0.401035697717699,0,0,0.0619945111566936,0,0,0.0169832331678724,0,0.140324910999095,0,0.0540117100997387,-0.0150789281338353,0,0,0.0592923173564688,0,0,0.0183497971891235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735603481393546,0,0,0,0,0.0263686798547927
X601988.CH.EQUITY,0,0,0.352960591768887,0,0,0,0,0,0,0.221657683969037,0,0,0,0,0,0,0.205887757226585,0,0.0616130715108267,0,0,0.0439809778618534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.407408953116483,0,0,0.0374365922827181,0,0,0,0,0,0,0,0,-0.139555999059257
X600036.CH.EQUITY,0,0.00734333545860111,0.091137431497138,0,0,0,0.0312427123414836,0.0622860280888135,0,0,0,0.105234005663719,0,0,0,0,0,0,0,0.127928846829522,0,0,0,0,0.00973078404211676,0,0,0,0,0,0,0,0,0.390306782409225,0,0,0,0,0,0,0,0,0,0,0,0.0782584785422793,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.293151498115181,0,0,0,0,-0.0677914587230955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377698852678785,0,0,0,0,0,0,0,0,0,0,0.0820835418789768,0.189207089174859,0,0,0.140728198191716,0.0510234826338215,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.16274176038677,0,0,0,0,0,0,0,0,0.0774504106218907,0,0,0,0,0.283461043469181,0,0,-0.0371370130688094,0,0,0,-6.93889390390723e-18,0,0,0.096833829885323,0,0,-0.0519594617487487,0,0,0.00584793776565978,0,0,0,0,0.0520545214336532,0,0,0,0.444699978095754,0.13045815717281,0,0,0,-0.0301334429293693,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0687446642909084,0,0.0122318119489921,0,0,0,0,-0.510760901823879,0.723597479834365,0,0,0.137840890735258,0.613200771841493,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507218509076113,0,0,0,0,0,0.137357469517085,0,0
X601658.CH.Equity,0,0,0,0.0294815397248707,0.00542723009610326,0,0,0,0,0,0,0,0,0,0,0,0,0.254892451871835,0.120301674657435,0,-0.0850739884550208,0,0,0,0,0,-0.00595837873049886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270125830119717,0,0,0,-0.0321636564456427,0,0,0,0,0,0
X388.HK.EQUITY,0,0.294160669831763,0,0,0,0,0,0,0,0,0,0,0,-0.00998481591758107,0.217527252523167,0,0,0,-0.182585261700911,0,-8.67361737988404e-19,0,0.381746104617555,0,0,0,0,-0.129741267405324,0,0,0,-0.109360011254262,0,0,0,0,0.277533285728455,0,0,0,0,-0.0537041376916455,0,0,0,0,0,0,0,0,-0.114001894022242,0
X601166.CH.EQUITY,0,0,0.14461710576689,0.0332830429620831,0,0.13484131061921,0,0,0,0.0271927751243085,0.00340554410054383,0,0,0,0.403388430291176,0.114747329899905,0,0,-3.46944695195361e-18,0,0,0,0,0.0243094018923303,0,0,0,0,0,0,0,0,0.0134906205539976,0,0,0,0,0,0,0,0.0971882745029047,0,0,0,0,0,-0.00717350593804197,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.215330815682336,0.104301048264346,0,0,0,0.00579221130922045,0,0,0,0,0,0,0.125799904111338,0.0674531124493195,0,0,0,0,0,0,0,0.0842224393783295,0,0,0,0,0,0,0.123135670903314,0,0,0,0,0,0,0,0,0,0,0,0,0.0366573443501549,0,-1.73472347597681e-18,0,0,0,0.0258546590893803,0,0
