,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.341382518356225,0,0.297507841003424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234641488028114,0,0,0,0,0,0,0.110528940860566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317526302472315,0,0.0997286286147262,0,-0.12392847977089,0
X601939.CH.EQUITY,0.39693807836124,0,0,0.238935577820102,0,0,-0.125949473302702,0,0,0,0.01388048689922,0,0.130012852118902,0,-0.0907376841070706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00218798756137057,0,0,0,0,0,0,0,0,0,0.20312044383277,0,0,0.0374800229251143,0
X601318.CH.EQUITY,0,0,0,0,0.22957680672354,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.167092315923731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251254044182743,0,0,0,0,0.185564214470555,0,0.00281261594985458,0,0,0.0295937023285807,0,0.119901762236313,0,0
X601288.CH.EQUITY,0.380303168810082,0.115374119640602,0,0,0.180872676542128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14189829118131,0,0,0,0,0,0,0,0,0,0,0,0,0.0511168518406638,0,0,0,0.0689663533237598,0,0,0,0.0737874172912011,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.375499039585137,0,0,0,0,0,0.249648736300935,0,0,0,0,0,0.335629713967804,0.0849191578245824,0,0,0,0,0,0,0,0,0,0,0.0025913551334037,0,0,0,0,0,0,0,0,-0.349990779355134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.443076071624001,0,-6.93889390390723e-18,0,0.0781796365912732,0,0,0,0,0,0,0,0.0520381891143153,0,0,0,0,0,0.0319039045077295,0,0,0.077963408351129,0,0,0,0,0.0159831835593604,0,-6.93889390390723e-18,0.0107805737237563,0,0,0,0,0,0,0,0.239050825669785,0,0.00748289610368493,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0704511424630515,0,0,0.0632734907709158,0.126603461800468,0,0,0,0,0,0,0,0,0,0.0220059673962738,0,0,0,0.154951242990001,0,0,0,0,0,0,0,0,0.217842461926006,0,0,0,0,0,0,0.0858952957088613,0,0,0,0.129369295696207,0,0,0,0,0
X5.HK.EQUITY,0,0,0,-0.128324904044198,0,0,0,0,0,0,0,0,0,0,-0.0122006836211433,0,0,0,0,0,0,0,-0.376635846220798,0.745302789034465,0,0,1.38777878078145e-17,0,0.50050049165635,0,0,0,0,0,0,0,0,0,0.381343595531294,0,0,0,0,-0.0932552394851812,0,0,0,0,0,0,-0.0599154841465104,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157318527573747,0,0,0,0,0.0186027893706086,0,0,0,0,0.12986814535521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153712924594506,0.175362429387598,0,0,0.0585195144213725,0,0.0626379436456844,0.0494296993719079,0,-0.110953911877437,-0.0265888762342483
X601658.CH.Equity,0,0,0,0.0933249550569902,0.0693808452358624,0,0,0,0,0,0,0,0.13829870585916,0,0,0,0,0,0,0,0,0.0726397459846325,0,0,0,0,0.18474917943853,0.181031952781523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315822417397909,0,0,0,0
