,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.00538979349995913,0,0.231897513327099,0,0,0,0,0,-0.216382580541415,0,0,0,0,0,0,0,0,0,0,0,0.470066201102801,0.475023254105316,0,0,0.10461820970745,0,0,0,0,0,-0.0825219717455293,0,0,-0.180871916179892,0,0,0,-0.618048996141716,0,0,-0.0944252207388519,0.0352021521423094,0.032184465102363,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0323430385242621,0,0,0.213849009292573,0,0,0,4.33680868994202e-19,0,0,0,0.254491001767606,0.223338617839156,0,0,0,0,0,0,0,0,0,0,0.032627899823144,0,0,0,0,0,0,0,0,0,0,0,0,-0.00864170276757237,0,0,0,0,0,0,0,0,0,0.0065852262808476,0,0.236124632782921,0,0,-0.131014902066691
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.279271176776326,0,0,0.328599414579277,0,0,0.0593637946096791,0,0,0.0186475079255618,0,0.104933188189496,0,0.064341525467069,0,0,0,0,0,0.0686568886507517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.060944324731926,0,0,0,0,0,0,0.00590734138173859,0.0269037593018609
X601988.CH.EQUITY,0,0,0,0.300590722584986,0,0,0,0,0,0.358203869686609,0,0.0905977146204919,0,0,0,0,0.203937362735116,0,0.0449659569911576,0,0,0,0,0.012841722053805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307454339176385,0.049453313328086,0,0,0,0,0,0,0,0,0,-0.20074851089831
X600036.CH.EQUITY,0,0.0870706265019937,0,0,0,0,0.0349547856807591,0.0622936422680888,0,0,0,0.114601980787429,0,0,0,0,0,0,0,0.126760300236849,0,0,0,0,0.0166876076145818,0,0.00163078137334239,0,0,0,0,0,0,0.387341141123433,0,0,0,0,0,0,0,0,0,0,0,0.0727765982807175,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.27519457342196,0,0,0,0,-0.0681358741928543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953748075269532,0.155131964547755,0.156463025310435,0,0,0,0.0747217038961403,0.0310288257534633,0,0.0344997976080915,0.0336246304120546,0,0,0,0,4.33680868994202e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0.093118661481204,0,0,0,0,0,0,0,0,0.0571157047456678,0,0,0,0,0,0.231933548072725,0,-0.051781669648442,0,0.0108966900622445,0,0,0,0,0.135374184468269,0,0,0,0,0,0,0,0,0,0,0,0.0503929025189261,0.183675274646763,0,0.483173823278394,0,0,0,0,-0.0590406291236994,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340266468964818,0,-0.0535642872781247,0,0,-0.578119065031013,0.838835429035622,0,0,0.14197452065306,0.641368296090652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.185588332570029,0,0
X601658.CH.Equity,0,0,0,0.0410426274867063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294573214494628,0.0540618438277205,0,0,0,-0.00683251852114943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217607037397373,0,0,-0.0123349413220947,0,0,0,0,-2.16840434497101e-19,0
X388.HK.EQUITY,0,0,0.334090831843746,0,0,0,0,0,0,0,0,0,0,0,0.131119890090219,0,0,0,-0.259986951299054,0,0,0,0.275613365604823,0,0.0590810940635048,0,0,-0.0415684822299982,0,0,0,-0.0913293771649816,0,0.0259749914208766,0,0,0.405503148838225,0,0,0,0,-0.000891817247935613,-0.20651766355473,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.132948737870996,0.0833744612293721,0.133621372870953,0.0870173431514961,0,0,0,0,0.0263998711748111,0,0,0,0,0.329606893782712,0.109046140294947,0,0,0.0439484764143365,0,0,0,0,0.0212757305647197,0,0,0,0,0,0,0,0,0.0138975032612025,0,0,0,0,0,0,0,0,0,0,-0.00454467213823629,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0980052511528316,0.286910959978843,0,0,0,0,0,0,0,0,0,0,0,0,0.138922167112754,0.0652783578944618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129918231803057,0,0,0,0,0,0,0,0.0157654374593827,0,0,0,0,0,0.00764687312367659,0,0,0,0,0.0499383821514093,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.000679712092131605,0,0,0,0,0,0,0,-2.71050543121376e-20,0.24835425951777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388246531335155,0.0470312685185869,0,0.0155109400067242,0,0,0.0175444878583414,0.0365939520675631,0,0.0207705204073773,0,0,0,0,0.0340381059489934,0.0115701633151497,0,0,0,-0.0514308951773835,0
X600000.CH.EQUITY,0,0,0,0.216756016762799,0,0.0614682258236851,0,0.0276075804222084,0.0443748194655936,0,0,0.331122483300255,0,0,0,0,0,0,0,0,0.124022878942629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00285468195346556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195493567705049,0,0,0,0.0679105969253255,0,0,0,0.093730902279848,0,0.151926740049748,0,0,0,0,0,0,0,0,0.236147084890098,0,0,0,0,0.0574451334709406,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.205218962647867,0,0,0,0,0,0,0.439533101771764,0,0,0,0,0,0,0,0,0,0,0,0.117744331026716,0,0,0,0,0,0,0.21135875421988,-0.0217710651098511,0.204618123049308,0,0.00785981343221667,0.0587096241613304,0,0,-0.0190235848841205,0,0,0,0,0,0.00313799582807134,0,0,0,0,0
