,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.296222793661167,0,0.00555973728450944,0,0,0.44430683854378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115307972129596,0,0,0,0.0651399967828295,0,0,0.0179426964608401,0,0,0,0,0,0,0,0.0769386008513107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.230423532967002,0,0,0,0,0,0.180559939039463,0,0,0,0.0144143985809833,0,0.12465721769252,0,0,0,0,0,0.139557409673597,0,0,0,0,0,0,0,0.0266993476617081,0,0,0,0,0,0,0.0890499084441416,0,0.085095489563304,0,0,0,0,0,0,0,0,0.0182200489802055,0,0,0,-0.0345562521745686,-0.0792790143967872
X601939.CH.EQUITY,0.474298520676223,0.366240268854534,0,0,0,0,0,0.249631597929566,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137014794002688,0,0,0,0,0,0,0.131088446321757,-0.0141738474688579,0,0,0.0379888876302195,0,0,0,0,0,-0.268276041001041,0,0,0,0,0,0,0,0,0,0,0,-0.0624094867908568,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.00472750917949056,0.563429077252362,0,-0.0856227382457559,0,0.0462289242583299,0,0,0,0,0,0,0,0,0,0.0769628125075374,0.0892838908695863,0.0797707470164649,0,0,0,0,0.111390207573745,0,0,0,0.0540235013237455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598645738836474,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.203274424420048,0,0.115104196152606,0,0,0,-0.0789429900419773,0.197118132709768,0,0,0.106009696671323,0,0,0,0,0,0,0.100054494822089,0,0,0,0.00807646663261044,0,0.0303534223491098,0.0268723316467868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368178120275506,0.0367500042672421,0
X1299.HK.EQUITY,0,0,-0.271962556635429,0,0,0,0,0,0,0.169570073473671,0,0,0,0,0.112087282141157,0,0,0,0,0,0,0,0.0129677473553643,0.0708878711397061,0,0,0,0,0,0,0,0,0.230076147765887,0,0,0,0,0,0.191012755345926,0,0.035004300588697,0.0926989262406026,0.306155463815652,0,0,0,0,0.228058922139361,0,0,0,0
X601628.CH.EQUITY,0.115415989020404,0,0,0,0,0,0,0,0,0,0,0,-0.0191085472462251,0,0,-0.126552194124125,0,0,0,-0.0161104606082965,0,0.16065408863201,0,0,0,0,-0.120627931420307,0,0,0,0,0,0,0.569503064181783,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00998180533530394,0
X601988.CH.EQUITY,0.123737967962039,0,0.100226244687339,0.318327191265599,0,0,0,0,0,0,0,0,0.273257028679031,0,0,0,0.0902356588323245,0,0,0,0,0,0.00936426760386204,0.0196717299514275,0,0,0,0,0,0,0.171146050943177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.289359345241972,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674888899323308,0,0,0,0,0,0,0,0,0.354517193103088,0,0.0918184465743437,0,0.132494166367729,-0.0178677935218388,0,-0.0514181994908762,0,0.0759225012432025,0,0,0,0,0,0,-0.0731715592904484,0.221318604861945,0,0.0905967027094345,0,0,0,0.109446553301793,0,0,-0.069569679092038,0,0
X388.HK.EQUITY,0,0,0,0,-0.192695431694855,0.305995085377974,-0.0196086901856924,0,0,0,0,0,0,0,-0.00429363825462105,0,0,0,0,-0.221610229287973,0,0.417962931078932,0,0,0,0,0,0,0,0,0,0,-0.116872382978643,0,0,0,0,0,0.108467778888221,0,0,0,0,0,0,0,0,0.0222566699837983,0,0,0,0
