,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.282529309615768,0.0432854514749129,0.0108545342167045,0,0,0.431377600207686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102311438724704,0,0,0,0.0488231016280614,0,0,0,0.0184754935597422,0,0,0,0,0,0,0.0747064437126331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.229056856813903,0,0,0,0,0,0.178108510288138,0,0,0,0.0125380847584893,0,0.125174534501295,0,0,0,0,0.139620150707603,0,0,0,0,0,0,0,0,0.0317532881371222,0,0,0,0,0,0,0.0873631435053888,0,0.0850595472661144,0,0,0,0,0,0,0,0,0,0.0189502559244252,0,0,-0.0337131775730735,-0.0777344701702118
X601939.CH.EQUITY,0.490953404556504,0.316420475135955,0,0,0,0,0,0.197422592565074,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152644328566769,0,0,0,0,0,0,0.137645230323924,0,-0.0275999584895968,0,0.0630026849247975,0,0,0,0,0,-0.203267992903305,0,0,0,0,0,0,0,0,0,0,0.071145732433851,-0.0765399157590016,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.557922556235281,0,-0.0832330285723243,0,0.0470962560456703,0,0,0,0,0,0,0,0.00665611726215777,0,0.068936694071564,0.0977489113546046,0.0822700985876021,0,0,0,0,0.115479876485004,0,0,0,0.049981580259477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580582845080101,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.190412652498031,0,0.136574400977933,0,0,0,-0.0926643841361845,0.135978061923203,0,0,0.0589917788870154,0,0,0,0,0,0,0.0786021045707758,0,0,0,0.0516332957152286,0,0.113519644736645,0,0.0307544776393357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359104431236278,0.0759189335444253,0
X1299.HK.EQUITY,0,0,-0.235049436841067,0,0,0,0,0,0,0.129627568626873,0,0,0,0,0,0,0,0,0,0,0,0,0.0206663766221286,0.103387547905099,0,0,0,0,0,0,0,0,0.203600571442507,0,0,0,0,0.0111363070826471,0.174879146715261,0,0.0344707860936451,0.10226120530979,0.314636780359495,0,0,0,0.279438311356298,0,0,0,0,0
X601628.CH.EQUITY,0.115886381513408,0,0,0,0,0,0,0,0,0,0,0,-0.0191553938768611,0,0,-0.127119990846038,0,0,0,0,-0.0161762072670726,0.161293970674746,0,0,0,0,-0.120760438960436,0,0,0,0,1.73472347597681e-18,0,0,0.571608940009156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100056308474078,0
X601988.CH.EQUITY,0.0792611183793538,0,0.0900560603112499,0.34177730483232,0,0,0,0,0,0,0,0,0.231922741297609,0,0,0,0.112609267154958,0,0,0,0,0,0.0384595943237486,0.0167922049431307,0,0,0,0,0,0.128775271186771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.27955227584208,0,0,0,0,0,0,0,0,0,0,0,-0.150781522964668,0,0,0,0,0,0,0,0,0,0.24513766486351,0,0.155836709655027,0,0.0243980231359881,0,0,0,0,0.0275477695015651,0,0,0,0,0,0,0,0.272358740450022,0,0.146642577207957,0,0,0,0,0.0941861877351302,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.27435971710017,0.277385794709766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0933976459184451,0.405956391359351,0,0,0,0,0,0.022115098398024,0,0,-0.0114937883721152,0,-0.186242735009904,0,0,0,0,0,0.128404279164989,0.107293700966616,0,0,0,0,0,0,0.0813294815981297,0,0,0,-0.0098988860237357,0
