,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.296223380265679,0,0.00556572332833126,0,0,0.444304085265842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115306240479543,0,0,0,0.0651368963113536,0,0,0.0179396990659574,0,0,0,0,0,0,0,0.0769401079141307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.112551933981332,0,0.0938266385595923,0,0,0,0.192417063800451,0,0,0,0.0780075322251977,0,0.0981016858956348,0,0,0.0528900574067108,0,0,0.163868121663682,0,0,0,0,0,0,0,0.105799935631582,0,0,0.00249437611948898,0,0,0,0,0,0,0,0,0,0.0344235642866517,-0.0631155522659393,0,0.0922387762959701,0,0.0843519346681407,0,0,0,0.0646927836394338,0,-0.0732374598472489
X601939.CH.EQUITY,0.460671355059293,0.153279256767183,0,0,0,0,0,0.226740436406318,0,0,0,0.0121711540890959,0,0,0,0,0,0,0,0,0,-0.133518655968639,0,0,0,0,0,0,0.135439873626652,-0.0234580559130064,0,0,0.114173772775494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132793286016832,0.161846995651771,0,0
X601288.CH.EQUITY,0,0,4.33680868994202e-19,0,0,0,0,0.56888921950605,0,-0.0831726797732102,0,0.0384383243688681,0,0,0,0,0,0,0,0,0.000385688386359285,0.0624542346092709,0.10461259524966,0.0765885762313537,0,0,0,0,0.114514287008536,0,0,0,0.0558201408429427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540071330625649,0,0,0,0.0054584020165739,0,0
X600036.CH.EQUITY,0,0.156008996853132,0,0,0,0.0176625898117921,0,0,0,0,0,-0.00710440065317859,0.11263321782937,0,0,0.0297625353173114,0,0,0,0,0,0,0.0923483973991926,0,0,0,0.0847839466173906,0,0,0.0315830600156953,8.67361737988404e-19,0,0,0,0,0,0,0.053488134200315,0,0,0.0809294422815458,0,0,0,0,0,0,0,0,0.358497664268026,-0.287177379884467,0,0
X1299.HK.EQUITY,0,0,-0.155492963387833,0,0,0,0,0,0,0.17469785894023,0,0,0,0,0,0,0,0,0,0.147534703466635,0,0,0.0666751445813392,0.160955075709226,0,0,0,0,0,0,0,0,0.0717460809730644,0,0,1.73472347597681e-18,0,0.210687560769536,0.0262942640867379,0,0.0476892840439295,0.0725822349783443,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.100240192695066,0,0,0,0,0,0,0,0,0,0,0.058337812948397,-0.0582008044192268,0,0,-0.224063496601418,0,0,0,0,0,0.0326350717085983,0,0,0,0,-0.0478887071059142,0,0,0,0,0,0,0.610810155090264,0.0578852335504486,0,0,0,0.000689004568115504,0,0,0,0,0,0,0,0,0,0.0306019241939951,0,0,0.143679217974862,0
X601988.CH.EQUITY,0.123732767061339,0,0.100217716823227,0.318312859474424,0,0,0,0,0,0,0,0,0.273279418149934,0,0,0,0.0902155643854139,0,0,0,0,0,0.00938728286024583,0.019669106003504,0,0,0,0,0,0,0.171153693862622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.271184220462733,0,0,0,0,0,0,0,0,0,0,0,-0.0297512904282904,-0.102744751215594,0,0,0,0,0,0,0,0,0.382089747662142,0,0.0733487501570508,0,0.0994859063978689,-0.019457715968669,0,-0.0396387843473642,0,0.0683645311206046,0,0,0,0,0,0,-0.0530639527507785,0.209565923967144,0,0.0657376325091928,0,0,0,0.153526713703318,0,0,0,0.0287636447608868,0,0
X388.HK.EQUITY,0,0,0,0,-0.0734664814399272,0.243667676309274,0,0,0,0,0,0,0,0,-0.0100096761799046,0,0,0,0,-0.113614065024604,0,0.475774015913704,0,0,0,0,0,0.0261140885441605,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.0800674031270727,0.133209079486952,0,-0.081566814613777,0,0.155761372933075,0,-0.349704854018718,0.00485674539892706,0,0,0,0.170240156485205,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0237750307319835,0,0,0.0496830085558031,0.165754952680576,0,0,0.134384527173046,0,0,0,0,0,0,0,0,0,0,0.183191574470352,0,0.390106863352749,0,0,0,0,0.0244800885739625,0,0,0,0,0,0,0,0,0,0,-0.0154735106923304,0,0.00898976395885726,0,0,0,0,-0.0277944672495481,0
X601658.CH.Equity,0,0,0,0.368337120216258,0,-0.0194935644995747,0,0.114980191652526,0,0,0.257156480378759,0,0.0848257151334099,0,0,0,0.407649441326197,0,0,0,0,0.297473574366571,0,0,0,0,0,0.0850216167555644,0,0,0,-0.315780241174392,0,0,0,0,0,0,0,0,0,-0.0405230480572871,0,0,0,0.0560915051498614,0,0,0,-0.438504906444432,-4.33680868994202e-19,0,-0.0483010029736662
