,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.368191715426489,0.0707838562543371,0.0731187673013117,0.0518932932665508,0,0,0,0,0,0.223762200169265,0,0,0,0,0,0,0,0,0,0,0,0.0282689477291444,0,0,-0.0316433741695653,0,0,0,0.00637932215045698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305277353160532,0,0,0.0134075678978833,0.176593508103788,0,0
X601939.CH.EQUITY,0.236466293012126,0,0,0.330485262883476,0,0,0,0,-0.0269449617118032,0,0.0708887953403718,0,0,0.117503976626923,-0.122993389100534,0,0,0,0,0,0,0,0.203007111940539,0,-0.0657852880839802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122331302403578,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.307799660007922,0.0831788138534418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181974384980985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108603928831423,0,0.0754081136866788,0,0.0119828068845435,0.144306861728851,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.376573326465876,0,0,0,0.21547028067494,0,0,0,0,0,0,0,0,0.147148546709974,0,0,0,0.0913611127113009,0,0,0.0341595058802543,0,0,0,0,0,0,0,0,0,0,0,0.0843029627275234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.487211058471588,0,0,0,0,0,0.188893624518691,0,0,0,0,0,0.037786315233643,0.195589428445748,0,0,0,0,0,0,0,0,0,0.0269893308551344,0.0823669311128166,0,0,0,0,0,0,0,-0.57752996650913,0,0,0,0,0,0,0,0.178091259853476,0,0,0,0,0,0.0488250359582387,0,0.218566491547768,0
X600036.CH.EQUITY,0,0.0234318652698129,0,0,0,0,0,0,0,0,0,0.215434875736808,-0.0285482912788243,0,0,0,0.135395448543559,0,0,0,0,0.134693481021828,0,0,0,0,0,0,0,0,0,0.251511061537808,0,0,0,0,0,0,0,0,0,0.135405623831617,0.122467072505014,0,0,0,0.0955981165638315,0,0,0,-0.0215040249397853,0,0
X1299.HK.EQUITY,0,0,0,0,0.0359852425213653,0,0,0,0,0,0.0354306471859966,0,0,0.189743657683048,0,0,0.0349123416739777,0,0,0.495255206586205,0,0,0,0,0,0.114166228685039,0,0,0,0,0.0178490088783698,0,0,0,0,0,0,0,0,0,0,0.0849509754947418,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.016781097493983,0,0,0,0,0,0,0,0,0,0,0,0,-0.164034136407182,0,-0.182270560703301,0,0,0,0,0,0,-0.26929889119634,0,0.522356658321284,0,0.761459841074482,0,0,0,0,0,0,0,0,0.407579184673899,0,0,0,0,0,0,0,-0.274978483284809,0,0,0,0,0,0.0179264745904359,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.112412707438468,0,0,0,0,0,0,0,0,0.379407918872389,0,0,0,0.0219837329219953,0,0,0.00125388909816608,0,0,0,0,0.0431063056249658,0,0,0,0.0833011663923016,0,0,0,0,0.226184846724175,0,0,0,0,0.0167759257454041,0,0,0.182307016488516,0.0298640702301368,0
X601658.CH.Equity,0,0,0,0.0937779077100037,0.266168892271098,0,0,0,0,0,0,0,0,0.183832701800322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161309883169052,0,0,0,0,0,0,0,0.165561077340234,0,0,0,0,0,0,0,0,0,0,0,0.336958697477863,0,0,0,0
