,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.317920468919649,0,0.207867725211986,0.0445335077019123,0,0,-0.0927711339121999,0,0,0,0,0,0,0,0.0381660151181978,0,0,-0.0740475551117744,0,0,0,0,0.0396780151631597,0,0,0,0,0,0,0,0.158235398999082,0,0,0,0,0,0,0,0,0,0.0137662174540877,0.397595258682464,0,-0.0447276421603729,0,0,0,-0.0791920493179132,-0.0257007413704192,0.0238421439573512
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.010867356313862,0,0,0,0,0,0.169032059288127,0,0,0,0.351701398762274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198508064253426,0,0.0468769930764566,0,0,0,0,0,0,0,0,0,0,0,0.00387388055039752,0,0.173847916391256,0
X601939.CH.EQUITY,0,0,0,0.701619404661479,0,0,0,0,0,0.068551934400093,0,0.277727880714805,0,-0.0347145770509947,0,0.0344572156402981,0,0,0,0,0,0,0.0356999101270789,0,0,0.00224059425497695,0,0,0,0.00329566599840409,0,0,0,0,0,0.0421900947347911,0,0,0,0,0,0,0,-0.0271438224012853,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.161937394119225,0,0.840643675725717,0,0,0,0,-0.0711284886137381,0,0,0,0,0,4.33680868994202e-19,0,0,0.0167486913682789,0,0,0,0.0208983322252002,0,0,0,0,0,0,0,0,0,0.0234355883679927,0,0,0,0.0281105773360673,0,0,0,0,0.0284494493679671,0,0,-0.154471327904195,0,0,0,0,0,0,0,-0.0514488007425243,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0898532906297254,0.179822169653305,0,0,0,0,0,0,0,0.0597034117145544,0,0,0,0.0927649175334334,0,0.0360527372159103,0,0,0,0,0,0,0.165793019300726,0,0,0.280120663393639,0,0,0,0,0,0,0,0,0,0,0,0.0215963546689756,0.0557739326612051,0,0,0,0,0
X600036.CH.EQUITY,0.241855138745668,0.0429046199652718,0.222412112594661,0,0,0,0,0,0,0,0,0,0,0,0,0.187765653988845,0,0.0187805928749376,0,0,0,0,0,0,0,0,0,0,0,0.215059207213162,0,0,0,0,0,0,0,0,0,0,0,0.00974392519403631,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.103760487840706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567487789318499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913624045786494,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.111439816633204,0,0,0,0,0,0,0,0,0,0,0,0.275522647485556,0,0,0,0,0,0,0.0302554497151358,0.0587566145701527,-0.092939764373887,0,0,0,0,0,0.0998058178644641,0.0407710959058015,0,0,0,0,0,0.203858713876437,0,0,0,0,0,0,0,0,-0.0909977366274009
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.210064159284103,0,0,0,0,0,-0.0475208825532794,0,0,0,0,0,0,0.0494875256202591,0.306070232591436,0,0,0,0.087284787597589,0,0,0,-0.137806642810242,0,0,0.0745688128381775,0,0,0.0881884697908101,0,0,0.304361945741178,0.11383226329562,0,0.0114937499258177,0,0,0.0584610415538684,0,0,0.00607862222510928
X388.HK.EQUITY,0,0.00575749216313251,0,0,0.153164683475846,0,0,0.125954833520407,0,0,0,0,0,0,0,0.0308252731101606,0,0,0,0,0.096228177201918,0.385729225648129,0,0,0.120312239073836,0,0,0,0,0,0,0,0,0,0,0,0,0.115495437666102,0.195673375608853,0,0,0,-0.22184034902121,0,0,0,0,0,0,0,0,0.0711974973202577,0
