,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.266924381489393,0,0,0,0,0,-0.134555220656816,0,0,0,0,0,0,0,0,0,0,0.489844783389169,0,0.502365426436161,0,0,0.173159692422356,0,0,0,-0.00715857429498001,0,-0.147720749704368,0,0,-0.288895665584725,0,0,-0.830059965112742,-0.0673669055727948,-0.00254420519007065,0,0,0,0,0,0,0,0,0,0.0888682961508252,0,0
X601939.CH.EQUITY,0,0,0,0.34735705699226,0,0,0,0,0.154436450630179,0,0,0.00888916356914519,0,0,0.0990068045316491,-0.0194077551440999,0,0,0.00466784255863585,0,0,0,0,0.0652544550394657,0,0,-0.0668227965227615,-0.0432474323357164,0,0,0,0,0,0,0,0,0,0,0,-0.0318739054698195,0,0,0,0,0,0,0.0422138984876001,0.410293781510799,0.0214567101939251,0,-0.0975126213961436,0.151398264559766,0
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0,0
X601288.CH.EQUITY,0,0.353908355870617,0,0,0.276108626363442,0,0.0715534248794506,0,0,0,0,0.186040676744824,1.73472347597681e-18,0,0.0361177891985966,-0.0405952878996216,0,0,0,0,0,0,0.159470007957008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457070957322265,0,0,-0.0959932167267845,0,0,0,0,0,0.0200657887936392
X601988.CH.EQUITY,0,0.223514639613875,6.93889390390723e-18,0.23514630294871,0,0,0,0,0,0.0442044876826414,0,0,0,0,0,0,0.121030558258483,0,0.120144383415522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.562004167522188,0,0,0,0.153736534052552,0,0,0,0,0,0,0,0.263768787026383,-0.0510598312437968
X600036.CH.EQUITY,0,0.0716595197960269,0,0,0,0,0.0810688196323154,0.0388969465866454,0,0,0,0,0.105498611833102,0,-3.46944695195361e-18,0,0,0,0,0.00105703596544005,0.141815653169503,0,0,0,0,0.0161346624091437,0,0,0,0,0,0,0,0.425216607097896,0,0,0.00593014729562279,0,0,0,0,0,0,0,0.0915907441189824,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0.0494975066736348,0,0,0,0,0,0.138186276058973,0,0,0,0.0610369146511215,0,0,0,0.226185068198446,0,0,0,-0.092119369455797,0,0,0,0.0657832255872339,0,0,0.0846837352684026,0,0,0,0,0,0.0513643353264612,0.0459341010389739,0,0,0.0560208908300403,0,0,0,0.342795785954151,0,0,0,0,0,0.0481653713385713,0.0905100820746152,0
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0,0.0150405528945014,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032308721795074,0,0,0.00809249583404235,0,0,0.0355092560035555,0.871628591066449,-0.62013709300103,0,0,0.644173640065812,0.120854140783492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122321658216726,0,0,0
X601658.CH.Equity,0,0,0,0.0554796581313973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268287576001992,0.191350905305245,-0.193213838911789,0,-0.0736675296002659,0.0294777941967983,0,0,0,-0.170508814776556,0,0,0,0,0,0,0,0,0,0,0,0,0.0136496420083721,0.53463620179788,0,0,0,0,0,-0.0482380562399623,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.167411667912628,0,0.0862382750593154,0,0,0,0,-0.31452859666276,0,0,0,0,0.170415538022813,0,0,0,2.16840434497101e-19,0.0504317989479951,0,0.340256108214535,0,0,0,0,0,-0.105336479184151,0,0,0,0,0,0,0,0,0.0711561684210427,0,0,0.0961948081796954,0,0,0,-0.0689301553149883,0,0,0,0,0,0,0.0518017677035195,0,0
X601328.CH.EQUITY,0.212432464156868,-3.46944695195361e-18,0,0.252831088563513,0,0,0,0,0,0,0,0,0,0,0.0482737043147882,0.0680388254439041,0.10024682347185,0,0,0,0,0,0,0.173555779251955,0,0,0,0,-0.00232140306926377,0,0.0556917038303287,0,0,0,0,0,0,0,0,0,0,0,0,0.0308707118337962,0,0,0,0.104364021578804,0,0.0133133695268211,0,0,0
