,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0501953960020997,0.205848898908195,0,0.0414771501575198,0.0289993414502413,0,0,0,0,0,0,0,0,0,0,0.206044988451093,0,0,0,0,0.019045951330003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610602971243017,0,0,0.0272085167154097,0,0,0.10157009351018,0,-0.0360475875769158,0,0
X601318.CH.EQUITY,0,0,0.0977031816848981,0,0.100649612000261,0,0,0,0.120772887640145,0,0.0981788078233287,0,0.0381949090814739,0,0,0,0,0.0680536099064052,0,0.190394721713679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436345111170764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146882517526969,0
X601939.CH.EQUITY,0,0,0,0.0764906853666035,0,0,0,0,0,0,0.109033264101543,0,0,0,0,0,0,0,0,0,0,0,0.640803678787725,0,0.150100211453108,0,0,0,0.0821499173080143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.165670534984693,0.126935944726963,0.0420805000674051,0,0,0.104566419139804,0,0.396651893111716,0,0,0.0450296959386957,1.73472347597681e-18,0,0,0,0,0.000378255604285656,0,0,0,0,0,0,0,0,0,0,0.0590459222995059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287714571534501,0,0,0,0,0.0570937331041883,0,0,0,-0.0927241552506789,0
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0500965215870596,0,0,0,-0.117936036713012,0,0,0,0,-0.0641095157877124,0.11163533624809,0,-0.0572107027695001,0,0,0,0,0,0,0,0,0,0,0.65655110720037,0,0,0,0,0,0,0,0.0697063448679954,0,0,0,0,0.202565114851529,0,0,0,0.14775021985192,0.0166250959754265
X1299.HK.EQUITY,0,0,-0.09562506988854,0,0.114043958939909,0,0,0,0,0,-3.46944695195361e-18,0.192427032569799,0,0,0,0,0,0,0,0,0.138950101790316,0,0,0,0,0,0.164626075464773,0,0,0,0,0,0.0493483533943414,0,0,0,0,0,0,0.0329915038457155,0.132631597828991,0,0.0862687732447067,0,0.0489691035399615,0.118283740472606,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663392416395665,0.158410894245238,0,0,0,0,0,-0.00367758087330111,0,0,0,0,0,0,0,0,0,0.0842160500113715,0,0,0.237431072459343,0,0,0.00779448935366461,0,-0.0239075649940934,0,0.100456181303691,0,0.132678181275034,-0.0108123180646253,0,0,0,0,0,0,0,0,-0.0188329176998521,0,-0.0324855189490742,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00850764209987597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130268230322601,0,0,0,0,0,0.085290138911685,0.179390096602218,0,0.014505719726437,0,0,0,0,0,0,0,0,0,0,0.345868479575255,0,0,0,0,0,0.152165377474839,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850493520074242,0,0.0419128676849991,0.0376626238418181,0,0,0,0,0.0348507413042643,0,0.12316206855342,0,0,0.0439815730123658,0,0,0,0,0,0,0,0.158186904786312,0,0,0,0.391088690786608,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.10861194062334,0,0.0891552276377945,0,0,0,0,0,0.324234949630483,0,-0.0330346450855077,0,0,0,0,0,0,0,0,-0.0650464892126202,0,0,0,0,0,0,0.28699982660837,0.280950380448729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0134862990923742,0,0,-0.175170346186564,0,0,0.0375445543164571,0,0
X388.HK.EQUITY,0,0,-0.0350143451244248,0,-0.110969756721086,0,0.13270403045313,0,0,0,0,0,0,0,-0.128135933038497,0,0,0,0,0,-0.11180626706329,0.544381615140348,0,0,0,0,0.178870223858353,0,0,0,0,0,-0.0309469554079343,0,0,0,0,0,0.0961760777148683,0,0,0.13505754761768,0.0304479893119064,0,0,0,0,0,0,0,0.123533962834323,0,0
X000001.CH.EQUITY,0,0.112421265061121,0,0,0.460679216660901,0,0,0,0,0,0,0.0847931135125841,0,0,0,0,0,0,0,0.0540103367476453,0,0,0,0.389478093814257,0,0,0.222341844754284,0,0,0,-0.279186410899356,0,-0.0786202346674821,0,0,0,0,0,0,0,-0.0157060455323609,0,0,0,0,0,0,0,0,-0.134185344062139,0.0834331052608756,0.0167337586234801,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0612225599821227,0,0,0,0,0,0,0.416533431387443,0,0,0.0335831308101195,0,0,0,0,0,0,0,0,0,0,0,0.0441663646449772,0,0.208201857319795,0.0463739120102771,0,0,0,0,0.234934632669297,0,0.0458852444885525,0.0327455685208043,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.0134254431254261,0.023146931855273,0,0,0,0,0,0,0.046307271866793,-0.0110371093316259,0.29607318663667,0,0,0,0,0.0886743588953996,0,0.196315574530727,0,0,0,0,0,0.0824899279068901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729811190835997,0,0,0,0,0,0.147408008198708,0,0,0,0,0,-0.0446490832541874
X000002.CH.EQUITY,0,0,0,0,0.0321398731683074,-0.0273406608991037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280785101844509,0,0,0,0,0.0109300853040308,0.504957760467361,0,0,0,0,0,0,0,0,0,0,0.0152898714088652,0,0,0,0,-0.032754362972768,0,0,0,0,0,0,0.0723997569004041,-0.05744485649439
X601328.CH.EQUITY,0,0.0191375577028283,0,0,0.00956963789452423,0,0,0,0,0,0.0148957628832735,0,0,0,0.045473297307755,0,0,0.220529428378042,0,0,0,0,0,0,0.302767016028639,0,0,0,0.0594599157052072,0,0,0,0,0,0,0,0,0.0312168700757046,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.00261844800940345,0,0,0,0
