,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.209370673139334,0,0.413222238349093,0,0,0,-0.011612132164626,0.158787367356414,0,0,0.0734446724191355,0,0,0,0,0,0,0,0,0,0,-0.0799519487185709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616471822803401,0.00614715660880368,0,0.121211582412745,0,0
X601939.CH.EQUITY,0.354073856804833,0,0,0.28613129062259,0,0,-0.0952275275830961,0,0,0,0.00278586960795874,0,0.140310912972635,-0.0648204823206683,0,0,0,0,0,0,0,0,0,0,0,0.0316916653871188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.201858177658151,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0,0,0,0
X601288.CH.EQUITY,0.450006925315495,-8.67361737988404e-19,0,0,0.209366114307635,0,0,0,0,0,0,0,0.0159334094039006,0,0,0,0,0,0,0,0,0.170184016430892,0,0,0,0,0,0,0.0199282451822305,0,0,0,0.0264448343389717,0,0,0,0,0,0,0,0,0,0.064350958038866,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0982041915075797,0,0.381075108865298,0,0,0,0,0,0.282319494850244,0,0,0,0,0,0,0.196625784105,0,0,0,0,0,0,0,0,0,0,0,0,0.0156292064126716,0,0,0,0,0,0,0,0,0,0,0.047795071699193,0,0,0,0,0,0,0,0,0,0,0.0283167116044794,-0.07197612500975
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882468140765112,0,0,0,0,0,0,0,0,0,0.142079946362772,0,0,0,0,0,0,0,0,0,0,0,0.0135819363911086,0.176945393048784,0,0,0.031344185655056,0,0,0,0.188424208093212,0,0,0,0,0,0,0,0.0234709634004465,0,0.225270883649915,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.133702149994365,0,-0.167887503659053,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0140356665807211,0,0,0,0,0,0,0,0,1.17607872177848,0,-0.784665991246999,0,0.492352688096333,0,0,0,0,0,0,0,0,0,0,0,0,0.461326839621757,0,0,0,0,0,0,0,0,0,0,0.101778499805181,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0987734200213161,6.93889390390723e-18,0,0,0,0,0,0.0866161843064668,0.197408957299479,0,0.0929483380978139,0,0,0,0.267099692594618,0,0,0.0504904970451792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548732922694019,0,0
X601658.CH.Equity,0,0,0,0.165437771131378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138373193740842,0,0,0,0.14113420090612,0,0,0,0.294858613901205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
