,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.279473311234029,0,0.25748381508685,0,0,0,0,0.0595767239129187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089088882947568,0,0,0,0,0,0,0,0,0,0.00288167928137283,0,0,0,0.0835999111505445,0,0.0833234717038032,0,0,0,0,0,0
X601318.CH.EQUITY,0.118976962527232,0,0,0,0,0,0,0,0.182634392035483,0,0,0,0,0,0,0,0.165495754892695,0,0,0,0,0,0,0,0.0752187512438862,0,0,0,0,0,-0.0516990059304147,0.153122575675322,0,0,0.148600440771385,0,-8.67361737988404e-19,0,0,0,0.0457796114638469,0,0,0.027781981204331,0,0,0.0551800958899158,0,0.135259187629652,0,0,0,0
X601939.CH.EQUITY,0.219545296409122,0,0,0,0,0,0,0,0,0,0,0.0189566684387325,0.265523099012193,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0423594349372149,0,0.199795835890852,0,0,0,0,0,0,0,0,0.182099009586509,0,0,0,0.0410493468071542,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.380424825777752,0,0.0234457719455811,0,0,0.268469682463383,0,0,0,0,0,0,0,0,0.0307606227168365,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199466376650664,0,0,0,0,0,0,0.0819683890434921,0.0263064464379945,0,0,-0.0214916611760071
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0646485053982433,0,0,0,0,0,0,0,0,0,0,0.368699958638946,0,0.153260993758035,0,0,0,0,0,0,0,0,0,0.588718968849721,0,0,0,0,0,0,0,0,0.028398951728929,0,0,0,0,0,0,0,-0.1795561920824,0,0,0.0263668273793061,0,0
X601988.CH.EQUITY,0.445098707602849,0,0,0,0,0,0,0,0.0137899442932737,0,0,0,0,0,0,0,0,0,0.0701548018523102,0,0,0,0.0258402497348233,0,0,0,0,0,0,0,0,0,0.160824661806712,0,0.023498661823052,0,0,0,0,0,0,0,0,0,0,0,0,0.241676931500368,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.188041708871304,0,0,0.00696522297010156,0,0,0.0797697720270055,0,0,0.527611067305851,0,0,0,0,0,0,0,0,0,0,0.0497359730690405,0,0,0,0,0,0,0.070060084141927,0,0,8.67361737988404e-19,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461637059726441
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735968965514335,0,0,0,0.413772148381463,0,0,2.77555756156289e-17,0.115535094696936,0,0.051217427636709,0,0,0,0,0,0,-0.0336971117662113,0.397778583294877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.219689198620069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0249905647623287,0,0,0,0,0,0,0,-0.0797757086661397,0,0.0187149868605301,0,0.199302821172708,0,0,0,0,0,0.254502554187618,0,0,0,0,0,0.0567265696134867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821029848715807,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0649522760409393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125927427522578,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.313604147615602,0.465721211669454,0,0,0.708644032096621,0,0.187962385055505,0,-0.391770276580323,-0.132526603149536,0,0.155400069533977,-0.472995345852908
