,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0,0,0,0,0,-0.189595171786612,0,0,0,0,0,0,0,0,0,-0.182697611635268,0.620791418154197,0,0.715322894522705,0,0,0.0684154317061406,0,-0.109365882178884,0,-0.0668816432995415,0,0.0084424764146768,0,-0.333123603338772,0,0,-0.124608777150265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0320162250266295
X601318.CH.EQUITY,0,0,0,0.0345132202373895,0,0.0679202350946486,0,0,0,0,0.0451300079504722,0,0,0,0,0,0,0,0,0.390797124786288,0,0,0,0,0,0,0,0.132215333478729,0,0.00955344780580212,0,0,0,0,0,0,-8.67361737988404e-19,0,0.174065748537414,0,0,0,0,0,0,0,0,0,0,0,0,0.146991929619364,0
X601939.CH.EQUITY,0,0,0,0.806621605852734,0,0.0570864430161659,0.00833506486989217,-1.73472347597681e-18,0,0,0,0,0.0236456516393394,0,0,0,0.00578534586250551,0,0,0,0,0,0.0155608475190768,0,0,0,0,0,0,0,0,0.0748221921288403,0,0,0,0,0,0,0.0153028893129887,0,0,0,0,0,0,0,0,0,0.0464166866114398,0,0,0.0165371616870209,0
X601288.CH.EQUITY,0.0315447596998762,0,0.894844753371397,0,0,0,-0.0631792136653676,0,0,0,0,0,0,0.00310047407517267,0,0,0.037529428778981,0,0.0954148431129641,0,0,0,0,0,0,0.049721583316528,-0.0694453374304187,0,0,0,0,0,0,0,0,0,0,-0.0989987923238245,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334561144511632,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,-0.0909888344951068,0,0.0519428643640964,0,0,0,1.20448470491334,0,0,0,0,0,-0.0440117136389053,-0.118947344695275,-0.019952227612342,0,0,0.0367620759556897,0,0.0300336721465739,0,0,0,0,0,0,-0.229204395780222,0,0,0,-0.240519303560983,0,0,0,0,0,0.016642967874787,0,0.062185399466844,0,0,0,0,0,0,0.211630247562553,0
X600036.CH.EQUITY,0,0,0.374376579460528,0.0398712940882882,0,0,0,0,0.100726203530927,0,0,0,0,0,0,0,0,0,0,0.0045062254962207,0,0,0,0,0,0,0,0,0,0,0,0,0.396214418167105,0,0,0,0,0,0,0,0,0,0,-0.00261483761192351,0.0433421876776203,0.108620160296,0,0,0,0,0,0,0.0468998447164863
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.766715430415425,0,0,0,0.0650088984656323,0,0,0,0,0,0,0.126561441667073,0,0,0,0,0,0,0,-0.0366728847384456,0,0,0,0,0,0,0,0.00216260772949609,0,0,0,0,0.049151127690603,0,0,0,0,0,0,0.106966097070874,0.163994396588706,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.294275588353398,0,0,0.0574416137706968,0,0,0,0,0,0,0,0,0,0.0190858083774153,0,-0.210006515483658,0,6.93889390390723e-18,0,0.0330224719476455,0,0.0420908029386954,0.213874482905086,0,0,0.0900049062329289,0,0,0,0,0,0,0,0.0558275554023912,0,0,0,0.452476519189067,0,0,0,0,0.102454773259664,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-0.107587165404611,0,0,0,0,-0.0506007793374872,0,0,0,0,0.313554213935171,0,0,0,0,0.0445373657965331,0,0,0.247005325374159,0.297424660732788,0,0,0,0,0,0.103326066651204,0,0,0,0,0,0,0,0,0,0,0.173648821268605,0,0,0,0,0,0,0,0.150596550255693,-0.0232804522562222,0.203777021973162
X601658.CH.Equity,0,0,0,0.170743769550627,0,0,0,0,0,0,0,0,0,0,0.251796099580203,0,0,0.104174972217482,0.149116290619905,0,-0.363814044937305,0,0,0,0,0,-0.127088042239964,0,0,0,0,0,0,0,0,0,-0.0185737505505335,0,0,0,0,0.616146105811694,0,0,0,-0.0358123277875642,0,0,0,0,0,0,0
