,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X600000.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.188508506694505,0,0,0,0,0,0,0,0,0,0,-0.136830529210772,0.497306026801503,0,0.677278886732821,0,0.0598105346716517,-0.119248282975735,0,0,-0.0553619269853506,0,0,0.0599715101876037,0,0,-0.14149142861612,0,0,0,-0.331509942937865,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252951321628208
X601318.CH.EQUITY,0,0,-6.93889390390723e-18,0,0,0,0.139965389443454,0,0,0,0,0,0,0,0,0.073753340173824,0,0,0,0.279841154771256,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0.118570926761155,0,0,0,0,0,0.260364463624904,0,0,0,0,0,0,0,0,0.0419259207032556,0,0,0,0,-0.0208157123563359,0.118971072111499,0
X601939.CH.EQUITY,0,0,0,0.787640332991602,0.0698029737677573,0,0.058862424945739,0,0,0,0,0,0,0.0298462450761866,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00385208151147504,0.00692382946872207,0,0,0,0,0,0,0,0.075358523632908,0,0,0,0,0.00355166969631587,0,0,0,0,0,0,0,0,0,0,0,0.0341066002604251,0,0,0,0
X601288.CH.EQUITY,0,0,0.912237359903551,0,-0.0688618210614172,0,0,0,0,0,0,0,0,0,0,0,0,0.116503654240226,0,0,0,0,0,0,0,-0.0161662479078869,0,0.0562359732010717,0,0,0,0,0,0,0,-0.0933860756135804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469399623489161,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.780176756585076,0,0,0,0.0537983110028666,0,0,0,0,0,-0.0113102608413552,0.123502068818515,0,0,0,0,0,0,-0.0343815459465742,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339038135021173,0,0,0,0,0,0,0.104343027123823,0.14670439013351,0
X601988.CH.EQUITY,0,0,0,0,-0.13975688396282,0,0,0,0.0156019822828494,0,0,0,0,1.15537386528707,0,0,0,0,0,-0.115316034485581,-0.0264029008004437,0,0,0.0761470319957599,0,0,0,0,0,0,0,0,-0.218251678012487,0,0,0,0,-0.185428737036689,0,0,0,0.0286000438704473,0,0,0.0779392015082776,0,0,0,0,0,0,0.21631319386644,0
X600036.CH.EQUITY,0,0,0.386602930426845,0,0,0,0,0,0.045454764353744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470340162990723,0.062906306688293,0,0,0,0.42270566969334,0,0,0,0,0.0146603918807421,0,0,0,0,0,-0.00595792094952129,0.0596640251168941,0,0.0381749402195833,0,0,0,0,0,0.0662453238679755
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.193753468860582,0.016155755265169,0,0.132574246786432,0,0,0,0,0,0,0,0,0.0754994483174414,0,0,-0.211364378395879,0,0,0,0,0.0177061670290829,0.266236054469901,0,0,0,0.0383176110814698,0,0,0,0,0,0,0,0.0425346929238452,0.0916374568011588,0,0,0,0.463881594705463,0,0.0179212313444306,0,0.111994293705237,0.0510744459450784,0
X5.HK.EQUITY,0,0,0,0,-0.0812710256543318,0,0,0,0,0,0,0,0,0,0,0,0.188693612205383,0,0,0,0,0.156686654262479,0,0,0.282521310952137,0,0,0.195660054994594,0,0,0.0351039504119097,0,0,0,0,0,0,0,0,0,0,0.114724577175878,0,-0.06015568542073,0,0,0,0,0,0,0.133748435371572,-0.0824700913086044,0.202470605258407
X388.HK.EQUITY,0,0,0,0,0.474332677172902,0,0,0,0,0,-0.219452973988183,0,0,0,0,0,0,0,-0.242706378102615,0,0,0.092038090362605,0,0,0,0.2581575473109,0,0,0,0,0,0,0,0,0,0,0,0.239768827186087,0,-0.0729686986928338,0,-0.237731456103771,0,0,-0.0514529394910442,0,0,0,0,0,-0.0688110434068136,0.0236022770470795,0
