,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.36598938350667,0,0.0364190648864507,0,0,-0.00884914927441705,0,0,0.0611290830990686,0,0,0,0.109190698705681,0,0.159252277422438,0,0,0,0,0,0,0,0.116375118993953,0,0,0,0,0,0,0.059263186382646,0,0,0,0,0,0,0,0,0,0,0,0,0.000412019311352086,0,0,0,-0.145985603066903,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.00408499991380197,-0.0140831508321415,0,0,0,0,0,0.168783967953149,0,3.46944695195361e-18,0,0.315880670226841,0,0,0,0,0,0,0,0,0.0123500826369933,0,0,0,0,0,0,0.215233975608635,0,0.0637846488040659,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.156223242010857,0
X601939.CH.EQUITY,0,0,0,0,0.672199517934128,0,0,0,0,0,0,0.23670519060819,0,-0.0196439780241306,0.102521624426342,0,0,0,8.67361737988404e-19,0.0515814858785159,0,0,0,0.024429677306503,0,-2.16840434497101e-19,0.00312232957861528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664633392280415,0,0,0,0,0,0,0,0,0,-0.00131454386472661,0.0303416772620453
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0,0
X601288.CH.EQUITY,0.170876079180609,0,0.834332575829237,0,0,0,0,-0.0795555411336338,0,0,0,0,0,0,0,0,0.0206514480313394,0,0,0,0.0238777038541491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070661444937521,0,0,0,-0.0119265880273844,0.0095237870542313,-0.172984946984942,0,0,0,0,0,0,0,0,0,-0.00525650393476094,0,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.142486469670033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105201415117195,0.00190426720715974,0,0,0,0,0,0,-0.00833289038280966,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311416167927721,-0.0593974515170651,0,0,0,-0.0932527950863939,0.908893034963462,0,-0.0903184203882564,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.210650637285924,0,0,0,0,0,0,0,0,0,0,0,0.225846038338514,0,0,0,0.0499305877559815,0,0,0,-0.0491348053478292,0,0,0,0,0,0,0.0406557853729219,0.0237344975634099,0,0,0,0,0.105794254103337,0.183881392614317,0,0,0,0.0736932362208781,0,0,0,-0.049816474724076,-0.18612918661701
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251892216196213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063763198327131,0.365414471304893,0.0234389619445782,0.112892039002668,0,0,0,0,-0.0650856277267109,0,0,0.0846700064860686,0,0,0,0,0.147039535044476,0.323225771349271,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0.176674528708171,0,0,0,0.0991763711580017,0,0,0,0,0,0,0,0.0797819085048076,0.0302453574758926,0,0,0,0.100149963498775,0.353222717874221,0.106130477621492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104487399831431,0.204509090258186,0,-0.31503939632232,0,0,0,0,0,0.0401286257941144,0,0,0,0.00171931481809792,0.0513967826372867,0
