,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601788.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.114102354909792,0,0,0,0,0,-0.00170750996640784,0,0,0,0,0,0,0,0,0,0,0,0.134504416203825,0,0.376270735209468,-0.121030945774952,0,0.0668852496210091,0,0,0,0,0.232331133999433,0,0,0,0,0,0,-0.231394841546385,-0.0317564203900398,0,0,0,0,0,0,0,0,-0.132395978506685,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.141522391212782,0,0,0,0,0,0,0,0.0738616254371886,0,0,0,0,0.281024679193898,0,0,0,0,0,0,0,0,0,0.118192529087022,0,0,0,0,0,0,0.26049412538093,0,0,0,0,0,0,0,0,0.0420144138474614,0,0,0,0,-0.020836278257538,0.119632736128328,0
X601939.CH.EQUITY,0,0,0,0.802618974180019,0,0.0376037103682377,0.0468594199779705,0,0,0,0,0,0.0347183250801349,0,0,0,0,0,0,0,0,0,0.0141992662595187,0,0,0,0,0,0.00569756012171761,0,0,0,0.0725541325596777,0,0,0,0,0,0,0,0,0,-0.00174578517408266,0,0,0,0,0,0.0111081744397318,0.0459603012901928,0,0.0103492256609462,0
X601288.CH.EQUITY,0,0,0.913453494748662,0,0,-0.0661744775931528,0,0,0,0,0,0,0,0,0,0,0,0.11482511053054,0,0,0,0,0,0,0,0,-0.0147780318576698,0.0594885975231056,0,0,0,0,0,0,0,0,0,0,0,-0.10413051707727,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0486341545540648,0,0
X601988.CH.EQUITY,0,0,0,0,0,-0.0580002235061051,0,0,0,0,0,0,1.08565874063239,0,0,0,0,0,0,-0.260852485809114,-0.221593614668462,0,0,0.124107899349592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847994070380668,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.764699753527964,0,0,0.0580060330743869,0,0,0,0,0,0,0,0.135233480836296,0,0,0,0,0,0,0,-0.0610923592424265,0.0148122780216894,0,0,0,0,0,0,-0.00978114526278509,-0.0245837874667603,0,0,0,0.0774669147004429,0,0,0.00847207973702274,0,0,1.73472347597681e-18,0.0609539125103547,0.173393146699145,0.0197943701947589
X600036.CH.EQUITY,0,0,0.346014269457589,0,0,-2.71050543121376e-20,0,0,0,-0.0136279914739231,0,0,0,0,0,0.162296722849944,0,0,0,0.0215445600939047,0,0,0,0,0,0,0,0.158017063157582,0.0750262424997158,0,0,0.245690877096982,0,0,0,0,0,0,0,0,0,0,0,0,0.0331959242856711,0,0,0,0,0,0.0545231831325795,0,0.0253888716478976
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.215495468077035,0,0,0.139459078173693,0,0,0,0,0,0,0,0,0,0,0,-0.229599699529039,0,0,0,0.0695674114181798,0.0612349078993901,0,0.24889968493351,0,0,0.00936484366868317,0,0,0,0,0,0,0,0.130856296408084,0.0115200688806503,0,0,0,0.392921271750759,0,0,0.0486104743765402,0.107192276362372,0.0141998463816244,0
X5.HK.EQUITY,0,0,0,0,0,-0.0734265191272053,0,0,0,0,0,0,0,0,0,0,0.188954096353819,0,0,0,0,0.144979032441921,0,0,0,0.284120436001859,0,0.244512073637459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980830865298258,-0.0327430304778591,0,0,0,0,0,0,0.115444291443152,-0.0876815548361853,0.220063340380367
X388.HK.EQUITY,0,0,0,0,0,0.458122155736939,0,0,0,0,0,0,0,0,0,0,0,0,-0.433018021869645,0,0,0.123637123136481,0,0,0,0,0.267947081665971,0,0,0,0,0,0,0,0,0.19074634832845,0,0,-0.0514751850581841,0,0,0,-0.214518190536145,0,0,0,0.00485633378887922,0,0,0,-0.039879545209918,0,0
