,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.211097698046751,0,0.0177759893596713,0,0,0.386778272280427,0,0,0,0.0205427602048505,0,0,0,0,0,0,0,0,0,0,0,0,0.237407956185647,0,0,0,0.0262069402956033,0,0,0,0.101009829346388,0,0.066899452765039,0,0,0,0,0,0,0,0.0299894132567296,0,0,0,0,0,-0.101455018102469,0,0,0,0
X601318.CH.EQUITY,0,0,0.284040363324081,0,0,0,0,0,0.0475662959795515,0,0.0217391751861886,0,0.0102108044960305,0,0.00750743153446084,0,0.274904072766748,0,0.0607575051475685,0,0,0.0140809187640052,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0434650824510279,0.0245111617306423,0,0,0,0,0,-0.194328221665509
X601939.CH.EQUITY,0.540907336041485,0.0948666218830188,0,0,0,0,0,0,0.133724988712431,0,0.130940495601857,0,0,0,0,0,0,0.0542840012846038,0.148653208746196,0,0,0,0,0,0,0,0,0,0,0.187736616136128,0,0,0.0375022361855049,0,0,0,0,0,0.0767168619689909,0,0,-0.0863483018364129,0,0,0,0,0,0,0,0,0.0137941522781156,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.173042443788435,0,0,0,-0.0599536339791276,0,-0.0280766265489204,0.0824485811271734,0,0,0.127114995985311,0,0,0.0490456556766904,0,0,0,0,0,0,0.441275916399251,0,0,0,0.10544322311004,0,0,0,0,0,0,0,0,-0.112274595184987,0,0,0,0,0,-0.00426636813144045,0,0,0,0,0,0,0,-0.0693333713313614
X601288.CH.EQUITY,0,0,0.0509934474387121,0,0,0,0,0.553023946835468,0,-0.0800013348903234,0,0,0,0,0,0,0,0,0.0341087678587251,0,0,0,0,0.0922130985078477,0.0999779744249842,0,0,0,0,0.114646929292129,0,0,0.0757956352188363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198641845663314,0.000569264462368066,0.0050735469757979,0.0354580724764995,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.062449641026314,0,0.127787302810772,0,0,-0.0216783174495722,0,0,0,0,0,0,0,0,0,0,0.212298547514216,0,0,0,0,0,0,0,0,0.077480498697675,0,0,0,0,0,0.0566657403278871,0,0,0.10696630555065,0,0,0.141714192394344,0,0,0,0.210345855721358,0,-0.170519207097302,0,0
X601628.CH.EQUITY,0.0549766188316004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0538095880311733,0.156738134799472,0,0,0.0058042878379189,0,0,-0.160205911079776,0,0,0,0,0,0,0,0,-0.0353819433698664,0,0,0,-0.0206631931576532,0,0.474151861600291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0313673504564308,0,0,0,0.478982151662675,0,0,0,0,0,0,0.0425469917981039,-0.0479703518924868,0,0,0,0,0.229583295930034,0,0,0,0,0,0,0.0105548404005708,0,0,0,0,0,0,0,-0.104279707079906,0,0,0,0,0,0,0,0,0.116609536066938,0,0.146220739888106,0,-0.041159725499086,0,0,0,0,0,-0.0675766751352619,0
X5.HK.EQUITY,0,0.145552153950294,0.00271979005396375,0,0,0,0,0,0,-0.182731145017641,0.0651651094034088,0.0890184666392889,0,0,0,0,0,0,0,0,0,0,0,0.222886804067949,0,0,0.152547335150599,0.0379001025100268,0,0,0.000290572400601739,0,0.132817074434734,0,0,0,0,0,0.254804767910258,0,0,0,0,0,0.218331211554322,0,0,0.017104360424976,0,0,0,-0.0468365502438518,0
X388.HK.EQUITY,0,0,0,-0.0739689744198614,0,0,-0.110627165945588,0,-0.134587715444008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180149366071871,0,0,0,0,0.206679744401248,0,0,0,0,0.292369155473556,0.207492019113666,0,0,0,0,0.057964826860007,0,0.0920045601511343,0,-0.086551514550915
X601166.CH.EQUITY,0,0,0.0287243193874712,0,0,0,0,0,0,-0.113221415817157,0,0,0.409626465317171,0,0,0,0,0,0,0,-0.0293644932650465,0,0,0,0,0,0,0,-0.0696170865766681,0.238721408757323,0.0616306647557799,0.0846944413933817,0.0339606510839005,0,0,0,0,0.0909220406479405,-0.107010295844807,0,0,0,0,0,0,0,0,0.0817841938662639,0,0,0,0,0
