,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.105626204348222,0.47948550298886,0,0,0,0,0,0,0,0.135515037585597,0,0.170745839989103,0,-0.0114585684934201,0,0.0658864756313443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332195490643955,0,0,0,0,0,-0.0154356469938006,0,0.0350484709621266,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.074415540554349,0.257721103501685,0,0,0,0,0,0,0.0360219831644353,0.342690788350472,0,0.090030129452451,0.0765375551133696,0,0,0,0,0.0324910668417891,0.0253653637048189,0,0,0,-0.0290891237566285,0,0,0,0,0,0,0,0,0.0789725894042679,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601939.CH.EQUITY,0.180697622793385,0,0,0.463372351731627,0.0375280902137903,0.0913954674493522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173622823665757,0,-0.0244026647105026,0,0,0.00991386710739077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242205932630914,0,0,0.0207180197101969,0.022647318153199,0
X601288.CH.EQUITY,0,0,0.179065371504651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192937862315916,0,0,0.222095758336428,0,-0.0121416881946263,0,0,0,0,0,0,0,0,0,0,0.0129143116859027,0,0.22060033449172,0,0,0,0,0,0,0,0,-0.0239270173431813
X5.HK.EQUITY,0,0,0,0,0,0.241030720908205,0,0.188162609490607,0,0,0,0.315626207439961,0,0,0,0,0,0,0.183929212862279,-0.192610189654426,0,0,0,0,0,0.0816901890007114,0,0,-0.0591265648326769,0,0,0,0,0.190474197021039,0,0,0,0,0,0,0,0,0,0,0,0,0.184050831071841,-0.0241326023754275,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.148041538828383,0,0,0.121729795618436,0.191524340043619,0.119078925762998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408992835548203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150261318352872,0,0,0.141191473351454,0,-0.0254145511898999,0,0,0.0767541301140982,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0214284679925968,0,0,0,0,0.0454714678994644,-0.0320854307070818,0,0,0,0,0,0.764368242916696,0,0,0,0,0,0.166504885994731,0,0,0,0,0,0,0,0,0,0,0,0.110400850200094,0.0825885689463759,-0.0616188466502322,0,0.0424785581817854,-0.0167010749634638,0,0,0.0514622749355141,-0.012974697146727
X1299.HK.EQUITY,0,0,0,0,0.219868981692253,0,0,0,0,0,0,0,0.0672853449446965,0,0,0,0,0.054509093311949,0,0,0,0,0,0,0,0,0.0345019274696048,0,0.135940924731576,0,0,0.230724029127627,0,0.182522125758122,0,0,0,0,0,0,0,0,0,-0.015629759391487,0,0.0684445434704993,0,0,0,0,0,0.11406517382874
X601628.CH.EQUITY,0,0.132005871297065,0,0.0610437574303449,0,0,0,0,0,0,0,0,0,0,0,0,0.114798958490012,0,0,0,0,0,0,0,0.140403931436201,0,0,0,0,0,0,0,0,0,0,0,0.332008999052387,0.046523996556908,0,0,0.0884694027455358,0,0.0550123745498644,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.243220718449709,0,0,0,0,0,0.0356846150993214,0,0,0,0,0.342217983278882,0,0,0,0,0,0,0,0,0,0,0.338099697146426,0,0,0,0,0,0,0,-0.00713331892767421,0,0.0259762987801665,0,-0.0117114684911927,0,0,0,0,0,0,-0.00207337878021753,0.103170088740361,0,0,0,0.112244247186526,0,0,0,0,0
X601166.CH.EQUITY,0.132743309577837,0,0.123739700458859,0,0,0,0.0917996323450016,0,0,0,0,0.367526079200634,0,0,0,0.075211901253066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.024902934592673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386503567406898,0,0
X600000.CH.EQUITY,0,0,0,0,0.0752995187158566,0,0.0857301539270842,0,0,0,0.314423504603525,0,0.0379802083153845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360535574826178,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.159402496855331,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0997046922519701,0.147352697050218,0,-0.114379834142678,0,0,0,0,0,0,0,0,0.0754974541418203,0,0.0821222137621687,0,0.104885613495155,0,0,0,0.230204562140162,0.192782490003899,0,-0.171242461948588,0,0.535882085440775,0,0,-0.115680745695842,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.236265137716662,0.145985468591818,0,0,0,0,0,0.00900595995420363
